OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/east-devon,East Devon District Council,BL1,,"Land at Ottery Moor Lane, Honiton",http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.196595&lat=50.798131,ETRS89,-3.196595,50.798131,1.13,not owned by a public authority,yes,permissioned,outline planning permission,2016-08-13,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=N1QRDEGHFMC00,,100,Outline planning application for residential development of up to 150no. dwellings; access to be considered all other matters reserved,,,,,,,"This site is an allocation in the Local Plan for housing development, SHLAA322  formerly part of an industrial estate",2016-09-16,2018-04-09
http://opendatacommunities.org/id/district-council/east-devon,East Devon District Council,BL2,,"Land at Ottery Moor Lane, Honiton",http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.199231&lat=50.799265,ETRS89,-3.199231,50.799265,3.59,not owned by a public authority,yes,permissioned,outline planning permission,2016-08-13,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=N1QRDEGHFMC00,,50,"Site in 2 parts, see above.",,,,,,,"This site is an allocation in the Local Plan for housing development, SHLAA 321 formerly part of an industrial estate",2016-09-16,2018-04-09
http://opendatacommunities.org/id/district-council/east-devon,East Devon District Council,BL3,,"Land at Pankhurst Close Trading Estate, Pankhurst Close, Exmouth",http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.379149&lat=50.622969,ETRS89,-3.379149,50.622969,1.27,not owned by a public authority,yes,permissioned,full planning permission,2013-12-11,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MNWXK8GH0AH00,,50,Redevelopment to provide 50 residential units (including 20 affordable units),,,,,,,Site was formerly in employment use. Site has a planning application which at March 2016 had a resolution to grant permision and was awaiting a 106 agreement. Allocated in local plan SHLAA317.,2016-09-16,2018-04-09
http://opendatacommunities.org/id/district-council/east-devon,East Devon District Council,BL5,,"Land and buildings at Winslade Park, Clyst St Mary",http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.44639&lat=50.703212,ETRS89,-3.446390,50.703212,8.00,not owned by a public authority,yes,pending decision,,,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OEZTU3GHL3A00,,150,"14/2641 conversion of Winslade House to 61 residential units approved 18.05.2016. Hybrid outline application for 150 dwellings  including full permission for 67 dwelling (conversion of Winslade House and stables, and 0.7ha of employment land use).",0.7 hectares of employment use,,,,,,"This site is an allocation in the  Local Plan for mixed use redevelopment , W344. Application not approved.",2016-09-16,2018-04-09
http://opendatacommunities.org/id/district-council/east-devon,East Devon District Council,BL6,,"Land and buildings at 34 Cranford Avenue, Exmouth",http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.388332&lat=50.620487,ETRS89,-3.388332,50.620487,0.37,not owned by a public authority,yes,permissioned,full planning permission,2014-02-18,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MX872KGH0AH00,,12,Demolition of existing dwelling and construction of 12 no apartments,,,,,,,Works that constitute start on site 2016 but not complete,2016-05-16,2018-04-09
http://opendatacommunities.org/id/district-council/east-devon,East Devon District Council,BL7,,"Land North Of Acland Park,  Feniton

",http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.28035&lat=50.789126,ETRS89,-3.280350,50.789126,0.56,not owned by a public authority,,permissioned,full planning permission,2014-04-07,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=LKYVFQGH3A000,,32,Redevelopment of site and construction of 32 dwellings,,,,,,,"Application refused but allowed by appeal in 2014, S106 agreement progressed 2018",2016-05-16,2018-04-09
http://opendatacommunities.org/id/district-council/east-devon,East Devon District Council,BL8,,"Land and Buildings at Former Cuttler Hammer Factory and Tumbling Weir Hotel Car Park, Ottery St Mary",http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.283934&lat=50.749288,ETRS89,-3.283934,50.749288,1.73,not owned by a public authority,yes,permissioned,full planning permission,2014-08-19,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MFA5GLGH09100|https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MFA5IFGH09100|https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=O0WK5KGHHP100,,92,"Redevelopment of parcels of land making up the overall former Cuttler Hammer  factory site and Tumbling Weir hotel car park. Comprising conversion of building to30 apartments, construction of 33 new dwellings and construction of 29 retirement apartments.  West part of site substantially complete but factory site in progress and Tumbling Weir car park not started construction..",,,,,,,Part of a Floodzone 2. Townhouses under construction and building work started on conversioin of the old Switchgear factory.,2016-05-17,2018-04-09
http://opendatacommunities.org/id/district-council/east-devon,East Devon District Council,BL9,,"Land and buildings at Salston Manor Hotel, Ottery St Mary",http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.289625&lat=50.741453,ETRS89,-3.289625,50.741453,2.12,not owned by a public authority,yes,permissioned,full planning permission,2015-09-29,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MJ53Y2GH09100,,27,Change of use alteration and conversion of hotel and demolition and construction of side extension to provide 27 residential flats,,,,,,,,2016-05-17,2018-04-09
http://opendatacommunities.org/id/district-council/east-devon,East Devon District Council,BL10,,"Land at Seaton Quay (Former Racal Site), Riverside Way Seaton Devon",http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.059885&lat=50.705171,ETRS89,-3.059885,50.705171,1.21,not owned by a public authority,,permissioned,outline planning permission,2009-05-13,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NO8N1PGH02300,,90,Erection of 90 apartments (2 bedroom) new access public quayside and flood protection (Renewal of planning permission 08/2627/MOUT),,,,,,,Part of a Floodzone 2.,2016-09-16,2018-04-09
http://opendatacommunities.org/id/district-council/east-devon,East Devon District Council,BL11,,Land at 14 Summerfield Sidmouth Devon ,http://eastdevon.gov.uk/planning/planning-policy/housing-issues/brownfield-land/brownfield-site/?long=-3.235533&lat=50.699745,ETRS89,-3.235533,50.699745,0.21,not owned by a public authority,yes,permissioned,full planning permission,2015-02-10,https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NF7XYAGHH5I00,,5,Demolition of existing dwelling and construction of five chalet bungalows,,,,,,,Approved plans 2017,2016-09-16,2018-04-09
