OrganisationURL,OrganisationLabel,SiteReference,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,Planning Status,PermisionType,PermissionDate,MinNetDwellings,Developmentdescription,NonHousingDevelopment,NetDwellingsRangeForm,NetDwellingsRangeTo,SiteInformation,Notes,FirstAddedDate,Application ref,Last updated
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR63,"The Ridgewood Centre, Old Bisley Road, Frimley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/14SLAA2017Ap2FrimleySiteAssmts.pdf,ETRS89,51.3247,-0.7033,3.7,Not owned by public authority,Yes,Permissioned,Full planning permission,01/04/2015,77,Residential development of 100 dwellings,,77,100,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/14SLAA2017Ap2FrimleySiteAssmts.pdf,,18/12/2017,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2732979%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR65,"Land west of Sturt Road, Frimley Green",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/16SLAA2017Ap2FrimleyGreenSiteAssmts.pdf,ETRS89,51.2988,-0.7298,3.5,Not owned by public authority,Yes,Not permissioned,,,60,,,60,60,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/16SLAA2017Ap2FrimleyGreenSiteAssmts.pdf,,18/12/2017,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR73,"Windlesham South Garage, London Road, Windlesham",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/22SLAA2017Ap2WindleshamSiteAssmts.pdf,ETRS89,51.3776,-0.6677,0.24,Not owned by public authority,Yes,Not permissioned,,,9,,,9,9,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/22SLAA2017Ap2WindleshamSiteAssmts.pdf,,18/12/2017,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR74,"26 Portsmouth Road, Camberley, GU15 1JX",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737580%27&backurl=custom/planning?,ETRS89,51.3417,-0.7188,0.16,Not owned by public authority,yes,Permissioned,Full planning permission,10/08/2018,8,"Application for the approval of reserved matters of landscaping pursuant to outline planning permission APP/03640/W/17/3189748, for the erection of a two storey building with accommodation in the roof to provide 8 No. two bedroom and 1 No. one bedroom flats with parking and associated development following the demolition of existing dwelling and surgery",,8,8,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737580%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737580%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR75,"Land rear of the Parade, Frimley",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737442%27&backurl=custom/planning?,ETRS89,51.3126,-0.7254,0.31,Not owned by public authority,Yes,Permissioned,Full planning permission,28/06/2018,5,"Erection of four buildings to comprise 3 detached four bedroom dwelling houses and 2 semi detached three bedroom dwelling houses with associated carport's/garages, parking and access and alterations to existing car park/service areas.",,5,5,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737442%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737442%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR76,"329-331 London Road, GU15 3HQ",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737308%27&backurl=custom/planning?,ETRS89,51.3362,-0.759,0.053,Not owned by public authority,Yes,Permissioned,Planning permission granted under an order,25/04/2018,12,Prior approval for change of use of the building from offices B1a) to residential (C3) to form 14 x 1 bed flats with associated parking.,,12,12,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737308%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737308%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR77,"Doone Cottage, Potteries Lane, Mytchett, GU16 6EX",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737125%27&backurl=custom/planning?,ETRS89,51.2916,-0.7274,0.38,Not owned by public authority,Yes,Permissioned,Full planning permission,26/09/2018,8,"Erection of 6 No. three bedroom and 2 No. two bedroom houses with landscaping, parking and accesses (to Potteries Lane and Coleford Close) whilst retaining existing dwellings on reduced residential curtilages and footpath link. (Additional Information rec'd 19/04/2018.) (Amended plans rec'd 12/07/2018 and 13/07/2018.)",,8,8,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737125%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737125%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR78,"Former Post Office, 15 Updown Hill, Windlesham",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737072%27&backurl=custom/planning?,ETRS89,51.3649,-0.6551,0.17,Not owned by public authority,Yes,Permissioned,Full planning permission,08/03/2018,7,"3 one bedroom flats, 1 two bedroom and 1 three bedroom semi-detached dwellings, 3 two bedroom terraced dwellings, 2 car barns, a detached garage/studio for 15 Updown Hill, and associated parking, gardens and alteration to access, following demolition of existing retail unit and dwelling, garage, former sorting office and garage/studio of 15 Updown Hill.",Erection of a two storey building comprising a retail unit (A1) on the ground floor ,7,7,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737072%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737072%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR79," Garage Block to the north of 27-32 Evergreen Road, GU16 8PU",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736895%27&backurl=custom/planning?,ETRS89,51.3231,-0.7254,0.05,Not owned by public authority,Yes,Permissioned,Full planning permission,15/01/2018,6,"Erection of a three storey building comprising 6 x 1 bed affordable flats, with associated parking amenity space, cycle and bin storage, following demolition of existing garages and replacement of one garage for cycle/bin storage and replacement boundary walls. (Additional plans recv'd 06/11/2017). (Amended plan and additional plans recv'd 10/11/2017).",,6,6,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736895%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736895%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR80,99-103 Deepcut Bridge Road,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736813%27&backurl=custom/planning?,ETRS89,51.3087,-0.7038,0.15,Not owned by public authority,Yes,Permissioned,Full planning permission,11/12/2017,6,"Six two storey three bedroom dwellings including modified access from Deepcut Bridge Road, parking areas, landscaping and cycle storage following demolition of dwelling, garage, workshop, shed, store extension",retention of remainder of No. 101 as a Class B (C) light industry premises.,6,6,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736813%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736813%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR81,"Building B, Riverside Way",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736666%27&backurl=custom/planning?,ETRS89,51.3256,-0.7615,0.53,Not owned by public authority,Yes,Permissioned,Planning permission granted under an order,29/09/2017,52,"Prior Notification under Part 3. Class O of the General Permitted Development Order for conversion of ground, first and second floors from B1 (Office) to C3 (Dwelling) to provide 52 x one bed flats.",,52,52,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736666%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736666%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR82,"Garages Windsor Court Road, GU24 8LH",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736646%27&backurl=custom/planning?,ETRS89,51.3536,-0.6032,0.11,Not owned by public authority,Yes,Permissioned,Full planning permission,22/11/2017,5,"Erection of 2 No. semi-detached 2 storey, three bedroom houses, 2 No. semi-detached one bedroom bungalows, and single storey extension to provide 1 No. one bedroom ground floor flat with associated car parking and landscaping, following the demolition of existing garages.",,5,5,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736646%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736646%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR83,"Parkgate House, 185-187 London Road, GU15 3JS",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736628%27&backurl=custom/planning?,ETRS89,51.339,-0.7483,0.06,Not owned by public authority,Yes,Permissioned,Planning permission granted under an order,23/11/2017,14,"Change of use of first and second floor of building from A2 office use to C3 residential use, and raising of roof to create additional floor to provide a total of 4 studio apartments, 8 one bed apartments and 2 two bed apartments with associated parking. (Additional Information rec'd 05/10/2017 & 23/10/2017). (Amended plans rec'd 23/10/2017). (Amended Plan - Rec'd 02/11/2017.)",,14,14,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736628%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736628%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR84,"Half Acre, 34 London Road, GU19 5HN",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736387%27&backurl=custom/planning?,ETRS89,51.3501,-0.7115,0.2,Not owned by public authority,Yes,Permissioned,Full planning permission,16/04/2018,8,"Erection of one 2 storey building, (with accommodation in the roofspace), to comprise of four x 2 bedroom flats and two x 1 bedroom flats, and erection of three 4 bedroom, two storey terraced houses with accommodation in the roof space, with associated cycle stores, bin stores and parking following demolition of existing dwelling. ",,8,8,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736387%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736387%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR85,"Heathercot Yard, Evergreen Road, GU16 8PU",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736381%27&backurl=custom/planning?,ETRS89,51.3227,-0.7238,0.27,Not owned by public authority,Yes,Permissioned,Full planning permission,18/12/2017,9,"Erection of 4 x 2-bed terraced houses, 4 x 3- bed terraced houses, and 2 x four bed semi-detached houses with associated parking, landscaping and gardens, and creation of new access road onto Evergreen Road, on former builders yard following demolition of existing dwelling and outbuildings",,9,9,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736381%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736381%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR86,"Bagshot Manor, 1 Green Lane, GU19 5NL",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736268%27&backurl=custom/planning?,ETRS89,51.3589,-0.6848,0.91,Not owned by public authority,Yes,Permissioned,Planning permission granted under an order,05/06/2017,39,"Application for the Prior Approval under Schedule 2, Part 3, Class O of the General Permitted Development Order for the conversion of the existing office building to 35 one bedroom and 4 two bedroom flats with associated parking and bin storage.",,39,39,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736268%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736268%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR87,"18 Park Street, GU15 3PL",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736162%27&backurl=custom/planning?,ETRS89,51.3366,-0.7477,0.013,Not owned by public authority,Yes,Permissioned,Planning permission granted under an order,14/07/2017,8,"8 No one bedroom flats over, following the demolition of existing building.","Erection of a four storey building to provide hairdressing salon (class A1), with coffee shop (class A3)",8,8,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736162%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736162%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR88,"Bradley Court, 3 Knoll Road",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736136%27&backurl=custom/planning?,ETRS89,51.338,-0.743,0.03,Not owned by public authority,Yes,Permissioned,Full planning permission,21/08/2017,8,"Erection of a four storey building to provide 8 x 2 bed flats with associated parking, landscaping and amenity space. ",,8,8,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736136%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2736136%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR89,"Windlesham Garden Centre, London Road, GU20 6LL",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735996%27&backurl=custom/planning?,ETRS89,51.3824,-0.6581,4.13,Not owned by public authority,Yes,Permissioned,Full planning permission,30/06/2017,9,"Outline application for the erection of 9 dwellings (7 market houses, 2 affordable) with driveways and garages and associated access improvements (including parking to serve Homestead Cottages) and a drainage pond following demolition of existing garden centre buildings. Access and layout only to be agreed.",,9,9,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735996%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735996%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR90,"Knightway House, Park Street, GU19 5AQ",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735739%27&backurl=custom/planning?,ETRS89,51.3616,-0.6939,0.88,Not owned by public authority,Yes,Permissioned,Planning permission granted under an order,10/01/2017,13,"Application for Prior Approval under Schedule 2, Part 3, Class 0 of the General Permitted Development Order for the conversion of existing offices (Class B1) to 13 residential apartments with associated parking.",,13,13,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735739%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735739%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR91,33 Upper Park Road,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735321%27&backurl=custom/planning?,ETRS89,51.3363,-0.7389,0.13,Not owned by public authority,Yes,Permissioned,Full planning permission,19/12/2016,9,"Part demolition and erection of a part two storey, part three storey front, side and rear extension and front/rear dormers to provide extended accommodation in the third floor/roofspace and conversion of the building to provide 8 no. one bedroom and 2 no two bedroom flats for use by the learning disabled with associated accommodation.",,9,9,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735321%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735321%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR92,"Hayward House, 1 Portesbery Road, GU15 3SZ",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735605%27&backurl=custom/planning?,ETRS89,51.3372,-0.7432,0.029,Not owned by public authority,Yes,Permissioned,Planning permission granted under an order,23/06/2017,9,Erection of a four storey building to provide Class A2/Class B1a offices at ground floor with residential development above comprising 4no. two bedroom and 5no. one bedroom units with associated accommodation following the demolition of existing building.,,9,9,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735605%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735605%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR93,"Chobham Nurseries, Bagshot Road, GU24 8DE",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2734503%27&backurl=custom/planning?,ETRS89,51.3476,-0.6164,0.66,Not owned by public authority,Yes,Permissioned,Full planning permission,09/03/2016,5,"Erection of five detached dwellings (2 x 3-bed, 2 x 5-bed, 1 x 6-bed) with detached garages, parking, access and landscaping, following demolition of existing horticultural buildings.",,5,5,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2734503%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2734503%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR94,"DEEPCUT BUSINESS CENTRE, 123-127 DEEPCUT BRIDGE ROAD, DEEPCUT, CAMBERLEY, GU16 6SD",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737989%27&backurl=custom/planning?,ETRS89,51.3096,-0.7032,0.11,Not owned by public authority,Yes,Permissioned,Planning permission granted under an order,21/11/2018,8,"Application for Prior Approval for a proposed change of use from offices (Class B1a) to residential (Class C3) under Class O, Part 3, Schedule 2 of the Town and Country (General Permitted Development) (England) Order 2015 ",,8,8,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737989%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737989%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR95,"SEAL HOUSE, 56 LONDON ROAD, BAGSHOT, GU19 5HL",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735953%27&backurl=custom/planning?,ETRS89,51.3622,-0.6932,0.34,Not owned by public authority,Yes,Permissioned,Planning permission granted under an order,17/03/2018,16,"Prior Notification under Part 3 Class O of the General Permitted Development Order for conversion of ground, first, second and third floors from B1 (Office) to C3 (Dwelling) to provide 14 one bed flats and 2 two bed flats.",,16,16,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735953%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2735953%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR96,"317-319 LONDON ROAD, CAMBERLEY, GU15 3HQ",http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737541%27&backurl=custom/planning?,ETRS89,51.336,-0.7597,0.033,Not owned by public authority,Yes,Permissioned,Full planning permission,31/10/2018,5,"Erection of a three storey building to comprise seven flats made up of 4 two bedroom units, 2 one bedroom units and 1 studio flat, following demolition of existing mixed retail and residential building.",,5,5,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737541%27&backurl=custom/planning?,,18/12/2018,http://isharemaps.surreyheath.gov.uk/ishare54/custom/planning/?requesttype=parseTemplate&template=DevelopmentControlApplication.tmplt&Filter=^SYSTEMKEY^=%2737541%27&backurl=custom/planning?,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR97,Land at half moon street,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,ETRS89,51.3623,-0.6917,0.83,Mixed ownership,,Not in planning system,,,47,,,47,47,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR98,"The Deans, Bridge Road, Bagshot",https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,ETRS89,51.3625,-0.6908,0.15,Not owned by public authority,,Not in planning system,,,20,,,20,20,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,,18/12/2018,,18/12/2017
