OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/richmondshire,Richmondshire District Council,SHLAA120,,"Land at Somerset Close, Catterick Garrison",https://www.richmondshire.gov.uk/planning/planning-policy/brownfield-land-register/,OSGB36,417542,497851,0.85,not owned by a public authority,yes,not permissioned,,,,,40,Redevelopment for up to 40 dwellings,,,,,,,Outline Permission (14/00109/OUT) granted Sept 2014 for up to 40 dwellings now expired.  Full application refused (15/00587/FULL) due to lack of affordable housing. Appeal dismissed March 2016.,2017-11-09,2018-11-22
http://opendatacommunities.org/id/district-council/richmondshire,Richmondshire District Council,SHLAA185,,"Land adjacent Lidl, Colburn, Catterick Garrison",https://www.richmondshire.gov.uk/planning/planning-policy/brownfield-land-register/,OSGB36,420839,498338,0.9,unknown ownership,,not permissioned,,,,,20,The site could be redeveloped for housing for between 20 and 25 dwellings,,,20,25,,,Extensive planning history inc mixed use development (07/00282/FULL),2017-11-09,2018-11-22
http://opendatacommunities.org/id/district-council/richmondshire,Richmondshire District Council,SHLAA186,,"Richmond Park, Colburn, Catterick Garrison",https://www.richmondshire.gov.uk/planning/planning-policy/brownfield-land-register/,OSGB36,420836,498423,0.56,not owned by a public authority,,permissioned,full planning permission,2012-09-24,,,15,The site could be redeveloped for housing for between 15 and 20 dwellings,,,15,20,,,"Certificate of Lawfulness for the Implementation of Planning Permission ref: 12/00515/FULL for Full Planning Permission for Development of Land to Provide Specialist Autism Centre Comprising a Total of 24 Bedrooms Together with Associated Communal Facilities, Car Parking and Landscaping. Permission not to be implemented further and is currently being marketed for sale",2017-11-09,2018-11-22
http://opendatacommunities.org/id/district-council/richmondshire,Richmondshire District Council,SHLAA228,,"Friary Lodge, Richmond",https://www.richmondshire.gov.uk/planning/planning-policy/brownfield-land-register/,OSGB36,417040,501036,0.06,owned by a public authority,yes,permissioned,full planning permission,2016-03-24,,,5,Refurbishment and extension of Friary Lodge to create 5 No apartments,,,,,,,Full permission (15/00992/FULL) granted & site being marketed to developers.,2017-11-09,2018-11-22
http://opendatacommunities.org/id/district-council/richmondshire,Richmondshire District Council,SHLAA307,,"Adelphi House, Hunton",https://www.richmondshire.gov.uk/planning/planning-policy/brownfield-land-register/,OSGB36,419238,493040,0.05,not owned by a public authority,yes,permissioned,full planning permission,2018-01-17,,,14,"Demolition of existing buildings, erection of 13 new build dwellings and conversion of existing building to 1 dwelling (14 in total) together with new garaging and ancillary works ",,,,,,,Revised application granted (17/00098/FULL) ,2017-11-09,2018-11-22
http://opendatacommunities.org/id/district-council/richmondshire,Richmondshire District Council,SHLAA153,,"Old Haulage Depot, Barton",https://www.richmondshire.gov.uk/planning/planning-policy/brownfield-land-register/,OSGB36,423006,508777,0.15,not owned by a public authority,yes,permissioned,full planning permission,2018-10-18,,,6,Demolition of Haulage Depot and construction of 1 No. Detached Dwelling and 5. No Terraced Dwellings including associated access and car parking,,,,,,,Application for 6 units permitted (14/00917/FULL),2017-11-09,2018-11-22
http://opendatacommunities.org/id/district-council/richmondshire,Richmondshire District Council,SHLAA371,,"Former Duchess Kent Hospital, Catterick Garrison",https://www.richmondshire.gov.uk/planning/planning-policy/brownfield-land-register/ ,OSGB36,419054,497678,5.8,owned by a public authority,yes,not permissioned,,,,,100,This could be redeveloped for between 100 and 125 units,,,100,125,,,,2018-11-22,2018-11-22
http://opendatacommunities.org/id/district-council/richmondshire,Richmondshire District Council,SHLAA378,,"Land North Le Cateau School, Catterick Garrison",https://www.richmondshire.gov.uk/planning/planning-policy/brownfield-land-register/ ,OSGB36,418936,497481,4,owned by a public authority,yes,permissioned,outline planning permission,2017-03-17,,,170,"Residential Development (Up to a Maximum of 170 Units) with Associated Access, Landscaping and Open Space, Service Families Accommodation",,,,,,,Permission granted for up to 170 services families homes (16/00145/OUT),2018-11-22,2018-11-22
