OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,EASTING,NORTHING,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,PlanningAuthority1,PlanningAuthority2,PlanningAuthority3,PlanningAuthority,SOURCE,STATUS
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,15/P1667,,60  Central Road SM4 5RP,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,526007,168021,0.02,,,permissioned,Full,07/01/2015,,,,PRIOR APPROVAL IN RESPECT OF THE PROPOSED CHANGE OF USE FORM EXISTING OFFICE SPACE (CLASS B1a) TO RESIDENTIAL (CLASS C3) CREATING A 2 BED FLAT,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Lapsed
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,15/P2082,,258  Coombe Lane SW20 0RW,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,522291,169710,0.26,,,permissioned,Full,09/05/2016,,,5,DEMOLITION OF THE EXISTING HOUSE AND ERECTION OF SIX SEMI DETACHED HOUSES,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,31/12/2017,10/01/2020,,,,Merton,LDD,Lapsed
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,15/P2313,,50  Wimbledon Hill Road SW19 7PA,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,524614,170784,0.05,,,permissioned,Full,7/19/2016,,,7,"THE CREATION OF 7 X SELF-CONTAINED FLATS, INVOLVING AN APPLICATION FOR CHANGE OF USE OF THE FIRST, SECOND AND THIRD FLOORS FROM CLASS A2 TO RESIDENTIAL (CLASS C3) (FORMING 4 X 1 BED FLATS), THE ERECTI",See development description. Search application in Merton Planning Explorer for full details.,,,,,,,31/12/2017,10/01/2020,,,,Merton,LDD,Lapsed
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,15/P2647,,"Phase 2 (South Block) Brown & Root House, 125  High Street SW19 2JG",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,526769,170279,0.43,,,permissioned,S73 Minor Material Amendment,7/21/2017,,,36,"Demolition of the existing multistorey car park, conversion of and alterations / extensions to the tower block; erection of a new building (combined) to provide 218 flats, 2 retail (A1) units, a new p",See development description. Search application in Merton Planning Explorer for full details.,,,,,,,28/01/2019,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,16/P3404,,17a And 17b  Copse Hill SW20 0NB,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,523018,170233,0.07,,,permissioned,Full,1/23/2017,,,,"DEMOLITION OF EXISTING BUILDING AND ERECTION OF A REPLACEMENT THREE-STOREY DETACHED HOUSE WITH GARAGE, BASEMENT, FORMATION OF A NEW VEHICLE ACCESS TO COPSE HILL AND A NEW FRONT BOUNDARY WALL. (RENEWAL",See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,16/P3598,,225 - 231 1 The Bungalows Streatham Road SW16 6NZ,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,528743,170378,0.57,,,permissioned,Full,6/23/2017,,,25,"Demolition of existing single storey buildings on site, comprising retail, a workshop, and a storage yard with associated office, and redevelopment of the site to provide a part three, part four and p",See development description. Search application in Merton Planning Explorer for full details.,,,,,,,31/12/2017,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,16/P4333,,1  Seely Road SW17 9QP,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,528047,170874,0.06,,,permissioned,Full,6/14/2018,,,8,DEMOLITION OF EXISTING WAREHOUSE AND ERECTION OF 8 DWELLINGS COMPRISING OF 4 X 2 BED DUPLEX FLATS AND 4 X 1 BED FLATS,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,28/01/2019,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,16/P4379,,21  St Mary's Road SW19 7BZ,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,524520,171198,0.03,,,permissioned,Full,01/03/2017,,,,PARTIAL DEMOLITION OF EXISTING HOUSE AND ERECTION OF A NEW HOUSE INCORPORATING EXISTING BASEMENT STRUCTURE.,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,16/P4741,,"The Junction Tavern Ph, 641  Kingston Road SW20 8SA",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,523473,169369,0.04,,,permissioned,Full,4/24/2017,,,,"Alterations and extensions to change from a Public House (Use Class A4) to a 21-room hotel (Use Class C1) including 1 x 1 bed managers
flat including demolition of existing taxi business within curtil",See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,16/P4780,,183  Streatham Road CR4 2AG,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,528540,170187,0.02,,,permissioned,Full,3/17/2017,,,,Part change of use of ground floor from Class A2 (financial and professional services) to residential use with retention of part of ground floor for continued use within Class A2 (financial and profes,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17/P0763,,577  Kingston Road SW20 8SA,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,523753,169460,0.25,,,permissioned,Full,11/29/2018,,,15,Demolition of existing church building (No.577 Kingston Road - Use Class D1) and erection of a part 5 storey building (to Kingston Road) and part 3 storey building (to Abbott Avenue) to provide replac,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17/P0916,,2d  Drax Avenue SW20 0EH,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,522624,170396,0.08,,,permissioned,Full,07/12/2017,,,,DEMOLITION OF DWELLINGHOUSE AND ERECTION OF A NEW DETCAHED HOUSE WITH HABITABLE ROOMS IN ROOFSPACE AND BASEMENT LEVEL,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17/P1383,,"Durham House, 12 - 16 2nd Floor Upper Green West CR4 3AA",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,527713,169002,0.79,,,permissioned,Prior Approval (Class O - formerly J),06/05/2017,,,11,PRIOR APPROVAL IN RESPECT OF THE PROPOSED CHANGE OF USE OF SECOND FLOOR FROM OFFICE SPACE (CLASS B1a) TO RESIDENTIAL (C3),See development description. Search application in Merton Planning Explorer for full details.,,,,,,,28/01/2019,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17/P2332,,"Belverdere Court, 1a  Courthope Road SW19 7RH",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,524145,171062,0.06,,,permissioned,Full,07/10/2018,,,9,DEMOLITION OF EXISTING BUILDING AND ERECTION OF THREE STOREY BUILDING (WITH ACCOMMODATION AT BASEMENT LEVEL AND WITHIN THE ROOFSPACE) COMPRISING 9 X 2 BED SELF CONTAINED FLATS TOGETHER WITH ASSOCIATED,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17/P3551,,123-125  Merton Road SW19 1ED,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,525681,170441,0.09,,,permissioned,Full,6/27/2018,,,23,Application for outline planning permission for the demolition of the existing hotel and the erection of a five storey building comprising 21 flats (11 x 1 bedroom and 10 x two bedroom) and 1 x two be,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,28/01/2019,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17/P3735,,12  Ravensbury Terrace SW18 4RL,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,525858,172889,0.04,,,permissioned,Prior Approval (Class O - formerly J),12/21/2017,,,6,PRIOR APPROVAL IN RESPECT OF THE PROPOSED CHANGE OF USE OF EXISTING OFFICE SPACE (CLASS B1a) TO RESIDENTIAL (CLASS C3),See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17/P4083,,"Phoenix House, 2a  Amity Grove SW20 0LJ",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,523100,169347,0.05,,,permissioned,Prior Approval (Class O - formerly J),1/31/2018,,,11,PRIOR APPROVAL IN RESPECT OF THE PROPOSED CHANGE OF USE OF OFFICE SPACE (CLASS B1a) TO PROVIDE 11 RESIDENTIAL UNITS (CLASS C3),See development description. Search application in Merton Planning Explorer for full details.,,,,,,,28/01/2019,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17/P4158,,50  Marryat Road SW19 5BD,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,524084,171567,0.12,,,permissioned,Full,2/23/2018,,,,"DEMOLITION OF EXISTING BUILDING AND ERECTION OF NEW 3 STOREY DWELLINGHOUSE WITH ADDITIONAL ACCOMMODATION AT BASEMENT LEVEL TOGETHER WITH ASSOCIATED CAR PARKING, LANDSCAPING AND FRONT BOUNDARY TREATMEN",See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17/P4387,,18 Hall Arras Avenue SM4 6DF,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,526398,167911,0.12,,,permissioned,Full,2/28/2018,,,6,"CONVERSION OF WYVERN YOUTH CENTRE INTO 6 x RESIDENTIAL UNITS (COMPRISING 2 x 1 BED, 1 x 2 BED AND 3 x 3 BED FLATS) INVOLVING RE-ROOFING, INSTALLATION OF SKYLIGHTS, NEW DOOR AND WINDOW OPENINGS, WITH A",See development description. Search application in Merton Planning Explorer for full details.,,,,,,,28/01/2019,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P1052,,8  Lake Road SW19 7EL,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,524778,171177,0.34,,,permissioned,Full,10/12/2018,,,9,DEMOLITION OF THE EXISTING THREE BLOCKS OF FLATS AND ANCILLARY GARAGES AND REDEVELOPMENT OF THE SITE BY ERECTION OF A FOUR STOREY BLOCK OF 19 APPARTMENTS WITH BASEMENT LEVEL PARKING AND ERECTION OF 2,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P1058,,27-35  West Barnes Lane SW20 0BL,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,522847,169231,0.05,,,permissioned,Full,9/26/2018,,,8,REFURBISHMENT AND ENLARGEMENTOF 27-35 WEST BARNES LANE TO PROVIDE ADDITIONAL FLOORSPACE AND ANCILLARY FACILITIES IN CONNECTION WITH THE EXISTING GROUND FLOOR COMMERCIAL USES (USE CLASSES A3 (No 27 & 2,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,28/01/2019,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P1227,,143  Cottenham Park Road SW20 0DW,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,522458,169906,0.05,,,permissioned,Full,05/09/2018,,,,DEMOLITION OF THE EXISTING DWELLINGHOUSE AND THE ERECTION OF A PART TWO/PART THREE STOREY DWELLINGHOUSE (RESUBMISSION OF APP REF 15/P0081 APPROVED 28/4/15),See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P1938,,Thornton House  Thornton Road SW19 4NQ,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,523973,170419,0.2,,,permissioned,Prior Approval (Class O - formerly J),09/04/2018,,,10,PRIOR APPROVAL FOR CHANGE OF USE FROM OFFICE SPACE (CLASS B1a) TO RESIDENTIAL (CLASS C3) (10 FLATS),See development description. Search application in Merton Planning Explorer for full details.,,,,,,,28/01/2019,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P2211,,45-48  Rothesay Avenue SW20 8JU,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,524308,169367,0.04,,,permissioned,Full,11/06/2018,,,7,"DEMOLITION OF EXISTING BUILDINGS AT 45-48 ROTHESAY AVENUE AND THE ERECTION OF 11 SELF CONTAINED FLATS (2  X 2 BEDROOM DUPLEX, 2 X 3 BEDROOM DUPLEX, 5 X 1 BEDROOM AND 2 X STUDIO)  WITHIN A FOUR STOREY",See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P2224,,162 & 164  Hartfield Road SW19 3TQ,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,525104,170071,0.07,,,permissioned,Full,8/28/2018,,,6,DEMOLITION OF SEMI DETACHED PROPERTIES AND THE ERECTION OF A 8 X SELF CONTAINED FLATS WHICH INCLUDE A SINGLE STOREY BASEMENT,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,28/01/2019,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P2447,,2a  Barham Road SW20 0EU,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,522064,170023,0.01,,,permissioned,Full,09/10/2018,,,,"CHANGE OF USE FROM MIXED USE D1 AND C3 TO A SINGLE DWELLINGHOUSE (C3 USE), INCLUDING THE ERECTION OF SINGLE STOREY SIDE AND REAR EXTENSIONS, CONVERSION OF GARAGE INTO HABITABLE ROOM, ERECTION OF A NEW",See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P2570,,290-298  Kingston Road SW20 8LX,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,524377,169315,0.05,,,permissioned,Prior Approval (Class O - formerly J),8/23/2018,,,9,PRIOR APPROVAL FOR CHANGE OF USE FROM OFFICE USE (CLASS B1) TO A DWELLINGHOUSE (CLASS C3),See development description. Search application in Merton Planning Explorer for full details.,,,,,,,28/01/2019,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P2911,,24  Hood Road SW20 0SR,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,521891,170085,0.08,,,permissioned,Full,9/17/2018,,,,DEMOLITION OF EXISTING HOUSE AND THE ERECTION OF A NEW DWELLINGHOUSE,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P3499,,54  Drax Avenue SW20 0EY,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,522214,170350,0.05,,,permissioned,Full,12/06/2018,,,,DEMOLITION OF EXISTING HOUSE AND ERECTION OF NEW DETACHED DWELLINGHOUSE WITH BASEMENT LEVEL AND ROOMS IN ROOFSPACE,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,18/P4204,,25  Spencer Hill SW19 4PA,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,524313,170377,0.03,,,permissioned,Full,2/22/2019,,,8,DEMOLITION OF GARAGES AND THE ERECTION OF A FIVE STOREY RESIDENTIAL BLOCK (INCLUDING LOWER GROUND LEVEL AND SET-BACK TOP FLOOR) TO CREATE 8 SELF-CONTAINED FLATS (2 x 1 BED AND 6 x 2 BED UNITS) WITH AS,See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,19/P0581,,591 To 595  Kingston Road SW20 8SA,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,523612,169401,0.03,,,permissioned,Full,04/09/2019,,,6,APPLICATION TO DETERMINE WHETHER PRIOR APPROVAL IS REQUIRED IN RESPECT OF THE PROPOSED CHANGE OF USE FROM OFFICE SPACE (CLASS B1a) TO RESIDENTIAL (CLASS C3),See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,19/P0583,,591  Kingston Road SW20 8SA,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,523602,169421,0.03,,,permissioned,Full,04/09/2019,,,6,APPLICATION TO DETERMINE WHETHER PRIOR APPROVAL IS REQUIRED IN RESPECT OF THE PROPOSED ERECTION OF THE PROPOSED CHANGE OF USE FROM STORAGE (CLASS B8) TO RESIDENTIAL (CLASS C3),See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,19/P0711,,558  Kingston Road SW20 8DR,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,0,0,523626,169369,0.01,,,permissioned,Full,04/11/2019,,,,APPLICATION TO DETERMINE WHETHER PRIOR APPROVAL IS REQUIRED IN RESPECT OF THE PROPOSED CHANGE OF USE FROM OFFICE (B1(a)) TO RESIDENTIAL (C3),See development description. Search application in Merton Planning Explorer for full details.,,,,,,,10/01/2020,10/01/2020,,,,Merton,LDD,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240004,,"49 Western Road, Mitcham, Merton",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.169607,51.40691,527405,169130,2.27,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Allocation
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240016,,"Hartfield Road Car Park, Wimbledon, SW19 3TB",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.20405314,51.41902594,524980,170416,0.420268121,owned by a public authority,,allocation,,,,,,,,,,,,,,31/12/2017,10/01/2020,,,,Merton,SHLAA,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240028,,"Birches Close, Mitcham, CR4 4LQ",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.165356056,51.40154181,527730,168546,0.969866455,not owned by a public authority,,allocation,,,,,,,,,,,,,,31/12/2017,10/01/2020,,,,Merton,SHLAA,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240030,,Next site off Bushey Road,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.240101,51.405027,522526,168808,2.59,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Allocation
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240043,,"Sibthorpe Road Car Park, Mitcham, CR4 3NN",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.164894458,51.40651518,527740,169095,0.282461386,owned by a public authority,,allocation,,,,,,,,,,,,,,31/12/2017,10/01/2020,,,,Merton,SHLAA,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240045,,"Chaucer Centre, Canterbury Road, Morden, SM4 6PX",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.191798368,51.38801535,525920,167001,0.625601905,owned by a public authority,,allocation,,,,,,,,,,,,,,31/12/2017,10/01/2020,,,,Merton,SHLAA,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240068,,CR4 3NZ,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.165049,51.404779,527730,168904,0.31,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Potential Development
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240102,,Garth Road,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.224062,51.384597,523695,166553,2.13,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Potential Development
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240156,,"York Close Car Park, Morden, SM4 5HN",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.195989888,51.39929101,525595,168252,0.757214184,owned by a public authority,,allocation,,,,,,,,,,,,,,31/12/2017,10/01/2020,,,,Merton,SHLAA,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240212,,SW17 9JR,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.161458,51.419023,527953,170485,0.43,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Potential Development
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240214,,"Haslemere Industrial Estate, Ravensbury Terrace, Wimbledon Park, SW18 4HS",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.190825977,51.44038134,525837,172805,0.825076826,not owned by a public authority,,allocation,,,,,,,,,,,,,,31/12/2017,10/01/2020,,,,Merton,SHLAA,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240216,,"Merton Youth Service, 21 Leyton Road, Colliers Wood, SW19 1DJ",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.182371457,51.41681842,526496,170211,0.333802816,owned by a public authority,,allocation,,,,,,,,,,,,,,31/12/2017,10/01/2020,,,,Merton,SHLAA,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240223,,SW19 1RD,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.201073,51.419593,525184,170491,0.37,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Potential Development
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240239,,"Morden Hall Medical Centre, Morden Road, Morden, SW19 3DA",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.192062222,51.4043215,525851,168807,0.26667429,not owned by a public authority,,allocation,,,,,,,,,,,,,,31/12/2017,10/01/2020,,,,Merton,SHLAA,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240242,,"Kenley Road Car Park, Morden, SW19 3HZ",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.194252397,51.40547572,525692,168925,0.294535073,owned by a public authority,,allocation,,,,,,,,,,,,,,31/12/2017,10/01/2020,,,,Merton,SHLAA,Not started
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240256,,SW19 5BA,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.220296,51.425987,523828,171165,0.35,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Potential Development
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240271,,Shree Ghanapathy Temple and Works,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.188987,51.423507,526006,170947,0.25,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Potential Development
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240276,,Rainbow Industrial Estate,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.234156,51.407369,522943,169081,2.13,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Potential Development
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240280,,SW20 8DT,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.222975,51.410544,523684,169441,0.55,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Potential Development
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240281,,SW20 8LX,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.21276,51.40927,524390,169318,0.47,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Potential Development
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240317,,Worple Road Mews,https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.209166,51.422183,524613,170762,0.48,,,,,,,,,,,,,,,,,10/01/2020,10/01/2020,,,,Merton,SHLAA,Potential Development
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240318,,"Worsfold House, Church Road, Mitcham, CR4 3FA",https://maps.london.gov.uk/brownfield-site-register/,ETRS89,-0.171429727,51.40162288,527290,168544,1.359682365,owned by a public authority,,allocation,,,,,,,,,,,,,,31/12/2017,10/01/2020,,,,Merton,SHLAA,Not started
