OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR001,01/03478/COU,"Glendaragh, Barn Park Road, Teignmouth TQ14 8PN",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=01%2f03478%2fCOU,OSGB36,294282,73277,0.26,not owned by a public authority,yes,permissioned,full planning permission,2001-10-26,,,17,Change of use and conversion of Nursing Home to form 15 new and two existing sheltered apartments with nursing care facilities,,,15,15,,,Part of this site was started in 2002,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR002,05/04278/FUL,"Rosemary Avenue, Newton Abbot TQ12 1SB",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=05%2f04278%2fFUL,OSGB36,284837,71739,0.12,not owned by a public authority,yes,permissioned,full planning permission,2006-03-22,,,6,six dwellings (three pairs of semi-detached),,,6,6,,,Groundworks commenced keeping this live,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR003,08/01449/MAJ,"Platway House, Torquay Road, Shaldon TQ14 0AU",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f03261%2fMAJ,OSGB36,292935,72171,0.47,not owned by a public authority,yes,permissioned,full planning permission,2008-07-01,,,10,Approval of details for demolition of existing house and outbuildings and the erection of 10 dwellings,,,9,9,,,Original dwelling demolished,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR005,13/01497/MAJ,"Former Wolborough Hospital, Old Totnes Road, Newton Abbot TQ12 6AA",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f01497%2fMAJ,OSGB36,285183,70226,1.14,not owned by a public authority,yes,permissioned,full planning permission,2013-01-21,,,13,Demolition of existing buildings and construction of 13 dwellings,,,13,79,,,started,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR007,13/03658/FUL,"14 Barton Villas, Dawlish EX7 9QJ",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f03658%2fFUL,OSGB36,295546,76614,0.04,not owned by a public authority,yes,permissioned,full planning permission,2014-10-10,,,8,Conversion and extension of three flats to form eight flats,,,5,5,,,started,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR008,14/01015/MAJ,"22 - 26 Wolborough Street, Newton Abbot TQ12 1JJ",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f01015%2fMAJ,OSGB36,285743,71200,0.18,not owned by a public authority,yes,permissioned,full planning permission,2014-10-10,,,27,27 flats above retail area,Retail units below,,27,27,,,started,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR009,14/01918/MAJ,"Clay Lane, Teignmouth TQ14 8FW",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f01918%2fMAJ,OSGB36,293729,73004,0.08,not owned by a public authority,yes,permissioned,full planning permission,2014-10-09,,,21,Erection of 20 apartments,,,21,21,,,2 phase scheme part 1 completed in 2009,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR010,14/02580/MAJ,"land at Ilford Park, Stover, Newton Abbot TQ12 6PW",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f02580%2fMAJ,OSGB36,282740,74738,26.45,not owned by a public authority,yes,permissioned,full planning permission,2016-06-01,,,23,Outline application for mixed use development including residential (and demolition of existing res),"B1, B2, B8 A3/4",,23,23,,,,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR011,14/03008/COU,"5 George Street, Teignmouth TQ14 8AH",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03008%2fCOU,OSGB36,294040,72875,0.03,not owned by a public authority,yes,permissioned,full planning permission,2015-01-26,,,8,Change of use and conversion of commercial building into 8 flats,,,8,8,,,started,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR012,14/03632/FUL,"17 Bank Street, Newton Abbot TQ12 2JL",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03632%2fFUL,OSGB36,285777,71281,0.04,not owned by a public authority,yes,permissioned,full planning permission,2015-05-07,,,13,redevelopment of existing residential accommodation to create 13 flats,,,7,7,,,started,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR015,15/02590/FUL & 16/00300/MAJ,"Shell Cove House, 19 Old Teignmouth Road, Dawlish EX7 0NJ",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02590%2fFUL/https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00300%2fMAJ,OSGB36,295898,75651,2.8,not owned by a public authority,yes,permissioned,full planning permission,2016-03-24,,,34,Demolition of existing buildings and redevelopment to form six cottages for later living & 11 cottages and 17 flats for later living,,,34,34,,,started 2 applications,2017-11-01,2017-12-13
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR016,15/02700/MAJ,"Langdon Hospital, Dawlish EX7 0NS",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02700%2fMAJ,OSGB36,296158,78672,11.11,not owned by a public authority,yes,permissioned,outline planning permission,2016-09-13,,,26,200 dwellings,3ha employment & 63 bed care home,,26,34,,,only approx 1.04 ha brownfield,2017-11-01,2017-12-13
