OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/east-riding,207,"Edinburgh Street Development Site",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01720/PLF,-0.867373,53.705299,0.09,not owned by a public authority,permissioned,full planning permission,2017-01-13,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01720/PLF,yes,7,7,,16/01720/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,208,21 - 25 Aire Street,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03400/PLF,-0.868328,53.701277,0.03,not owned by a public authority,permissioned,full planning permission,2016-12-16,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03400/PLF,yes,8,8,,16/03400/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,209,Land North of Livingstone Road ,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00017/STREM,-0.434713,53.717392,1.54,not owned by a public authority,pending decision,,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00017/STREM,yes,81,81,,15/00017/STREM,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,212,"Cross Keys, 2 Hull Road",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00516/PLF,-0.856122,53.747452,0.13,not owned by a public authority,permissioned,full planning permission,2016-07-06,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00516/PLF,yes,14,14,,15/00516/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,214,"The Pack Horse Inn, 93 Main Street",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/18/00718/PLF,-0.434826,53.956092,0.13,not owned by a public authority,permissioned,full planning permission,2018-06-29,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/18/00718/PLF,yes,5,5,,18/00718/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,215,Land West of Kilpin Grange ,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03418/PLF,-0.830714,53.731342,0.26,not owned by a public authority,permissioned,full planning permission,2017-01-30,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03418/PLF,yes,5,5,,15/03418/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,216,40 High Street,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00039/PLF,-0.664379,53.864407,0.04,not owned by a public authority,permissioned,full planning permission,2016-04-10,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00039/PLF,yes,5,5,,15/00039/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,218,"Feathers Hotel, 56 Market Place",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00106/PLF,-0.775069,53.930878,0.51,not owned by a public authority,permissioned,full planning permission,2015-07-10,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00106/PLF,yes,9,9,,15/00106/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,219,"Co-operative, 13 George Street",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02134/PLF,-0.779815,53.930619,0.49,not owned by a public authority,permissioned,full planning permission,2017-02-21,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02134/PLF,yes,34,34,,16/02134/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,220,Land To The West And South Of 18 Riverside,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02460/OUT,-0.962416,53.699634,0.25,not owned by a public authority,permissioned,outline planning permission,2017-01-07,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02460/OUT,yes,10,10,,16/02460/OUT,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,221,George Street Allotments And Adult Education Centre,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02669/PLF,-1.023223,53.692057,0.35,not owned by a public authority,permissioned,full planning permission,2017-03-14,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02669/PLF,yes,9,9,,16/02669/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,222,"Rose Croft, 95 Hull Road",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01933/OUT,-0.395544,53.825643,0.26,not owned by a public authority,permissioned,outline planning permission,2016-10-17,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01933/OUT,yes,5,5,,16/01933/OUT,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,223,Thornleigh Cottage,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/01327/PLF,-0.860517,53.887714,0.24,not owned by a public authority,permissioned,reserved matters approval,2017-08-18,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/01327/PLF,yes,6,6,,17/01327/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,224,"Elm Tree Inn, 46 High Street",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02002/PLF,-0.110881,53.828156,0.14,not owned by a public authority,permissioned,full planning permission,2017-09-05,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02002/PLF,yes,7,7,,17/02002/PLF,2018-06-30,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,225,"The Paddock, North Street ",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/00612/PLF,-0.951369,53.74895,0.41,not owned by a public authority,permissioned,full planning permission,2017-05-08,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/00612/PLF,yes,9,9,,17/00612/PLF,2018-06-30,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,226,30 Molescroft Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/01574/PLF,-0.444208,53.851528,0.49,not owned by a public authority,permissioned,full planning permission,2018-06-28,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/01574/PLF,yes,28,28,,17/01574/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,227,"Former Military Camp, Gowthorpe Lane, Gowthorpe",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/18/00939/SRNOT,-0.842126,53.980685,0.66,not owned by a public authority,permissioned,full planning permission,2018-05-04,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/18/00939/SRNOT,yes,5,5,,18/00939/SRNOT,2017-12-05,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,228,"The London Hotel, 1 Royal Crescent",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/18/00484/PLF,-0.183273,54.085107,0.03,not owned by a public authority,permissioned,full planning permission,2018-04-23,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/18/00484/PLF,yes,6,6,,18/00484/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,229,"Integra Buildings Ltd, Main Street",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/01337/OUT,-0.140021,53.736229,0.88,not owned by a public authority,permissioned,outline planning permission,2018-03-29,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/01337/OUT,yes,22,22,,17/01337/OUT,2018-11-14,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,230,"F W Lawson Coal Depot, 2 Albion Street",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02695/PLF,-0.43164,54.002492,0.42,not owned by a public authority,permissioned,full planning permission,2017-11-10,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02695/PLF,yes,16,16,,16/02695/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,231,54 Elloughton Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03662/PLF,-0.56947,53.732519,0.46,not owned by a public authority,permissioned,full planning permission,2017-07-20,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03662/PLF,yes,35,35,,15/03662/PLF,2018-11-14,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,232,Land To The North East Of Leisure Time 2 Pasture Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/00885/OUT,-0.873331,53.704721,0.05,not owned by a public authority,permissioned,outline planning permission,2017-10-13,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/00885/OUT,yes,6,6,,17/00885/OUT,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,233,Waltham Chartered Accountants 64 - 66 Aire Street,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/03875/ORNOT,-0.869383,53.702582,0.03,not owned by a public authority,permissioned,full planning permission,2018-01-08,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/03875/ORNOT,yes,11,11,,17/03875/ORNOT,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,234,2 Magdalen Gate ,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/04208/PLF,-0.196652,53.741085,0.02,not owned by a public authority,permissioned,full planning permission,2018-03-20,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/04208/PLF,yes,5,5,,17/04208/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,235,"Hessle High School And Sixth Form College, Boothferry Road",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02301/REG4,-0.437225,53.732287,2.31,owned by a public authority,permissioned,outline planning permission,2017-10-06,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02301/REG4,yes,62,62,,17/02301/REG4,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,236,Land East of Eastfield Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/03831/STREM,-0.100134,53.707318,0.49,not owned by a public authority,pending decision,,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/03831/STREM,yes,5,5,,17/03831/STREM,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,237,Land South West And East Austrothy House,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03146/STREM,-0.099258,53.706188,1.65,not owned by a public authority,permissioned,reserved matters approval,2017-05-26,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03146/STREM,yes,22,22,,15/03146/STREM,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,238,"Pocklington Group Practice, 7 Barmby Road",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/01940/PLF,-0.781171,53.931839,0.06,not owned by a public authority,permissioned,full planning permission,2017-09-15,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/01940/PLF,yes,9,9,,17/01940/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,239,4 Great Gutter Lane East,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03762/OUT,-0.449422,53.761987,0.14,not owned by a public authority,permissioned,outline planning permission,2017-04-12,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03762/OUT,yes,5,5,,16/03762/OUT,2018-11-14,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,240,Former Sir Leo Schultz Centre,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/00154/STPLF,-0.381989,53.792231,6.15,not owned by a public authority,permissioned,full planning permission,2018-01-26,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/00154/STPLF,yes,128,128,,16/00154/STPLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,241,Needler Hall Northgate,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02946/STPLF,-0.413952,53.783587,0.65,not owned by a public authority,permissioned,full planning permission,2017-12-11,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02946/STPLF,yes,53,53,,17/02946/STPLF,2018-11-20,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,242,Needler Hall Northgate,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/04191/PLF,-0.413773,53.784194,0.25,not owned by a public authority,permissioned,full planning permission,2018-06-04,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/04191/PLF,yes,7,7,,17/04191/PLF,2018-11-20,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,95,Land At Pinkneys Lane Driffield,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.446645,54.007623,0.44,not owned by a public authority,not permissioned,,,,yes,15,15,,DRF-D (AD),2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,104,Land West of Snowdrop Garth Holme upon Spalding Moor,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.772855,53.834477,2.45,not owned by a public authority,not permissioned,,,,yes,59,59,,HSM-C (AD) - Not actually Brownfield - End Date added for consistency with previous year,2016-07-12,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,115,Land South of 5 Front Street  Middleton on the Wolds,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01467/REM,-0.558287,53.932665,0.2,not owned by a public authority,permissioned,reserved matters approval,2015-07-21,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01467/REM,yes,8,8,,15/01467/REM (PP),2016-07-12,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,121,Land West of 10 Stone Bridge Drive Wilberfoss,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.887172,53.947118,0.39,not owned by a public authority,not permissioned,,,,yes,12,12,,WIL-B (AD),2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,127,Land South of Wilson Street Anlaby with Anlaby Common,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03991/PLF,-0.432452,53.745516,0.32,not owned by a public authority,permissioned,full planning permission,2016-07-05,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03991/PLF,yes,10,10,,15/03991/PLF (PP),2016-07-12,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,130,Land East of Glebe Gardens  Beeford,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02387/OUT,-0.276784,53.972564,0.79,not owned by a public authority,permissioned,outline planning permission,2016-04-26,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02387/OUT,yes,14,14,,15/02387/OUT (PP),2016-07-12,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,145,"Yew Tree House, Bridlington Road Driffield",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/00022/PLF,-0.419482,54.011631,0.11,not owned by a public authority,permissioned,full planning permission,2014-06-05,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/00022/PLF,yes,1,1,,14/00022/PLF (PP),2016-07-12,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,152,"Wards Hotel, Main Road  Gilberdyke",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/01311/PLF,-0.739452,53.753811,0.21,not owned by a public authority,permissioned,full planning permission,2015-03-27,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/01311/PLF,yes,10,10,,14/01311/PLF (PP),2016-07-12,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,173,Londesborough Arms 44 High Street Market Weighton,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02924/PLF,-0.664618,53.864552,0.08,not owned by a public authority,permissioned,full planning permission,2016-10-18,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02924/PLF,yes,9,9,,16/02924/PLF (PP),2016-07-12,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,178,Cherry Tree Farm 43 High Street East Cowick East Riding Of Yorkshire DN14 9EP Snaith,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/13/02857/PLF,-0.997687,53.681785,0.29,not owned by a public authority,permissioned,full planning permission,2014-03-20,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/13/02857/PLF,yes,5,5,,13/02857/PLF (PP),2016-07-12,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,179,Land North of the Stray South Cave,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/13/03446/OUT,-0.598114,53.773906,1.02,not owned by a public authority,permissioned,outline planning permission,2014-06-10,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/13/03446/OUT,yes,24,24,,13/03446/OUT (PP),2016-07-12,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,199,"Rose Park Residential Home, 4 Park Avenue Bridlington",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02018/PLF,-0.184967,54.088798,0.05,not owned by a public authority,permissioned,full planning permission,2016-08-30,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02018/PLF,yes,7,7,,16/02018/PLF (PP),2017-12-04,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,210,3 - 5 Esplanade Hornsea,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01316/PLF,-0.162246,53.916358,0.17,not owned by a public authority,permissioned,full planning permission,2015-07-22,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01316/PLF,yes,8,8,,15/01316/PLF (PP),2017-12-04,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,211,Land South Of 24 Bridgegate Howden,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/03791/PLF,-0.862704,53.746548,0.13,not owned by a public authority,permissioned,full planning permission,2015-05-29,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/03791/PLF,yes,8,8,,14/03791/PLF (PP),2017-12-04,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,213,"Former HSBC, 16 Market Place Howden",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03540/PLF,-0.86418,53.744695,0.14,not owned by a public authority,permissioned,full planning permission,2016-12-19,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03540/PLF,yes,6,6,,16/03540/PLF (PP),2017-12-04,2018-03-31,2018-03-31
http://opendatacommunities.org/id/unitary-authority/east-riding,217,Land South of 5 Front Street  Middleton on the Wolds,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02843/OUT,-0.558568,53.932407,0.24,not owned by a public authority,permissioned,outline planning permission,2015-11-24,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02843/OUT,yes,8,8,,15/02843/OUT (PP),2017-12-04,2018-03-31,2018-03-31
