OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/001,,"Former Oadby Swimming Pool Site, Leicester Road, Oadby",https://www.oadby-wigston.gov.uk/files/documents/brownfield_register_site_plans_2016_2017/2016.2017%20BFLR%20Site%20Plans.pdf,OSGB36,461975,300785,0.26,owned by a public authority,yes,not permissioned,,,,,32,Residential development has been deemed appropriate,,,,,,,,2017-04-06,2017-12-01
http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/002,,"53-59 Queens Drive, Wigston",https://www.oadby-wigston.gov.uk/files/documents/brownfield_register_site_plans_2016_2017/2016.2017%20BFLR%20Site%20Plans.pdf,OSGB36,459873,298998,0.09,not owned by a public authority,yes,not permissioned,,,,,15,Residential development has been deemed appropriate,,,,,,,,2017-04-06,2017-12-01
http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/003,,"Land At Bennett Way, South Wigston",https://www.oadby-wigston.gov.uk/files/documents/brownfield_register_site_plans_2016_2017/2016.2017%20BFLR%20Site%20Plans.pdf,OSGB36,459141,298613,0.13,owned by a public authority,yes,not permissioned,,,,,8,Residential development has been deemed appropriate,,,,,,,,2017-04-06,2017-12-01
http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/004,,"14-18 Dunton Street, South Wigston",https://www.oadby-wigston.gov.uk/files/documents/brownfield_register_site_plans_2016_2017/2016.2017%20BFLR%20Site%20Plans.pdf,OSGB36,458863,298266,0.02,not owned by a public authority,yes,permissioned,full planning permission,2016-06-22,,,5,Application granted for 5 additional dwellings,,,,,,,,2017-04-06,2017-12-01
http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/006,,"8-10 Long Street, Wigston",https://www.oadby-wigston.gov.uk/files/documents/brownfield_register_site_plans_2016_2017/2016.2017%20BFLR%20Site%20Plans.pdf,OSGB36,460459,298771,0.09,not owned by a public authority,yes,permissioned,full planning permission,2016-09-30,,,27,Application granted for 27 additional dwellings,,,,,,,,2017-04-06,2017-12-01
http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/007,,"271 Leicester Road, Wigston",https://www.oadby-wigston.gov.uk/files/documents/brownfield_register_site_plans_2016_2017/2016.2017%20BFLR%20Site%20Plans.pdf,OSGB36,460362,300092,0.06,not owned by a public authority,yes,permissioned,full planning permission,2016-10-06,,,6,Application granted for 6 additional dwellings,,,,,,,,2017-04-06,2017-12-01
http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/008,,"39 Long Street, Wigston",https://www.oadby-wigston.gov.uk/files/documents/brownfield_register_site_plans_2016_2017/2016.2017%20BFLR%20Site%20Plans.pdf,OSGB36,460545,298793,0.24,not owned by a public authority,yes,not permissioned,,,,,18,Residential development has been deemed appropriate,,,,,,,,2017-04-06,2017-12-01
http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/009,,"Arriva Bus Depot, Station Street, South Wigston",https://www.oadby-wigston.gov.uk/files/documents/brownfield_register_site_plans_2016_2017/2016.2017%20BFLR%20Site%20Plans.pdf,OSGB36,459042,298539,1.11,not owned by a public authority,yes,not permissioned,,,,,43,Residential development has been deemed appropriate,,,,,,,,2017-04-06,2017-12-01
http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/011,,"Lyn House, 37-41 The Parade, Oadby",https://www.oadby-wigston.gov.uk/files/documents/brownfield_register_site_plans_2016_2017/2016.2017%20BFLR%20Site%20Plans.pdf,OSGB36,462174,300642,0.0,not owned by a public authority,yes,permissioned,other,2015-07-21,,,18,Application granted for 18 additional dwellings,,,,,,,,2017-04-06,2017-12-01
http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/012,,"34 Bell Street, Wigston",https://www.oadby-wigston.gov.uk/files/documents/brownfield_register_site_plans_2016_2017/2016.2017%20BFLR%20Site%20Plans.pdf,OSGB36,460796,299043,0.03,not owned by a public authority,yes,permissioned,full planning permission,2015-06-22,,,8,Application granted for 8 additional dwellings,,,,,,,,2017-04-06,2017-12-01
