OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,2031,,"""Tusons Farm, Gill Lane, Walmer Bridge""",https://www.southribble.gov.uk/content/housing-land-availability,ETRS89,53.7145,-2.7848,4.64,not owned by a public authority,yes,permissioned,full planning permission,2019-03-05,http://publicaccess.southribble.gov.uk/online-applications/,,2,Conversion of existing detached dwelling into a pair of semi-detached dwellings.,,,,,,,,2019-07-04,2019-07-04
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,MF02b,,"""Vernon Carus Site/Penwortham Mills, Factory Lane - Phase 2""",https://www.southribble.gov.uk/content/housing-land-availability,ETRS89,53.7392,-2.6984,9.45,not owned by a public authority,yes,permissioned,outline planning permission,2015-12-22,http://publicaccess.southribble.gov.uk/online-applications/,,236,"Outline application for the erection of approximately 385 dwellings. This is hybrid application which includes two parts -

Part A : Outline application permission (excluding Phase 1) for the erection of up to 204 dwellings, with the provision of associated infrastructure (including roads, footpath,cycleways and open space). All matters reserved for subsequent approval 

PART B: Full planning permission (Phase 1 as shown on the plans) for the erection of 181 dwellings and the provision of associated infrastructure (including roads, footpaths, cycleways and open spaces)",,,,,,,,2016-06-03,2019-07-04
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,MF02c,,"""Vernon Carus Site/Penwortham Mills, Factory Lane - Phase 3""",https://www.southribble.gov.uk/content/housing-land-availability,ETRS89,53.7405,-2.6987,1.17,not owned by a public authority,yes,permissioned,outline planning permission,2015-12-22,http://publicaccess.southribble.gov.uk/online-applications/,,29,"Outline application for the erection of approximately 385 dwellings. This is hybrid application which includes two parts -

Part A : Outline application permission (excluding Phase 1) for the erection of up to 204 dwellings, with the provision of associated infrastructure (including roads, footpath,cycleways and open space). All matters reserved for subsequent approval 

PART B: Full planning permission (Phase 1 as shown on the plans) for the erection of 181 dwellings and the provision of associated infrastructure (including roads, footpaths, cycleways and open spaces)",,,,,,,,2016-06-03,2019-07-04
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,TG08,,"""Gas Holders Site (Morris Homes) (aka  Land off Wateringpool Lane)""",https://www.southribble.gov.uk/content/housing-land-availability,ETRS89,53.7337,-2.6888,1.9,not owned by a public authority,yes,not permissioned,,,http://publicaccess.southribble.gov.uk/online-applications/,,22,Application for residential development of 22 no dwellings and associated works,,,,,,,,2017-09-20,2019-07-04
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,2013,,"""Church Farm, Liverpool Old Road, Much Hoole""",https://www.southribble.gov.uk/content/housing-land-availability,ETRS89,53.6951,-2.8148,0.63,not owned by a public authority,yes,permissioned,full planning permission,2018-10-19,http://publicaccess.southribble.gov.uk/online-applications/,,1,Renovation of unused former farmhouse.,,,,,,,,2019-07-04,2019-07-04
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,2016,,"""Land adj Banks Farm, Station Road, Little Hoole""",https://www.southribble.gov.uk/content/housing-land-availability,ETRS89,53.7079,-2.8005,0.26,not owned by a public authority,yes,permissioned,outline planning permission,2018-10-30,http://publicaccess.southribble.gov.uk/online-applications/,,2,"Outline application for the erection of two detached dwellings (access, layout and scale applied for)",,,,,,,,2019-07-04,2019-07-04
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,1987,,"""Golden Ball Hotel, 150 Liverpool Road, Longton""",https://www.southribble.gov.uk/content/housing-land-availability,ETRS89,53.7254,-2.7921,0.26,not owned by a public authority,yes,permissioned,full planning permission,2018-04-10,http://publicaccess.southribble.gov.uk/online-applications/,,4,Erection of two pairs of semi detached three bed dwellinghouses on part of car park and the erection of a single storey extension to the rear/side of the public house,,,,,,,,2019-07-04,2019-07-04
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,1395,,"""Rosedale, Gill Lane, Longton""",https://www.southribble.gov.uk/content/housing-land-availability,ETRS89,53.7122,-2.7762,0.41,not owned by a public authority,yes,permissioned,outline planning permission,2019-01-03,http://publicaccess.southribble.gov.uk/online-applications/,,3,"Outline Application (Access, Layout, Scale) for the erection of 3 No. detached dormer bungalows following demolition of existing outbuilding",,,,,,,,2019-07-04,2019-07-04
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,2017,,"""Earnshaw Business Centre, High Lane, Leyland""",https://www.southribble.gov.uk/content/housing-land-availability,ETRS89,53.7042,-2.7238,0.28,not owned by a public authority,yes,permissioned,full planning permission,2018-11-12,http://publicaccess.southribble.gov.uk/online-applications/,,7,Outline application for the erection of 7 houses following demolition of existing offices/workshops (all matters reserved),,,,,,,,2019-07-04,2019-07-04
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,NLH08b (NE part),,"""Land at Orchard Avenue""",https://www.southribble.gov.uk/content/housing-land-availability,ETRS89,53.7218,-2.7405,0.26,not owned by a public authority,yes,permissioned,full planning permission,2018-01-11,http://publicaccess.southribble.gov.uk/online-applications/,,4,"Erection of two pairs semi-detached dwellings including garages, following demolition of existing storage buildings",,,,,,,,2019-07-04,2019-07-04
