OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR003,,"""52-60 Poulton Road, Fleetwood""",https://arcg.is/1yDieW ,WSG84,333197,447736,0.05,Not owned by a public authority,Yes,Permissioned,Full planning permisison,2015-04-20,https://publicaccess.wyre.gov.uk/online-applications/ ,,9,Erection of six two bedroomed and three one bedroomed self-contained apartments with parking to the rear (resubmission of 13/00712/FULMAJ),,,,,,,,2017-12-14,
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR004,,"""Land north and east of Bourne Road, Thornton.""",https://arcg.is/1yDieW ,WSG84,333983,444090,4.11,Not owned by a public authority,Yes,Permissioned,Full planning permisison,2012-10-10,https://publicaccess.wyre.gov.uk/online-applications/ ,,186,Residential development consisting of 186 dwellings. Technical commencement,,,,,,,,2017-12-14,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR005,,"""Royal Oak, 64 Breck Road, Poulton""",https://arcg.is/1yDieW ,WSG84,335072,439837,0.12,Not owned by a public authority,Yes,Permissioned,Full planning permisison,2019-02-07,https://publicaccess.wyre.gov.uk/online-applications/ ,,12,Retrospective application for the demolition of former Public House and the erection of a three storey and part two storey apartment block (12 apartments) including associated access/parking provision and a cycle store,,,,,,,,2017-12-14,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR006,,"""Preesall Service Station, Sandy Lane, Preesall""",https://arcg.is/1yDieW ,WSG84,336916,447746,0.12,Not owned by a public authority,Yes,Permissioned,Reserved mattres approval,2016-01-22,https://publicaccess.wyre.gov.uk/online-applications/ ,,6,"Reserved matters application for the appearance, landscaping and scale of six dwellings, following outline approval 11/00599/OUT",,,,,,,,2017-12-14,
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR007,,"""Brimelows Garage, 54 Hardhorn Road, Poulton""",https://arcg.is/1yDieW ,WSG84,334796,439143,0.14,Not owned by a public authority,Yes,Permissioned,Reserved mattres approval,2016-01-14,https://publicaccess.wyre.gov.uk/online-applications/ ,,12,Reserved matters application for the appearance and landscaping of 7 town houses and 6 apartments following outline approval 11/00765/OUTMAJ. Technical commencement.,,,,,,,,2017-12-14,
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR008,,"""Fairfield Nurseries, Puddle House Lane, Poulton""",https://arcg.is/1yDieW ,WSG84,335723,437531,1.18,Not owned by a public authority,Yes,Permissioned,Reserved mattres approval,2017-09-27,https://publicaccess.wyre.gov.uk/online-applications/ ,,9,Reserved matters application for the erection of nine detached dwellings (following outline approval 17/00410/OUTMAJ),,,,,,,,2017-12-14,
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR011,,"""North of Garstang Road, Pilling""",https://arcg.is/1yDieW ,WSG84,342156,447586,1.69,Not owned by a public authority,Yes,Permissioned,Full planning permission,2018-11-16,https://publicaccess.wyre.gov.uk/online-applications/ ,,40,"Reserved matters application for the erection of 40 dwellings following planning permission 16/00317/OUTMAJ (reserved matters relating to appearance, landscaping, layout and scale)",,,,,,,,2017-12-14,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR012,,"""Throstles Nest, Whinney Brow Lane, Forton""",https://arcg.is/1yDieW ,WSG84,349260,451373,0.27,Not owned by a public authority,Yes,Permissioned,Full planning permisison,2018-09-28 & 2019-05-21,https://publicaccess.wyre.gov.uk/online-applications/ ,,3,Erection of two detached dwellings with associated access and landscaping (18/00589/FUL) &  Planning application for substitution of house type for plot 2 of planning consent 15/00122/FUL.,,,,,,,,2017-12-14,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR013,,"""Prospect Farm, Skippool Road, Thornton""",https://arcg.is/1yDieW ,WSG84,335282,440631,0.61,Not owned by a public authority,Yes,Permissioned,Full planning permisison,2016-05-25,https://publicaccess.wyre.gov.uk/online-applications/ ,,8,Erection of 9 dwellings with associated parking and landscaping (following demolition of existing agricultural buildings and farmhouse). Planning permission expires 25.5.19,,,,,,,,2017-12-14,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR014,,"""Rear The Steamer, Victoria Street, Fleetwood""",https://arcg.is/1yDieW ,WSG84,334025,448049,0.05,Not owned by a public authority,Yes,Permissioned,Full planning permisison,2016-06-25,https://publicaccess.wyre.gov.uk/online-applications/ ,,5,Erection of three 3 bed dwellings and two 1 bed flats. Planning permission expires 29.6.19,,,,,,,,2017-12-14,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR017,,"""Garstang Business & Community Centre, 96 High Street, Garstang""",https://arcg.is/1yDieW ,WSG84,349291,445458,0.07,Not owned by a public authority,,Permissioned,Full planning permisison,2019-07-30,https://publicaccess.wyre.gov.uk/online-applications/ ,,18,Variation of condition 2 (approved Plans) on application 16/00550/FULMAJ for the erection of a three storey building following partial demolition of existing building to provide approx. 1400sqm (gross) of retail floor space (Class A1) and 18 residential apartments with new and re-configured car parking (re-submission of planning application 19/00007/FULMAJ to allow for full demolition and reconstruction of the facade),,,,,,,,2017-12-14,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR018,,"""Fleetwood Pier, The Esplanade, Fleetwood""",https://arcg.is/1yDieW ,WSG84,333635,448458,0.22,Not owned by a public authority,,Pending decision,Outline planning permission,,https://publicaccess.wyre.gov.uk/online-applications/ ,,15,Outline application for the erection of 15 apartments for persons aged 55 and over together with retail unit and car parking (re-submission 16/00407/OUTMAJ). Committee resolved to approve application subject to s106 Agreement.,,,,,,,,2017-12-14,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR019,,"""Carleton Court, 155-161 Lord Street, Fleetwood""",https://arcg.is/1yDieW ,WSG84,333480,447699,0.07,Not owned by a public authority,Yes,Permissioned,Full planning permisison,2017-07-27,https://publicaccess.wyre.gov.uk/online-applications/ ,,20,Change of use of first floor offices and conversion of roof area to form 20 flats.,,,,,,,,2017-12-14,
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR020,,"""North of Norcross Lane, Thornton Cleveleys""",https://arcg.is/1yDieW ,WSG84,333233,441192,13.61,Not owned by a public authority,Yes,Permissioned,Full planning permission,2019-03-22 & 2019-08-16,https://publicaccess.wyre.gov.uk/online-applications/ ,,142,Housing estimates reflects planning permission for 82 dwellings and the remaining housing allocations (60 dwellings) identified in the Wyre adopted local plan. Part of the site has full planning permission for retail use but this does not affect the housing capacity of the site. The adjacent site has planning permission for 158 dwellings and is under construction. ,,,220,338,,,,2017-12-15,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR021,,"""South of Fleetwood Dock, Fleetwood""",https://arcg.is/1yDieW ,WSG84,333286,446779,32.67,Not owned by a public authority,,,,,https://publicaccess.wyre.gov.uk/online-applications/ ,,120,The site is allocated for 120 dwellings in the adopted Wyre Local Plan,,,120,120,,,,2017-12-15,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR022,,"""Garstang Country Hotel & Golf Club, Garstang Road, Bowgreave""",https://arcg.is/1yDieW ,WSG84,349572,443681,0.29,Not owned by a public authority,Yes,Permissioned,Reserved Matters ,2018-06-06,https://publicaccess.wyre.gov.uk/online-applications/ ,,10,The site is a small parcel of a much larger site with permission for 86 dwellings but mostly greenfield. The PDL section is 0.29 ha.,,,9,9,,,,2017-12-15,2019-10-30
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR025,,"""Former Fleetwood Health Centre, London Street, Fleetwood""",https://arcg.is/1yDieW ,WSG84,333581,447879,0.2,Not owned by a public authority,Yes,Permissioned,Full planning permisison,2017-12-21,https://publicaccess.wyre.gov.uk/online-applications/ ,,19,Housing estimate reflects planning permission - Part demolition and part refurbishment to create 19 residential units and 3 dwellings; erection of 4 dwellings and a 12 unit flat development,,,,,,,,2018-09-30,
http://opendatacommunities.org/id/district-council/wyre ,Wyre Council,BR026,,"""Land at Foxes Farm,Hardhorn Road, Poulton""",https://arcg.is/1yDieW ,WSG84,335255,437468,0.31,Not owned by a public authority,Yes,Permissioned,Full planning permisison,2018-07-12,https://publicaccess.wyre.gov.uk/online-applications/ ,,2,Application for the erection of 2 detached dwellings with associated access and landscaping (following the demolition of existing buildings) (re-submission of 17/00220/FUL),,,,,,,,2018-09-30,2019-10-30
