OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council ,BR1 - Blakelock Road,,"Blakelock Road, Blakelock Rd, Foggy Furze Ward ",BR1,OSGB36,449672,531412,0.6,owned by a public authority,yes,not permissioned,,,,,,,,,10.0,15.0,,,Former colleague buildings. ,2017-12-17,2019-12-11
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council ,BR2 - Brenda Road East,,"Brenda Road East, Brenda Rd, Seaton Ward",BR2,OSGB36,451279,529405,4.72,not owned by a public authority,yes,not permissioned,,,,,,,,,100.0,140.0,,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet,A mix of industrial buildings a hardstanding. Land is included in a minded to grant permission which is still awaiting the s106 to be signed.,2017-12-17,2019-12-11
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council ,BR3 - Britmag Central,,"Britmag Central, Old Cemetery Rd, Headland&Harbour",BR3,OSGB36,451395,534803,3.6,not owned by a public authority,yes,permissioned,reserved matters approval,2016-12-22,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,,69.0,6 2 bed. 27 3 bed. 21 4 bed. 15 bungalows.,,,69.0,69.0,,,Former industrial site which was remediated. No building work on site yet.,2017-12-17,2019-12-11
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council ,BR4 - Britmag North,,"Britmag North, Old Cemetery Rd, De Bruce Ward ",BR4,OSGB36,450313,535386,21.0,not owned by a public authority,yes,permissioned,reserved matters approval,2014-12-18,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=102944,,373.0,20 2 bed. 224 3 bed. 129 4 bed.,,,373.0,373.0,,,Former industrial site which was remediated. Persimmon developing site. Circa 80 dwellings completed.,2017-12-17,2019-12-11
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council ,BR5 - Britmag South,,"Britmag South, Old Cemetery Rd, Headland&Harbour ",BR5,OSGB36,451626,534652,1.2,not owned by a public authority,yes,permissioned,reserved matters approval,2016-12-22,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,,41.0,5 2 bed. 19 3 bed. 10 4 bed. 7 bungalows.,,,41.0,41.0,,,Former industrial site which was remediated.,2017-12-17,2019-12-11
,Hartlepool Borough Council ,BR6 - The Former Ambulance Station,,"Former Ambulance Station, Elwick Road",BR6,OSGB36,449352,532215,0.28,owned by a public authority,yes,not permissioned,,,,,,,,,,,,,"Former ambulance station and paddock, paddock not included on spreadsheet. Heritage asset, ideally for conversion.",2019-12-11,2019-12-11
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council ,BR7 - Close Farm Cottage,,"Close Farm Cottage, Wolviston, Rural West Ward",BR7,OSGB36,442884,528946,3.01,not owned by a public authority,yes,permissioned,full planning permission,2012-10-26,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=95894,,3.0,Conversion of existing outbuildings into 3 dwellings,,,3.0,3.0,,,Conversion of old farm buildings. Work ongoing.,2017-12-17,2019-12-11
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council ,BR8 - Former Brierton Road Site,,"FormerBriertonRoadSite, Brierton Lane, Manor House",BR8,OSGB36,449185,530464,1.39,owned by a public authority,yes,not permissioned,,,,,,,,,100.0,110.0,,,Previously had permission for 109 houses but application has expired. Recent interest in site.,2017-12-17,2019-12-11
,Hartlepool Borough Council ,"BR9 - 9,11 Hutton Avenue",,"9, 11 Hutton Avenue, Hartlepool",BR9,OSGB36,450321,532451,0.049,not owned by a public authority,yes,permissioned,full planning permission,2017-09-14,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114093,,13.0,Change of use of former care home to 13no. residential flats.,,,13.0,13.0,,,Currently has permission for 13.,2019-12-11,2019-12-11
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Council ,BR10 - Former King Oswy Public House,,"Former King Oswy Public House, KingOswy Dr,DeBruce",BR10,OSGB36,449431,535357,0.25,not owned by a public authority,yes,permissioned,full planning permission,2017-05-15,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=117039,,8.0,8 semi detached bungalows,,,8.0,8.0,,,Former pub site. Development started but has stalled.,2017-12-17,2019-12-11
