Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,15/01038/FUL ,,185 New London Road Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570389,206088,0.18,not owned by a public authority,yes,permissioned,full planning permission,2015-12-07 00:00:00,,,5,Demolition of existing Gospel Hall and construction of 5 No. residential dwellings with associated parking and landscaping.,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,16/01622/FUL ,,299 Broomfield Road Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570634,208958,0.1,not owned by a public authority,yes,permissioned,full planning permission,2016-12-15 00:00:00,,,8,"Demolition of existing guest house and construction of four 1 bedroom flats and four 2 bedroom flats, with associated parking, amenity areas, bin store and new access.",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00777/FUL ,,Land rear of 269A and 269B Broomfield Road Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570513,208764,0.02,not owned by a public authority,yes,permissioned,full planning permission,2017-06-28 00:00:00,,,2,"First floor side extension, two first floor side windows and one new rear dormer window to the existing building. Three storey rear extension to create 2no two bedroom flats with associated parking on ground floor.",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,16/01881/OUT ,,Site at Hyde Farm Nursery Hyde Lane Danbury ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,579880,203593,0.2,not owned by a public authority,yes,permissioned,outline planning permission,2016-12-22 00:00:00,,,1,Removal of all buildings and construction of one two-storey dwelling and detached cartlodge,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,Awaiting appeal decision likely in early New Year
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,15/01117/FUL ,,86 Main Road Danbury Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,577774,205352,0.2,not owned by a public authority,yes,permissioned,full planning permission,2015-09-16 00:00:00,,,9,"Demolition of existing buildings and construction of 9no. one and two bedroom residential apartments in three blocks, one and a half and two storeys high",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,14/01240/FUL ,,Woodend Cat Hotel 77 Hopping Jacks Lane Danbury Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,578969,205616,0.15,not owned by a public authority,yes,permissioned,full planning permission,2015-08-12 00:00:00,,,1,Demolition of existing cattery and construction of one house,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,15/01900/OUT ,,Chamberlains Farm Sporhams Lane Sandon ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,576127,203968,1.51,not owned by a public authority,yes,permissioned,outline planning permission,2016-06-15 00:00:00,,,4,"Demolition of existing commercial storage buildings, re-provision of horsicultural buildings, re-provision of existing dwelling and erection of 4no. new residential dwellings.",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,15/01208/OUT ,,Buildings rear of Spread Eagle Church Lane Ford End,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,567951,216705,0.24,not owned by a public authority,yes,permissioned,outline planning permission,2015-09-09 00:00:00,,,1,New detached dwelling with garage,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00335/FUL ,,63 and 65 Brock Hill Runwell Wickford ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,574385,195187,0.16,not owned by a public authority,yes,permissioned,full planning permission,2017-07-11 00:00:00,,,3,Demolition of the former petrol filling station and bungalow. Construction of 4 dwellings with associated garages including new access.,,,,,,,Site stalled,2017-10-30 00:00:00,2017-10-30 00:00:00,Commenced as old garage buildings demolished but redevelopment stalled
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00905/FUL ,,Land Rear of 132 Brock Hill Runwell ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,574238,195600,0.18,not owned by a public authority,yes,permissioned,full planning permission,2017-08-10 00:00:00,,,3,Demolish existing workshops and storage buildings and construction of 3 new single storey dwellings with associated parking.,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00722/FUL ,,Land and Garages at 71 School Road Downham ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,572525,196128,0.03,not owned by a public authority,yes,permissioned,full planning permission,3017-06-07 00:00:00,,,1,"Remove existing outbuilding, proposed new two bedroom Chalet Bungalow.",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00079/FUL ,,Site at Park Lane Riding School Park Lane Ramsden Heath,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,571152,195226,0.38,not owned by a public authority,yes,permissioned,full planning permission,2017-07-12 00:00:00,,,6,"Redevelopment of Park Lane Riding School to create six new dwelling houses with associated access, parking and garages.",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00312/FUL ,,Land Adjacent Woodside Dowsett Lane Ramsden Heath,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570957,196928,0.38,not owned by a public authority,yes,permissioned,full planning permission,2017-04-26 00:00:00,,,1,Construction of a new dwelling,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,16/01683/FUL ,,Land at the Grange Stock Road Stock ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,568744,197485,0.15,not owned by a public authority,yes,permissioned,full planning permission,2016-11-18 00:00:00,,,1,Demolition of existing workshop and warehouse (B1) and the construction of 1no. new 4-bedroom detached dwelling (C3).,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00987/FUL ,,The Grange Stock Road Stock,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,568768,197453,0.35,not owned by a public authority,yes,permissioned,full planning permission,2017-08-09 00:00:00,,,3,Demolition of the commercial buildings and removal of the established commercial use. Construction of 3 dwellings with detached garages including associated works.,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,15/00777/FUL ,,Land North of 5 to 7 Baron Road South Woodham Ferrers,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,581193,197347,0.2,not owned by a public authority,yes,permissioned,full planning permission,2016-03-17 00:00:00,,,4,4 No. terraced dwellings and associated hardstanding.,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,16/02272/FUL ,,Templeton House Templeton Park Bakers Lane West Hanningfield ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570859,201274,0.08,not owned by a public authority,yes,permissioned,full planning permission,2017-03-29 00:00:00,,,5,"Demolition of existing building, garage & site office and construction of new building to include six one-bedroom flats",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/01049/FUL ,,Buildings rear of Oxney Grove Ongar Road West Writtle,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,566093,205893,0.06,not owned by a public authority,yes,permissioned,full planning permission,2017-10-24 00:00:00,,,1,Demolition of all structures and removal of existing use as a builder's yard. Construction of a detached dwelling,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford ,Chelmsford City Council,17/01074/FUL,,Site at Crowsheath Farm Hawkswood Road Downham,https://publicaccess.chelmsford.gov.uk/online-applications/search.do   ,OSGB36,571794,197011,0.45,not owned by a public authority,yes,permissioned,full planning permission,2017-11-02 00:00:00,,,7,"Demolition of nine residential units, outbuildings and caravan site with hardstanding. Construction of four dwellings with associated parking and cartlodges. Conversion of Blue/Green Barn to four dwellings with parking area and associated landscaping.",,,,,,,,2017-11-06 00:00:00,2017-11-14 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford ,Chelmsford City Council,17/01746/FUL,,101A Moulsham Street Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do ,OSGB36,570462,205886,0.19,not owned by a public authority,yes,permissioned,full planning permission,2017-11-23 00:00:00,,,9,"Development of the site from a single detached dwelling and adjacent dental surgery to a 3 and a half storey building with 10 flats and a ground floor dental surgery, plus associated car parking. New vehicular access.",Proposed Dental Surgery,,,,,,,2017-11-27 00:00:00,2017-11-27 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/01191/FUL,,CHESS Day Centre St Marks Centre Cottage Place Chelmsford ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570755,207025,0.04,not owned by a public authority,Yes,permissioned,full planning permission,2018-01-11 00:00:00,,,10,Residential scheme.  Demolition of existing building and erection of 10No. residential apartments with refuse and cycle stores and shared and private amenities.,,,,,,,,2018-01-15 00:00:00,2018-01-15 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford ,Chelmsford City Council,17/00736/FUL,,Brock Farm Ingatestone Road Stock Ingatestone ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do    ,OSGB36,567428,198123,0.5,not owned by a public authority ,yes,permissioned,full planning permission,2018-01-31 00:00:00,,,,Demolition of existing buildings and removal of harstanding and stockpiled materials.  Construction of two dwellinghouses with detached car ports.,,,,,,,,2018-01-31 00:00:00,2018-01-31 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford ,Chelmsford City Council,17/02060/FUL,,Land at Tiffanys Bishops Stortford Road Roxwell Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do   ,OSGB36,565169,208977,0.22,not owned by a public authority,Yes,permissioned,full planning permission,2018-02-07 00:00:00,,,3,Demolition of two existing buildings and construction of three new dwellings,,,,,,,,2018-02-07 00:00:00,2018-02-07 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/02001/FUL,,Brook Farm Riding Stables ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,568701,197445,0.77,not owned by a public authority ,Yes,permissioned,full planning permission ,2018-03-01 00:00:00,,,10,Demolition of dilapidated former riding school associated buildings & erection of 10 bungalow style dwellings.,,,,,,,,2018-03-01 00:00:00,2018-03-01 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00780/FUL,,Writtle Community Association 12-14 Redwood Drive Writtle ,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,OSGB36,566922,206121,0.7,owned by a public authority,yes,permissioned ,full planning permission ,2018-03-15 00:00:00,,,13,"Conversion, alteration and extension of existing Community Centre to provide 10 residential apartments, construction of new Community Centre and 3 detached houses. Supporting car parking, boundary treatments, bin and cycle storage, hard and soft landscaping.",,,,,,,,2017-10-24 00:00:00,2018-03-15 00:00:00,
