Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,DM COMMENTS
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,CFS11,,Barn at Little Longs Chatham Green Little Waltham Chelmsford Essex,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,OSGB36,571489,215179,0.03,,yes,not permissioned ,,,,,1,,,,1,1,,,,2017-10-24 00:00:00,2017-10-24 00:00:00,Only  very small part of site Brownfield the stable and small hardstand area - likely scope for 1 small unit 
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,CFS197,,Former Industrial Site Rignals Lane Galleywood Chelmsford,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,OSGB36,571381,203001,1.64,not owned by a public authority,yes,not permissioned ,,,,,20,,,,20,44,,,,2017-10-24 00:00:00,2017-10-24 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,CFS262,,Land North West of Lockside Marina Hill Road South Chelmsford,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,OSGB36,571575,206596,0.71,not owned by a public authority,yes,not permissioned ,,,,,100,,,,100,130,,,,2017-10-24 00:00:00,2017-10-24 00:00:00,Various commercial uses in process of vacating. No current PE to progress redevelopment
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,CFS263,,Baddow Road Car Park Baddow Road Chelmsford,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,OSGB36,571293,206313,0.029999999999999916,owned by a public authority,yes,not permissioned ,,,,,70,,,,70,100,,,,2017-10-24 00:00:00,2017-10-24 00:00:00,No recent dicussions aprt from vehicluar access route through the land to the Peninsula site to the north.
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,CFS266,,Waterhouse Lane Depot and Nursery Waterhouse Lane Chelmsford,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,OSGB36,569577,206572,0.84,owned by a public authority,yes,not permissioned ,,,,,10,,,,10,23,,,,2017-10-24 00:00:00,2017-10-24 00:00:00,Brownfield site - ok for Residential but some underground contraints to factor in but could be a good one to move to Part 2 Register
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,CFS267,,Essex Police HQ and Sports Ground New Court Road Chelmsford,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,OSGB36,572318,207362,4.63,owned by a public authority,yes,not permissioned ,,,,,200,,,,200,451,,,,2017-10-24 00:00:00,2017-10-24 00:00:00,Urban area - a lot of Brownfield - scope for redevelopment but a playing field too which may add to constraints 
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,CFS274,,Bell Works Well Lane Danbury Chelmsford ,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,OSGB36,577412,205078,0.58,not owned by a public authority,yes,not permissioned ,,,,,10,,,,10,23,,,,2017-10-24 00:00:00,2017-10-24 00:00:00,DS cluster of warehouses mainly with community type uses - Brownfield but need to consider loss of community functions
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,CFS276,,Former St Peters College Fox Crescent Chelmsford,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,OSGB36,569454,208018,11.19,owned by a public authority,yes,not permissioned ,,,,,100,,,,100,185,,,,2017-10-24 00:00:00,2017-10-24 00:00:00,Theres a planning brief 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,13/00690/ETL ,,Land north west of Essex County Cricket Ground New Writtle Street Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do ,OSGB36,570616,206486,1.12,not owned by a public authority,yes,permissioned,full planning permission,2013-09-17 00:00:00,,,357,"Extension of time limit to permission reference 08/01235/EIA (Demolition of existing buildings and redevelopment of the Essex County Cricket Club County Ground and adjoining New Writtle Street car park to provide: New cricket pavilion, cricket centre and stands (capacity 8000) with ancillary catering, retail and office functions, new media centre, floodlighting and groundsman's facilities; Multi storey car park (307 spaces); 1,754sqm Retail (A1) and catering (A3/A4) uses; 413 residential units in three blocks comprising, 302 no. flats on riverside to the west of the site with under-croft parking, 109 no. flats on Parkway and 2 no. town houses at the site entrance from New Writtle Street ","New cricket pavilion, cricket centre and stands (capacity 8000) with ancillary catering, retail and office functions, new media centre, floodlighting and groundsman's facilities; Multi storey car park (307 spaces); 1,754sqm Retail (A1) and catering (A3/A4) uses; ",,,,,,,2017-10-30 00:00:00,,The club advise that it remains their intention to implement the scheme
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,14/01692/FUL ,,24 Duke Street Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do ,OSGB36,570680,207001,0.38,not owned by a public authority,yes,permissioned,full planning permission,2018-05-18 00:00:00,,,84,"Demolition of all existing buildings and the erection of a mixed use development comprising 84 residential units, 1no. A1 unit and 5no. flexible commercial units (A1/A2/A3/B1/D1), together with parking, public realm and footpath improvements.",flexible commercial units (735 sqm) (A1/A2/A3/B1/D1),,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,New planning app 17/01172/FUL for 112 units
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,12/00833/FUL ,,Royal Mail Sorting Office 30 Victoria Road Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,571034,207180,1.26,unknown ownership,yes,permissioned,full planning permission,2013-04-08 00:00:00,,,37,"Demolition of existing buildings on site and the construction of a mixed use development comprising a new Class A1 foodstore (2,224sq m net), 37 Class C3 residential units, 630sqm of flexible Class A1-A5/B1/D1 commercial floorspace, Class D2 community centre and associated access, car parking, highway improvements and landscape works.","new Class A1 foodstore (2,224sq m net) 630sqm of flexible Class A1-A5/B1/D1 commercial floorspace, Class D2 community centre",,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,Retail pp unlikely to progress dicussions taking palce with developer about residential but no app yet
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,16/01012/OUT,,Land north of Galleywood Reservoir Beehive Lane Galleywood,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570557,203053,0.65,not owned by a public authority,yes,pending descision,,,,,13,"Outline planning application for 13 dwellings on land off Pyms Road, Galleywood, with all matters reserved except for access.",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,Awaiting S106 to be completed still
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00142/FUL ,,Burrows Electrical Wholesalers Railway Street Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570414,207170,0.06,not owned by a public authority,yes,permissioned,full planning permission,2017-06-28 00:00:00,,,14,"Demolition of existing commercial premises and redevelopment to provide 3No Ground Floor Commercial Units and 14No Two bedroom Apartments on First, Second & Third Floors above. Flexible Commercial space to have A1, A2, A3, A4, and B1 Uses. With Associated Refuse & Recycling Collection, Cycle Stores and Vehicle Parking.","3No Ground Floor Commercial Units. Flexible Commercial space (165 sqm) to have A1, A2, A3, A4, and B1 Uses",,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,16/01145/FUL ,,47 Broomfield Road Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570317,207315,0.11,not owned by a public authority,yes,permissioned,full planning permission,2016-09-30 00:00:00,,,14,"Demolition of existing office building and construction of new building comprising 14no. two bedroom flats, together with associated parking and amenity space.",,,,,,,Site stalled,2017-10-30 00:00:00,2017-10-30 00:00:00,Commenced as building demolished but development stalled as applicant has not funds to progress
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,14/01360/FUL ,,Site rear of 30-34 Broomfield Road,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570415,207239,0.02,mixed ownership,yes,permissioned,full planning permission,2014-11-17 00:00:00,,,20,"Demolition of existing office building r/o 30-32 Broomfield Road, conversion of existing office building r/o 34 Broomfield Road and extensions/ alterations to create one new residential building comprising 20 flats, external alterations, creation of refuse & cycle stores, provision of turning head and parking space.",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,Conditions have been discharged and developemnt commenced as a part has been demolished
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,15/00838/FUL ,,Garages rear of 24 Cherry Garden Road Great Waltham,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,569387,213242,0.46,owned by a public authority,yes,permissioned,full planning permission,2015-11-11 00:00:00,,,10,"Demolition of existing garages and car standing areas. Construction of 10 No. new dwellings with associated parking, landscaping and access road.",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,Not progressing with being built
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,16/01563/FUL ,,Workshop Main Road Woodham Ferrers Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,579868,199001,0.1,not owned by a public authority,yes,permissioned,full planning permission,2016-10-25 00:00:00,,,2,Demolition of existing buildings and construction of two dwellings with detached garages.,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00240/FUL ,,Boreham Village Store Main Road Boreham,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,575314,210039,0.16,not owned by a public authority,yes,permissioned,full planning permission,2017-05-05 00:00:00,,,5,"Demolition of rear storage building.  Construction of rear extension to store and to create a cafe and addition of a first floor to create 5 two bed flats. Proposed bicycle store, bin store and associated parking.",Construction of rear extension to store to create a café (134 sqm),,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,15/01989/FUL ,,Haven Orchard Goat Hall Lane Chelmsford ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,569706,202926,0.49,not owned by a public authority,yes,permissioned,full planning permission,2016-07-15 00:00:00,,,3,"Demolition of existing buildings and the construction of 3 new dwellings and associated development including high quality landscaped public realm, car parking, and new vehicular accesses from Goat Hall Lane.",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/01118/FUL,,Site at 71 to 73 Wood Street Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570049,205067,0.06,not owned by a public authority,yes,permissioned,full planning permission,2017-08-10 00:00:00,,,1,To construct one bedroom self contained maisonette abutting existing building.,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,16/01482/FUL ,,Land Rear of 43-43A Broomfield Road Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570345,207286,0.01,not owned by a public authority,yes,permissioned,full planning permission,2016-11-10 00:00:00,,,4,Proposed four storey apartment building to serve four new 1 and 2 bed apartments.,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,16/02157/FUL ,,Site rear of 139 to 141 Springfield Road Chelmsford ,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,571410,206999,0.03,not owned by a public authority,yes,permissioned,full planning permission,2017-02-01 00:00:00,,,1,Extension to create one new dwelling.,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,15/01094/FUL ,,Land Adjacent 44 Mildmay Road Chelmsford Essex,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570962,206232,0.01,not owned by a public authority,yes,permissioned,full planning permission,2015-09-30 00:00:00,,,1,"Demolition of former lock-up garages and construction of three storey, 3-bed dwelling",,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,12/00917/FUL ,,Land South East of Riverbank Court Shrublands Close Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,571250,206918,0.08,not owned by a public authority,yes,permissioned,full planning permission,2012-07-25 00:00:00,,,3,"Construction of three, one bed apartments",,,,,,,Site stalled,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,15/00774/FUL ,,32-33 New Street Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570885,207165,0.02,not owned by a public authority,yes,permissioned,full planning permission,2015-08-23 00:00:00,,,2,Two storey side and rear extension and formation of two flats at first floor level,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,17/00207/FUL ,,Roadstar Tyre and Exhaust Centre New Writtle Street Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570714,206334,0.06,mixed ownership,yes,permissioned,full planning permission,2017-06-16 00:00:00,,,5,Demolition and clearance of existing car mechanic site and redevelopment with 5 no. dwellings. New crossover. ,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
http://opendatacommunities.org/id/district-council/chelmsford,Chelmsford City Council,15/01231/FUL ,,22A Duke Street Chelmsford,https://publicaccess.chelmsford.gov.uk/online-applications/search.do  ,OSGB36,570720,206997,0.02,not owned by a public authority,yes,permissioned,full planning permission,2015-11-03 00:00:00,,,5,Demolition of existing vacant 2 storey building and redevelopment of site with a 3 storey building comprising 5no. residential units with associated refuse and cycle parking.,,,,,,,,2017-10-30 00:00:00,2017-10-30 00:00:00,
