OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0018                                        ,"THE EDUCATION CENTRE, CHURCH STREET, PENSNETT, BRIERLEY HILL, DY5 4HB",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0018,52.499444,-2.125102,0.60,owned by a public authority,permissioned,outline planning permission,2017-03-20,https://mapping.dudley.gov.uk/atMyDudley.aspx,,,,,,2016-06-30,2017-12-19,2020-03-12
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0013                                        ,"Land at corner of Attwood Street and, Brook Street, Lye, Stourbridge, West Midlands",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0013,52.456858,-2.106888,0.20,not owned by a public authority,permissioned,full planning permission,2015-07-13,https://mapping.dudley.gov.uk/atMyDudley.aspx,,,,,,2016-06-30,2017-12-19,2020-03-12
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0092                                        ,"Land at 7, High Oak, Pensnett, Brierley Hill ",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0092,52.499431,-2.131004,0.16,not owned by a public authority,permissioned,full planning permission,2019-03-28,https://mapping.dudley.gov.uk/atMyDudley.aspx,,11,11,,Planning Application reference P18/1230,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0108                                        ,"Longland site, Bowling Green Road, Stourbrdige ",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0108,52.454972,-2.154177,2.28,not owned by a public authority,permissioned,full planning permission,2019-09-16,https://mapping.dudley.gov.uk/atMyDudley.aspx,,52,52,,Planning Application reference P19/0626,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0062                                        ,"Champions Chruch, 25, St Giles Steet, Netheron, Dudley, DY2 0PR",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0062,52.491699,-2.083100,0.06,not owned by a public authority,permissioned,full planning permission,2017-10-10,https://mapping.dudley.gov.uk/atMyDudley.aspx,,9,9,,Planning Application reference P17/0401,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0114                                        ,"Platts Road, Amblecote",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0114,52.469509,-2.155314,1.40,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,45,45,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0081                                        ,"Garage site adjacent Hinbrook Road, Dudley ",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0081,52.509804,-2.110072,0.29,owned by a public authority,pending decision,full planning permission,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,13,13,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0090                                        ,Land adj. To 49 Highfields Road,https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0090,52.555016,-2.079416,0.53,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,13,13,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0101                                        ,Land off Leys Road/ High Street Brockmoor (Cookley Wharf),https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0101,52.486399,-2.133461,2.17,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,57,57,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0123                                        ,"Stallings Lane/Oak Lane, Kingswinford",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0123,52.509880,-2.145638,7.90,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,200,200,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0011                                        ,"127, DUDLEY ROAD, SEDGLEY, DUDLEY, DY3 1TF",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0011,52.532828,-2.117101,0.16,not owned by a public authority,permissioned,full planning permission,2015-11-18,https://mapping.dudley.gov.uk/atMyDudley.aspx,,,,,,2016-06-30,2017-12-19,2020-03-12
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0048                                        ,"Land adj to the Unicorn Centre, King William Street/Brettell Lane, Amblecote, Stourbridge DY8 4BP",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0048,52.471442,-2.146357,0.56,owned by a public authority,permissioned,full planning permission,2017-03-29,https://mapping.dudley.gov.uk/atMyDudley.aspx,,,,,,2017-11-27,2017-12-19,2020-03-12
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0047                                        ,"Land to rear of 46-72 Wychbury Road, WOLLESCOTE, DY9 9HR",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0047,52.440271,-2.117595,0.34,owned by a public authority,pending decision,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,,,,,2017-11-27,2017-12-19,2020-03-12
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0106                                        ,"Leona Industrial Estate, Nimmings Road",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0106,52.471878,-2.030889,0.49,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,21,21,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0010                                        ,"Land adj 388, Himley Road, Dudley, DY3 2QA",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0010,52.514244,-2.128883,0.24,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,7,7,,,2016-06-30,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0076                                        ,"Former Brick Works, North of Brettell Lane",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0076,52.475027,-2.135587,1.47,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,65,65,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0084                                        ,"Hampshire House, 434 High Street",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0084,52.498318,-2.161239,0.45,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,21,21,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0129                                        ,"Vacant land rear of 6 to 22, Blowers Green Crescent, Dudley ",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0129,52.501548,-2.093578,0.67,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,33,33,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0096                                        ,"Land at Plant Street, Mill Street and Bridge Street, Wordsley",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0096,52.476486,-2.155535,2.34,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,63,63,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0064                                        ,"Land adj. to new Bradley Hall Care Home, Off Compton Drive, Kingswinford, DY6 9NS",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0064,52.492501,-2.166610,0.46,not owned by a public authority,permissioned,full planning permission,2019-02-07,https://mapping.dudley.gov.uk/atMyDudley.aspx,,9,9,,Planning Application reference P18/1702,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0016                                        ,"Land to rear of 147-155, Stourbridge Road, Dudley, DY1 2EP",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0016,52.499989,-2.106461,0.30,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,8,8,,,2016-06-30,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0015                                        ,"Dental Surgery, 1, Marriott Road, Netherton, Dudley, DY2 0LN",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0015,52.488777,-2.084729,0.13,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,7,7,,,2016-06-30,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0006                                        ,"Northfield Tyres and Spares, 145 Northfield Road, Netherton, Dudley, DY2 9ET",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0006,52.489982,-2.080967,0.12,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,6,6,,,2016-06-30,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0104                                        ,"Land south of Brettel Lane, Brierley Hill",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0104,52.473263,-2.136305,1.49,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,55,55,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0131                                        ,"Tudor House, 2, Worcester Street, Stourbridge, DY8 1AN",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0131,52.453973,-2.146879,0.06,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,8,8,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0119                                        ,"Shenstone Court, Forge Lane, Halesowen",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0119,52.453081,-2.042510,0.37,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,32,32,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0102                                        ,"Land off Lodgefield Road, Halesowen",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0102,52.463860,-2.046710,4.65,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,65,65,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0099                                        ,"Land off Engine Lane, Lye (south of railway)",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0099,52.458425,-2.119476,1.95,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,68,68,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0115                                        ,Prospect Row,https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0115,52.505501,-2.078646,1.55,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,52,52,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0029                                        ,"Parkes Hall Centre, Parkes Hall Road, Woodsetton, Dudley, DY1 3RJ",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0029,52.529662,-2.105447,0.89,not owned by a public authority,permissioned,reserved matters approval,2018-08-10,https://mapping.dudley.gov.uk/atMyDudley.aspx,,24,24,,Planning Application reference P18/0726,2016-06-30,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0109                                        ,"Marriott Road, Netherton ",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0109,52.484541,-2.082941,2.24,not owned by a public authority,pending decision,outline planning permission,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,112,112,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0086                                        ,"Industrial premises off Darkhouse Lane, Webb Street and Foundry Street",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0086,52.549683,-2.085079,5.18,not owned by a public authority,pending decision,full planning permission,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,46,46,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0007                                        ,"Land adj 15 Caroline Street, Dudley, West Midlands, DY2 7DZ",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0007,52.509412,-2.072833,0.08,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,6,6,,,2016-06-30,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0121                                        ,"South of Northfield Road, Netherton",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0121,52.486932,-2.072402,0.60,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,22,22,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0073                                        ,Valley Road/Hill Road,https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0073,52.457444,-2.110985,0.17,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,17,17,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0105                                        ,"Land south of King William Street, Amblecote",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0105,52.469447,-2.151643,1.45,owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,53,53,,,2020-03-12,2020-03-12,
http://opendatacommunities.org/id/metropolitan-district-council/dudley,DEVOPP0118                                        ,"Shaw Road/New Road, Dudley",https://mapping.dudley.gov.uk/atMyDudley.aspx?MapSource=DMBC/AllMaps&SearchLayer=brownfield_register&SearchField=br_reference&SearchValue=DEVOPP0118,52.504208,-2.083920,0.40,not owned by a public authority,not permissioned,,,https://mapping.dudley.gov.uk/atMyDudley.aspx,,16,16,,,2020-03-12,2020-03-12,
