OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0001,"""Land at Foksville Road, Canvey Island.""",0.596186,51.522268,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3926.pdf&ver=6630,0.14,not owned by a public authority,,permissioned,outline planning permission,08/03/2017,https://publicaccess.castlepoint.gov.uk/online-applications/,10,10,10,yes,"Outline permission granted. Works have not commenced. Permission expires 08/03/2020. Delivery lead in time 1.5 years.  08/11/17. 12/09/18.. ""Demolition of existing structures and construction of three storey building comprising of 10 No. apartments with associated works."". https://publicaccess.castlepoint.gov.uk/online-applications/",08/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0002,"""Vallee Casa, 62 Hill Road, Benfleet.""",0.570424,51.559444,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3928.pdf&ver=6632,0.28,not owned by a public authority,,not permissioned,,,,5,5,5,,No current planning permission. Delivery lead in time 2.5 years.  08/11/17. 12/09/18.,08/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0003,"""166-168 Kiln Road, Benfleet, SS7 1SU.""",0.588983,51.560489,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3929.pdf&ver=6633,0.08,not owned by a public authority,,not permissioned,,,https://publicaccess.castlepoint.gov.uk/online-applications/,2,2,2,yes,Previous permission for 9 flats expired 2012. Recent application refused. One existing dwelling converted. Delivery lead in time 2 years without planning permission. 14/11/17. 12/09/18.,08/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0004,"""1a Clarence Road, South Benfleet, Benfleet SS7 1DE.""",0.56414,51.555214,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3927.pdf&ver=6631,0.11,not owned by a public authority,,permissioned,full planning permission,11/08/2017,https://publicaccess.castlepoint.gov.uk/online-applications/,1,1,1,yes,"Full planning permission granted. Works have not commenced. Existing dwelling to be demolished. Permission expires 10/08/2020. Delivery lead in time 1 year.  09/11/17. 12/09/18.. ""Demolition of existing bungalow and construction of two detached dormer bungalows."". https://publicaccess.castlepoint.gov.uk/online-applications/",09/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0005,"""Job Centre, 140 Furtherwick Road, Canvey Island.""",0.592569,51.519425,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3931.pdf&ver=6635,0.13,not owned by a public authority,,not permissioned,,,,15,15,15,,No current planning permission. Delivery lead in time 2 years.  09/11/17. 12.09.18.,09/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0006,"""84 Vicarage Hill, Benfleet SS7 1PE.""",0.569148,51.549178,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3932.pdf&ver=6636,0.28,not owned by a public authority,,permissioned,full planning permission,24/04/2016,https://publicaccess.castlepoint.gov.uk/online-applications/,2,2,2,yes,"Full planning permission granted. Works have not commenced. Existing dwelling to be demolished. Permission expires 28/04/2019. Delivery lead in time 1 year.  09/11/17. 12/09/18.. ""Demolition of existing dwelling and construction of 3 No. four bed houses with associated parking and access."". https://publicaccess.castlepoint.gov.uk/online-applications/",09/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0007,"""240-244 High Road, Benfleet.""",0.561664,51.553173,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3930.pdf&ver=6634,0.19,not owned by a public authority,,permissioned,full planning permission,08/12/2016,https://publicaccess.castlepoint.gov.uk/online-applications/,19,19,19,yes,"Full planning permission. Works have commenced and 16 flats have been completed so far. 09/11/17. 12/09/18.. ""Construction of 18No self contained flats with 1No retail shop and 1No detached house with attached parking."". https://publicaccess.castlepoint.gov.uk/online-applications/",09/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0008,"""Site adjacent to Pauls Court, Meppel Avenue, Canvey Island.""",0.585962,51.531522,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3933.pdf&ver=6637,0.07,not owned by a public authority,,permissioned,full planning permission,11/06/2015,https://publicaccess.castlepoint.gov.uk/online-applications/,5,5,5,yes,"Full planning permission. Works have commenced. Existing dwelling demolished. 09/11/17. 12/09/18.. ""Demolition of detached house and construction of three storey block of 6 self contained flats with parking."". https://publicaccess.castlepoint.gov.uk/online-applications/",09/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0010,"""20 Haresland Close, Hadleigh, SS7 2UT.""",0.618843,51.565675,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3936.pdf&ver=6640,0.56,not owned by a public authority,,not permissioned,,,,3,3,3,,No current planning permission. Lead in time 1.5 years. Existing dwelling would need to be demolished. NPPF applied in terms of suitable capacity for the site. 14/11/17. 12/09/18.,09/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0011,"""109 Long Road, Canvey Island""",0.585778,51.520163,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3934.pdf&ver=6638,0.2,not owned by a public authority,,permissioned,full planning permission,07/12/2016,https://publicaccess.castlepoint.gov.uk/online-applications/,7,7,7,yes,"Full planning permission. Works have not commenced. Permission expires 07/12/2018. Delivery lead in time 1 year. 14/11/17. 12/09/18.. ""Demolition of existing house and erection of three storey block of eight self-contained flats with associated parking and landscaping, clossure of existing vehicular accesses and formation fo new vehicular access to Long Road."". https://publicaccess.castlepoint.gov.uk/online-applications/",14/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0012,"""The Island Site, High Street / London Road, Hadleigh""",0.607009,51.55394,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3938.pdf&ver=6642,0.59,owned by a public authority,,not permissioned,,,,54,54,54,,No current planning permission. Lead in time 2 years. 14/11/17. 12/09/18.,14/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0013,"""88 High Street, Hadleigh""",0.953219,52.044769,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3935.pdf&ver=6639,0.02,not owned by a public authority,,permissioned,full planning permission,15/12/2016,https://publicaccess.castlepoint.gov.uk/online-applications/,4,4,4,yes,"Full planning permission. Works have commenced. Flat to be demolished as part of works. 14/11/17. 12/09/18.. ""Conversion of ground floor, two storey side extension, loft conversion including rear dormer and alterations to fenestration to provide 5 No. flats."". https://publicaccess.castlepoint.gov.uk/online-applications/",14/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0014,"""Admiral Jellico Public House, 283 High Street, Canvey Island""",0.610645,51.518853,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3937.pdf&ver=6641,0.33,not owned by a public authority,,pending decision,,,https://publicaccess.castlepoint.gov.uk/online-applications/,40,40,40,yes,"Full planning permission pending decision. No. of dwellings proposed increased from 2017 BLR from 15. Lead in time 2 years without permission. 14/11/17. 12/09/18.. ""Demolition of existing building, replacement with 40 Unit Residential Flats with parking and access and facilities."". https://publicaccess.castlepoint.gov.uk/online-applications/",14/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0015,"""Outpatients centre, Long Road, Canvey Island""",0.581945,51.520382,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3939.pdf&ver=6643,0.3,owned by a public authority,,not permissioned,,,,10,10,10,,No current planning permission. Delivery lead in time 2.5 years.  14/11/17. 12/09/18.,14/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0016,"""343 Rayleigh Road, Thundersley""",0.59505,51.569153,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3940.pdf&ver=6644,0.13,not owned by a public authority,,not permissioned,,,,10,10,10,,No current planning permission. Delivery lead in time 2 years.  14/11/17. 12/09/18.,14/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0017,"""125-127 High Street, Canvey Island""",0.600961,51.522996,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3941.pdf&ver=6645,0.19,not owned by a public authority,,permissioned,full planning permission,14/07/2014,https://publicaccess.castlepoint.gov.uk/online-applications/,14,14,14,yes,"Full planning permission granted at appeal. Works have commenced. 14/11/17. 12/09/18.. ""Erection of part two/part three storey building containing 14no. 2 bed flats with associated parking."". https://publicaccess.castlepoint.gov.uk/online-applications/",14/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0018,"""4-12 Park Chase, Hadleigh, Benfleet, SS7 2BZ.""",0.614904,51.550297,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3942.pdf&ver=6646,0.27,not owned by a public authority,,permissioned,full planning permission,23/11/2015,https://publicaccess.castlepoint.gov.uk/online-applications/,21,21,21,yes,"Full planning permission granted. Works have commenced. 4 existing dwellings demolished. 15/11/17. 12/09/18.. ""Erection of part 3/part 4 storey block of 25 flats with parking and refuse storage."". https://publicaccess.castlepoint.gov.uk/online-applications/",15/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0019,"""Prout Industrial Estate, Point Road, Canvey Island.""",0.621824,51.519561,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3944.pdf&ver=6648,0.76,not owned by a public authority,,not permissioned,,,,27,27,27,,No current planning permission. Site area reduced to area where landowners permitted site to be included. Delivery lead in time 3 years. 15/11/17. 12/09/18.,15/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0020,"""Benfleet Tavern Public House, High Road, Benfleet.""",0.557424,51.554011,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3943.pdf&ver=6647,0.25,not owned by a public authority,,not permissioned,,,,14,14,14,,No current planning permission. Site area reduced to area where landowners permitted site to be included. Delivery lead in time 2 years. 21/11/17. 12/09/18.,21/11/2017,12/09/2018,
http://opendatacommunities.org/id/district-council/castle-point,Castle Point Borough Council,CP0021,"""West of Venebles Close, Canvey Island""",0.59736,51.522592,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n3945.pdf&ver=6649,0.26,not owned by a public authority,,permissioned,outline planning permission,09/03/2018,https://publicaccess.castlepoint.gov.uk/online-applications/,24,24,24,yes,"Outline permission granted. Works have not commenced. Permission expires 09/03/2021. Delivery lead in time 1.5 years. 12/09/18.. ""Demolish all buildings and construct two blocks of 24 No. self contained flats with 2 No. retail shops at ground floor."". https://publicaccess.castlepoint.gov.uk/online-applications/",12/09/2018,12/09/2018,
