OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR61-16,"Coombe Valley Road, Dover, Former Barwick Site",630616,142230,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR61-16.pdf,0.74,Not in public ownership,,Permissioned,Full planning permission,04/10/2013,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_221339,24,24,24,Yes,Under Construction - forms part of a wider allocated site (LA8 - land in Coombe Valley),20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR68-16,"Land north of River Stour & including part of Sandwich Industrial Estate, Land north of River Stour  and including part of Sandwich Industrial Estate",633537,158335,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR68-16.pdf,12.2,Not in public ownership,,Permissioned,Full planning permission,10/07/2003,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_148512,303,303,303,Yes,Under Construction,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR71-16,"Old Folkestone Road, Aycliffe, Site of King Lear PH, Aycliffe",630601,140047,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR71-16.pdf,0.15,Not in public ownership,,Permissioned,,21/06/2007,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_205044,18,18,18,Yes,,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR87-16,"Discovery Park, Ramsgate Road, Sandwich, Discovery Park",633350,159568,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR87-16.pdf,72.3,Not in public ownership,,Permissioned,Outline planning permission,02/09/2015,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_223268,500,500,500,Yes,Not Started - the housing on this site forms part of a wider mixed use application on a predominantly brownfield site. Expiry date extended from 3 years for approval of reserved matters to 10 years from date of decision,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR89-16,"Former council yard, Molland Lea, Ash, Former council yard, Molland Lea",628624,158825,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR89-16.pdf,0.16,Public ownership,,Not Permissioned,,,,5,5,5,Yes,,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR129-16,"The Old Sorting Office, Charlton Green, Dover, CT16 1AP, Charlton Green Sorting Office",631489,142172,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR129-16.pdf,0.69,Not in public ownership,,Permissioned,Outline planning permission,07/10/2016,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_229059,65,65,65,Yes,Not Started,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR130-16,"Albany Place Car Park, Dover, Albany Place Car Park",631829,141243,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR130-16.pdf,0.4,Public ownership,,Not Permissioned,,,,15,15,15,Yes,,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR133-16,"Coombe Valley, Dover, Land in Coombe Valley",629745,142037,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR133-16.pdf,6.78,Not in public ownership,,Not Permissioned,,,,189,189,189,Yes,Allocated site - part of the site has already been granted permission. See BR60-16 and BR61-16 below. A third application on the Former Motorline Line Site in Coombe Valley has been completed https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_213882. Min homes has been adjusted to take account of this.,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR135-16,"Land off Dunedin Drive, Dover, Land off Dunedin Drive",631088,143130,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR135-16.pdf,0.26,Public ownership,,Not Permissioned,,,,8,8,8,Yes,,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR171-16,"East Studdal Nursery, Downs Road, East Studdal, East Studdal Nursery",632590,149771,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR171-16.pdf,1,Not in public ownership,,Not Permissioned,,,,30,30,30,Yes,,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR173-16,"Eastry Hospital, Mill Lane, Eastry, Eastry Hospital",630800,154560,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR173-16.pdf,3.29,Not in public ownership,,Pending decision,,25/04/2014,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_223626,80,80,80,Yes,,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR174-16,"The Old Chalk Pit, Heronden Road, Eastry, The Old Chalk Pit, Heronden Road, Eastry",630129,154417,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR174-16.pdf,0.68,Not in public ownership,,Not Permissioned,,,,20,20,20,Yes,,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR181-16,"Prima Windows, Easole Street, Nonington, Prima Windows, Easole Street, Nonington",626333,152171,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR181-16.pdf,1.14,Not in public ownership,,Not Permissioned,,,,35,35,35,Yes,,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR219 -16,"Connaught Barracks, Dover Road, Guston, CT16 1HL, Connaught Barracks",632341,142390,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR219-16.pdf,10.12,Public ownership,,Not Permissioned,,,,436,,436,Yes,Not Started,20/06/2016,20/06/2016,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR225-17,"Former Connaught Barracks, Dover Road, Guston, CT16 1HL, Former Connaught Barracks, Dover (Officers' Mess)",632178,142467,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR225-17.pdf,2.38,Not in public ownership,,Permissioned,Outline planning permission,01/07/2016,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_226317,64,64,64,Yes,Not Started - forms part of a wider allocated site (CP10) in the Core Strategy (2010),07/12/2017,07/12/2017,
http://opendatacommunities.org/doc/district-council/dover,Dover District Council,BR220-16,"Buckland Paper Mill, Crabble Hill, Dover, Buckland Paper Mill",630457,142856,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR220-16.pdf,4,Public ownership,,Not Permissioned,,,,265,265,265,Yes,Approx third of the site has the benefit of full planning permission (BR62-16). The remainder of the site is an allocated site.,20/06/2016,20/06/2016,
