OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/hart,Hart District Council,15/01603/FUL,"""Landata House, Station Road, Hook""",472559,153729,https://publicaccess.hart.gov.uk/online-applications/,0.55,Not owned by a public authority,,permissioned,FUL,2016-03-23,,78,,,Yes,. Redevelopment of the site to provide 78 residential flats,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,16/00571/PRIOR 16/03378/FUL,"""Bartley House, Station Road, Hook""",472589,153643,https://publicaccess.hart.gov.uk/online-applications/,0.6,Not owned by a public authority,,permissioned,other,2016-05-31,Prior approval application (16/00571/PRIOR) approved for 53 units. Full application (16/03378/FUL) is pending for 102 units,53,,,Yes,. Change of use from B1(a) to C3,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,16/00883/PRIOR,"""Providence House, 2 Bartley Way, Hook""",473070,153820,https://publicaccess.hart.gov.uk/online-applications/,1.69,Not owned by a public authority,,permissioned,other,2016-05-24,,107,,,Yes,. Change of use from B1 to C3,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,13/00720/MAJOR,"""Winchfield Lodge, Old Potbridge Road""",475595,154818,https://publicaccess.hart.gov.uk/online-applications/,0.98,Not owned by a public authority,,permissioned,FUL,2013-12-03,,16,,,Yes,. Conversion from B1 (office) to 4 residential dwellings plus the erection of 12 additional dwellings,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,13/01215/MAJOR,"""Lamb Hotel, High Street, Hartley Wintney""",476827,157049,https://publicaccess.hart.gov.uk/online-applications/,0.25,Not owned by a public authority,,permissioned,FUL,2013-09-23,,11,,,Yes,". Conversion and extension of existing hotel buildings to form offices, retail unit, one 2-bedroom flat, one 4-bedroom house and one 3-bedroom house and the erection of one 3-bedroom house, six 2-bedroom houses and one 1-bedroom flat",2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,15/01083/FUL,"""Rose Court, Rye Common Lane, Crondall""",478382,150325,https://publicaccess.hart.gov.uk/online-applications/,0.3,Not owned by a public authority,,permissioned,FUL,2015-09-10,,14,,,Yes,". Demolition of office building, car parking and hard standing and erection of new building to create 14 x 2 bed apartments",2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,15/00276/REM,"""Land rear of 102-108 Fleet Road, Fleet""",480947,154378,https://publicaccess.hart.gov.uk/online-applications/,0.09,Not owned by a public authority,,permissioned,REM,2015-07-01,,12,,,Yes,. Reserved Matters (Appearance and Landscaping): Demolition of existing storage buildings and erection of a single block containing 10 x 1 & 2 x 2-bed residential flats. Outline application: 14/00106/MAJOR,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,15/00275/FUL,"""18 Church Road, Fleet""",480997,154343,https://publicaccess.hart.gov.uk/online-applications/,0.08,Not owned by a public authority,,permissioned,FUL,2015-06-19,,10,,,Yes,. Demolition of existing office block at 18 Church Road and erection of 10 apartments,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,16/00032/PRIOR,"""Consort House, 46-48 Albert Street, Fleet""",481065,154353,https://publicaccess.hart.gov.uk/online-applications/,0.04,Not owned by a public authority,,permissioned,other,2016-03-15,,6,,,Yes,. Change of use from B1 to C3,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,16/00796/PRIOR,"""Consort House, 46-48 Albert Street, Fleet""",481065,154354,https://publicaccess.hart.gov.uk/online-applications/,0.04,Not owned by a public authority,,permissioned,other,2016-05-26,,7,,,Yes,. Change of use from B1 to C3,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,17/00828/PRIOR,"""115-123 Fleet Road, Fleet""",481114,154511,https://publicaccess.hart.gov.uk/online-applications/,0.14,Not owned by a public authority,,permissioned,other,2017-05-30,,6,,,Yes,. Change of use of B1a offices to 6 flats,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/hart,Hart District Council,16/03413/PRIOR,"""115-123 Fleet Road, Fleet""",481114,154511,https://publicaccess.hart.gov.uk/online-applications/,0.14,Not owned by a public authority,,permissioned,other,2017-02-02,,12,,,Yes,". Change of use of ground floor (part), 1st floor (part) and 2nd floor (part) from Use Class B1a offices to 12 flats (8 x 1 bedroom and 4 x 2 bedroom)",2017-12-22,2017-12-22,
