OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_003,"""Land at Guildford Park Road Surface Car Park, Guildford GU2 7NF""",4001087.394,-40747.3697,https://www.guildford.gov.uk/media/26679/Land-at-Guildford-Park-Road-Surface-Car-Park-Guildford-GU2-7NF/pdf/BFLR2017_003,2.15,owned by a public authority,,permissioned,full planning permission,2017-01-23,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_171221,,,yes,"""Application ref. 16/P/01290""",2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_005,"""Land to the rear of 57, Manor Road, Tongham, GU10 1BA""",4001068.158,-50898.7061,https://www.guildford.gov.uk/media/26681/Land-to-the-rear-of-57-Manor-Road-Tongham-GU10-1BA/pdf/BFLR2017_005,0.31,mixed ownership,,permissioned,full planning permission,2016-11-30,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_173208,,,yes,"""Application ref. 16/P/01913""",2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_007,"""The Flat, Dental Care, 26 Farnham Road, Guildford, GU2 4JN""",4001485.629,-40611.157,https://www.guildford.gov.uk/media/26683/The-Flat-Dental-Care-26-Farnham-Road-Guildford-GU2-4JN/pdf/BFLR2017_007,0.28,not owned by a public authority,,permissioned,full planning permission,2017-04-05,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_175672,,,yes,"""Application ref. 17/P/00051""",2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_012,"""Land to the rear of Woodbridge Hill Filling Station, Aldershot Road, Guildford, GU2 8AG""",4000119.433,-41378.0983,https://www.guildford.gov.uk/media/26688/Land-to-the-rear-of-Woodbridge-Hill-Filling-Station-Aldershot-Road-Guildford-GU2-8AG/pdf/BFLR2017_012,0.22,not owned by a public authority,,permissioned,full planning permission,2017-03-01,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_172891,,,yes,"""Application ref. 16/P/01824""",2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_015,"""Works, Poyle Road, Tongham, GU10 1DS""",4001544.756,-51082.5035,https://www.guildford.gov.uk/media/26691/Works-Poyle-Road-Tongham-GU10-1DS/pdf/BFLR2017_015,0.12,not owned by a public authority,,not permissioned,,,,10,10,,,2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_016,"""Public House, Oxenden Road, Tongham""",4001258.515,-51167.573,https://www.guildford.gov.uk/media/26692/Public-House-Oxenden-Road-Tongham/pdf/BFLR2017_016,0.17,not owned by a public authority,,not permissioned,,,,15,15,,,2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_017,"""Builders Yard (Elms Garden), Glaziers Lane, Normandy""",3999988.034,-46522.5333,https://www.guildford.gov.uk/media/26693/Builders-Yard-Elms-Garden-Glaziers-Lane-Normandy/pdf/BFLR2017_018,1.25,not owned by a public authority,,not permissioned,,,,15,15,yes,,2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_019,"""Slyfield Area Regeneration Project, Guildford""",3999557.752,-39415.9722,https://www.guildford.gov.uk/media/26695/Slyfield-Area-Regeneration-Project-Guildford/pdf/BFLR2017_019,40,mixed ownership,,not permissioned,,,,1000,1000,,"""2017 Submission Local Plan allocation ref. A24""",2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_020,"""Land at Westway, off Aldershot Road, Guildford""",4000135.172,-41989.1295,https://www.guildford.gov.uk/media/26696/Land-at-Westway-off-Aldershot-Road-Guildford/pdf/BFLR2017_020,0.56,not owned by a public authority,,not permissioned,,,,38,38,yes,"""2017 Submission Local Plan allocation ref. A19""",2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_021,"""Land at Guildford Cathedral, Alresford Road,  Guildford""",4001001.067,-41199.709,https://www.guildford.gov.uk/media/26697/Land-at-Guildford-Cathedral-Alresford-Road-Guildford/pdf/BFLR2017_021,3.28,not owned by a public authority,,not permissioned,,,,93,93,,"""2017 Submission Local Plan allocation ref. A15""",2017-09-27,2017-09-27,
