OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/newcastle-staffs,Newcastle-under-Lyme Borough Council,AB17,"Former working men's club, New Road, Audley",380500.04,350966.03,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NSLI1MBMGW500,0.33,not owned by a public authority,,permissioned,full planning permission,27/05/2016,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?keyVal=NSLI1MBMGW500&activeTab=summary,12,,,yes,15/0692/FUL. Erection of 12 houses,18/12/2017,11/12/2018,
http://opendatacommunities.org/id/district-council/newcastle-staffs,Newcastle-under-Lyme Borough Council,BL24,"Land adjacent 31 Banbury Street, Talke",382763.99,354225.54,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MZJMHBBM4V000,0.27,not owned by a public authority,,permissioned,full planning permission,14/03/2016,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MZJMHBBM4V000,13,,,yes,"14/00027/FUL. Erection of 13 new dwellings with associated access road, parking and landscaping",18/12/2017,11/12/2018,
http://opendatacommunities.org/id/district-council/newcastle-staffs,Newcastle-under-Lyme Borough Council,BL25,"Methodist Church, Chapel Street, Butt Lane",382709.62,354579.04,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N3VI2EBM4V000,0.1,not owned by a public authority,,not permissioned,,,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N3VI2EBM4V000,10,,,,Site lapsed residential planning permission 14/00266/FUL,18/12/2017,11/12/2018,
http://opendatacommunities.org/id/district-council/newcastle-staffs,Newcastle-under-Lyme Borough Council,BL8,"Land to the south of West Avenue, Kidsgrove",382320.75,354379.67,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NNMN7MBMN3F00,1.41,not owned by a public authority,,permissioned,outline planning permission,07/09/2016,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NNMN7MBMN3F00,44,,,,"15/00368/OUT. Outline planning application for residential development for 44 dwellings at West Avenue, Kidsgrove (Phase 4)",18/12/2017,11/12/2018,
http://opendatacommunities.org/id/district-council/newcastle-staffs,Newcastle-under-Lyme Borough Council,CH4,"Wilmott Drive, Cross Heath, Newcastle-under-Lyme",383733.27,347403.55,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ONOB4WBMK6800,8.8,not owned by a public authority,,permissioned,full planning permission,16/05/2018,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ONOB4WBMK6800,276,,,yes,"17/00281/FUL. Development of 276 dwellings, public open space and associated infrastructure works",18/12/2017,11/12/2018,
http://opendatacommunities.org/id/district-council/newcastle-staffs,Newcastle-under-Lyme Borough Council,CT13,"Heathcote Street, Chesterton (Chesterton Ex-Servicemens Club)",383261.93,349639.24,https://www.newcastle-staffs.gov.uk/sites/default/files/IMCE/Planning/Planning_Policy/NonLocal/CT13.pdf,0.1,not owned by a public authority,,not permissioned,,,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JKJST1BM03T00,5,,,,Part of lapsed mixed use residential permission 07/00620/OUT,18/12/2017,11/12/2018,
http://opendatacommunities.org/id/district-council/newcastle-staffs,Newcastle-under-Lyme Borough Council,CT22,Ex Servicemens Club Heathcote Street,383301.66,349652.16,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OQ3EWWBMH0G00,0.31,not owned by a public authority,,permissioned,full planning permission,28/09/2017,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OQ3EWWBMH0G00,14,,,yes,17/00417/FUL. Proposed residential development of 14 dwellings,18/12/2017,11/12/2018,
http://opendatacommunities.org/id/district-council/newcastle-staffs,Newcastle-under-Lyme Borough Council,CT23,"Corona Park, Sandford Street, Chesterton",383316.01,349573.7,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=L7AIQNBM4V000,0.3,not owned by a public authority,,permissioned,full planning permission,07/12/2010,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?keyVal=L7AIQNBM4V000&activeTab=summary,8,,,yes,10/00480/FUL - Development commenced 8 completed.. Erection of 16 terraced dwellings (Amended Description),18/12/2017,11/12/2018,
http://opendatacommunities.org/id/district-council/newcastle-staffs,Newcastle-under-Lyme Borough Council,CT9,"Hulston Site, Birch House Road, Chesterton, Newcastle-under-Lyme",382972.553,350016.82,https://www.newcastle-staffs.gov.uk/sites/default/files/IMCE/Planning/Planning_Policy/NonLocal/CT9.pdf,0.61,not owned by a public authority,,not permissioned,,,,26,,,,Has a resolution to grant planning permission subject to the entering into a section 106 agreement 17/01033/FUL,11/12/2018,11/12/2018,
http://opendatacommunities.org/id/district-council/newcastle-staffs,Newcastle-under-Lyme Borough Council,HD18,"London Road, Chesterton (Bennett Arms)",383898.49,348500.06,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=KGT5XUBM06A00,0.15,not owned by a public authority,,permissioned,full planning permission,22/05/2009,https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?keyVal=KGT5XUBM06A00&activeTab=summary,7,,,,09/00155/FUL  - lapsed permisison for 7 dwellings. Demolition of existing public house and erection of seven dwellings,18/12/2017,11/12/2018,
