OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_003,"""Land at Guildford Park Road Surface Car Park, Guildford GU2 7NF""",498979,149907,https://www.guildford.gov.uk/media/26679/Land-at-Guildford-Park-Road-Surface-Car-Park-Guildford-GU2-7NF/pdf/BFLR2017_003,2.15,owned by a public authority,,permissioned,full planning permission,2017-01-23,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_171221,160,,,yes,"""Application ref. 16/P/01290"". ""Demolition of existing garage buildings and redevelopment of the site to provide 160 residential apartments and houses (Use Class C3) with new infrastructure, parking, access, landscaping, cycle storage and associated facilities including private and communal amenity space together with a five storey 541 space multi-storey public car park (Sui Generis) and 825 sqm. (GEFA) flexible commercial floorspace (Use Class A1, B1 and D2) on the ground floor of the multi-storey car park""",2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_015,"""Works, Poyle Road, Tongham, GU10 1DS""",488668,148980,https://www.guildford.gov.uk/media/26691/Works-Poyle-Road-Tongham-GU10-1DS/pdf/BFLR2017_015,0.12,not owned by a public authority,,not permissioned,,,,10,10,10,,,2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_016,"""Public House, Oxenden Road, Tongham""",488573,149344,https://www.guildford.gov.uk/media/26692/Public-House-Oxenden-Road-Tongham/pdf/BFLR2017_016,0.17,not owned by a public authority,,not permissioned,,,,15,15,15,,,2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_017,"""Builders Yard (Elms Garden), Glaziers Lane, Normandy""",493170,151127,https://www.guildford.gov.uk/media/26693/Builders-Yard-Elms-Garden-Glaziers-Lane-Normandy/pdf/BFLR2017_018,1.25,not owned by a public authority,,not permissioned,,,,15,15,15,yes,,2017-09-27,2017-09-27,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_019,"""Slyfield Area Regeneration Project, Guildford""",500256,151910,https://www.guildford.gov.uk/media/26695/Slyfield-Area-Regeneration-Project-Guildford/pdf/BFLR2017_019,40,mixed ownership,,not permissioned,,,,1000,1000,1000,,"""Local Plan allocation ref. A24. Policy proposes 1,500 homes of which 1,000 will be delivered within the Plan period.""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_020,"""Land at Westway, off Aldershot Road, Guildford""",497705,151087,https://www.guildford.gov.uk/media/26696/Land-at-Westway-off-Aldershot-Road-Guildford/pdf/BFLR2017_020,0.56,not owned by a public authority,,not permissioned,,,,38,38,38,yes,"""Local Plan allocation ref. A19""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_021,"""Land at Guildford Cathedral, Alresford Road,  Guildford""",498524,150003,https://www.guildford.gov.uk/media/26697/Land-at-Guildford-Cathedral-Alresford-Road-Guildford/pdf/BFLR2017_021,3.28,not owned by a public authority,,not permissioned,,,,93,93,93,,"""Local Plan allocation ref. A15""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_022,"""The Plaza, Portsmouth Road, Guildford""",499374,149269,https://www.guildford.gov.uk/media/26698/The-Plaza-Portsmouth-Road-Guildford/pdf/BFLR2017_022,0.38,not owned by a public authority,,not permissioned,full planning permission,2018-03-14,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_177442,90,90,90,,"""Local Plan allocation ref. A1. Current permitted scheme not considered viable by applicant and site is no longer for sale, therefore site remains available for residential development.""",2019-11-01,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_023,"""Jewsons, Walnut Tree Close, Guildford""",499080,150056,https://www.guildford.gov.uk/media/26699/Jewsons-Walnut-Tree-Close-Guildford/pdf/BFLR2017_023,0.64,not owned by a public authority,,not permissioned,,,,175,175,175,,"""Local Plan allocation ref. A4""",2017-09-27,2019-11-01,
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_024,"""Surrey Police Headquarters, Mount Browne, Sandy Lane, Guildford""",498881,147960,https://www.guildford.gov.uk/media/26700/Surrey-Police-Headquarters-Mount-Browne-Sandy-Lane-Guildford/pdf/BFLR2017_024,5.9,not owned by a public authority,,not permissioned,,,,116,116,116,,"""Local Plan allocation ref. A33""",2017-09-27,2019-11-01,
