OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,E/ANSF/0010/,"""Land at Ansford Farm, Cumnock Road, Castle Cary""",348440,128762,https://www.southsomerset.gov.uk/media/902300/ansf0010.pdf,0.15,not owned by a public authority,,not permissioned,,,,5,5,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,E/CACA/1101,"""BMI Site, Cumnock Road, Castle Cary""",346346,119213,https://www.southsomerset.gov.uk/media/902307/caca1101.pdf,1.3,not owned by a public authority,,not permissioned,,,,29,32,,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,E/CACA/B001,"""Constitutional Club, Station Road, Castle Cary""",345776,118521,https://www.southsomerset.gov.uk/media/903713/cacab001.pdf,0.2,not owned by a public authority,,permissioned,outline planning permission,20/06/2016,,8,8,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,E/LIMI/B001,"""The Old Forge, Limington""",350445,115433,https://www.southsomerset.gov.uk/media/902342/limib001.pdf,0.31,not owned by a public authority,,permissioned,outline planning permission,23/02/2017,,5,5,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,E/NOCA/B001,"""Harvester Works, Mayfield Close, Galhampton""",344933,112345,https://www.southsomerset.gov.uk/media/902350/nocab001.pdf,0.5,not owned by a public authority,,permissioned,full planning permission,09/10/2013,,14,14,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,E/SPAR/0005/,"""Haynes Publishing, High Street, Sparkford""",345401,108487,https://www.southsomerset.gov.uk/media/902346/spar0005.pdf,2.3,not owned by a public authority,,permissioned,outline planning permission,29/03/2017,,37,48,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,E/WINC/0007/,"""The Tythings, Southgate Road, Wincanton""",348606,128533,https://www.southsomerset.gov.uk/media/902296/winc0007-b001.pdf,2.73,not owned by a public authority,,not permissioned,,,,49,55,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,E/WINC/B001,"""Former Works, Southgate Road, Wincanton""",363706,132229,https://www.southsomerset.gov.uk/media/902293/wincb001.pdf,0.03,not owned by a public authority,,permissioned,full planning permission,30/01/2007,,19,19,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,N/HEUP/B001,"""Great Orchard Stores. Brookland Road, Huish Episcopi""",342796,127317,https://www.southsomerset.gov.uk/media/902361/huepb001.pdf,0.08,not owned by a public authority,,permissioned,full planning permission,28/07/2006,,8,8,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,N/MART/0005,"""Rear of the Rose & Crown, Hurst, Bower Hinton""",353994,122466,https://www.southsomerset.gov.uk/media/902326/mart0005.pdf,0.25,not owned by a public authority,,not permissioned,,,,5,5,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,N/MART/B001,"""Burfield Gloves, Manor Road, Martock""",371283,122590,https://www.southsomerset.gov.uk/media/902323/martb001.pdf,0.2,not owned by a public authority,,not permissioned,,,,4,4,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,N/SOME/0800,"""Land at Etsome Terrace, Somerton""",371283,122590,https://www.southsomerset.gov.uk/media/902319/some0800.pdf,0.4,not owned by a public authority,,permissioned,full planning permission,01/12/2016,,10,10,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,N/SOME/B001,"""Former Garage Site, West Street, Somerton""",342706,116491,https://www.southsomerset.gov.uk/media/902316/someb001.pdf,0.16,not owned by a public authority,,permissioned,full planning permission,26/01/2017,,6,6,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,N/SOPE/0013,"""Parkway Farm, West Street, South Pertherton""",363571,129882,https://www.southsomerset.gov.uk/media/902330/sope0013.pdf,4.2,not owned by a public authority,,permissioned,full planning permission,19/09/2016,,4,4,yes,,16/11/2017,31/08/2018,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,S/BRYM/0004/,"""Land off George Smith Way, Yeovil""",331788,109083,https://www.southsomerset.gov.uk/media/902254/brym0004.pdf,8.9,mixed ownership,,not permissioned,,,,65,75,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,S/BRYM/0501,"""Land at Yeovil Town FC""",332472,108449,https://www.southsomerset.gov.uk/media/927003/sbrym0501.pdf,3.57,not owned by a public authority,,not permissioned,,,,10,10,yes,,31/08/2018,31/08/2018,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,S/ODCO/1101/,"""Manor Farm, Street Lane, Odcombe""",350445,115433,https://www.southsomerset.gov.uk/media/902357/odco1101.pdf,0.7,not owned by a public authority,,not permissioned,,,,7,17,,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,S/YEOV/0005,"""Land at Eastville Road""",351892,117192,https://www.southsomerset.gov.uk/media/927000/yeov0005.pdf,0.1,not owned by a public authority,,not permissioned,,,,20,20,yes,,31/08/2018,31/08/2018,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,S/YEOV/0008,"""Former Bus Depot""",332375,108484,https://www.southsomerset.gov.uk/media/926996/yeov0008.pdf,0.5,not owned by a public authority,,not permissioned,,,,100,100,yes,,31/08/2018,31/08/2018,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,S/YEOV/1300/,"""Former Box Factory, South Street, Yeovil""",334852,116067,https://www.southsomerset.gov.uk/media/902236/yeov1300.pdf,0.5,owned by public authority,,not permissioned,,,,20,20,,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,S/YEOV/1302/,"""Former Cattle Market, Yeovil""",355887,116168,https://www.southsomerset.gov.uk/media/902247/yeov1302.pdf,2.1,not owned by a public authority,,not permissioned,,,,100,120,,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,S/YEOV/B001,"""3, Newtown Road, Yeovil""",356207,116034,https://www.southsomerset.gov.uk/media/902239/yeovb001.pdf,0.21,not owned by a public authority,,permissioned,full planning permission,31/03/2017,,85,85,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,S/YEOV/B002,"""108/110 West Coker Road, Yeovil""",354030,114559,https://www.southsomerset.gov.uk/media/902250/yeovb002.pdf,0.7,not owned by a public authority,,permissioned,full planning permission,11/08/2017,,9,9,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,S/YEOV1303/,"""Petters Way Car Park, Yeovil""",355515,115791,https://www.southsomerset.gov.uk/media/902244/yeov1303.pdf,0.6,owned by a public authority,,not permissioned,,,,9,9,,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,W/CHAR/0019/,"""Land off Boden Street and Silver Street, Chard""",332632,108728,https://www.southsomerset.gov.uk/media/902262/char0019-b002.pdf,1.4,mixed ownership,,not permissioned,,,,8,20,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,W/CHAR/B001,"""Slades Garage, Touchstone Lane, Chard""",344861,109177,https://www.southsomerset.gov.uk/media/902265/charb001.pdf,0.14,not owned by a public authority,,permissioned,full planning permission,23/11/2016,,6,6,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,W/CHAR/B002,"""Former Tyre Depot, Silver Street, Chard""",344006,109869,https://www.southsomerset.gov.uk/media/927040/char0019-b002.pdf,0.14,not owned by a public authority,,permissioned,full planning permission,10/10/2008,,22,22,yes,,16/11/2017,16/11/2017,
http://opendatacommunities.org/id/district-council/south-somerset,South Somerset,W/CHAR/B003,"""Church Hall, East Street, Chard""",344084,109266,https://www.southsomerset.gov.uk/media/902268/charb003.pdf,0.09,not owned by a public authority,,permissioned,full planning permission,22/07/2016,,10,10,yes,,16/11/2017,16/11/2017,
