OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL02,"""GreenLane""",407070.354,453870.513,,4.36,Notownedbyapublicauthority,,Not permissioned,,,,,,,No,,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL03,"""LandatCollegeFarm""",400596.835,448570.121,,0.616,Notownedbyapublicauthority,,Permissioned,Full planning permission,2017-06-06 00:00:00,https://publicaccess.cravendc.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZYYFKJV947,5,,,Yes,Planning permission has not yet been implemented.. The demolition of existing agricultural buildings and erection of 5 dwellings and a B1 office - resubmission of withdrawn application 11/2016/17253,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL04,"""RichardThornton'sCEPrimarySchool""",364817.015,472265.051,,0.73,Notownedbyapublicauthority,,Not permissioned,,,,,15,,Yes,Land allocated within Draft Local Plan,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL05,"""KeasdenWaterTreatmentWorks""",372290.07,462655.707,,0.37,Notownedbyapublicauthority,,Not permissioned,,,,,,,No,,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL06,"""StationWorksnorthofCononleyLane""",399337.42,446920.209,,2.16,Notownedbyapublicauthority,,Pending decision,Full planning permission,,https://publicaccess.cravendc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=ZZZZYZFKJV814,92,93,,Yes,"Land allocated within Draft Local Plan. Redevelopment of former mill site to include the conversion and extension of mill building to provide 46 apartments, restoration of existing house attached to the mill building, 1,445 sqm of new B1 commercial floorspace and 46 dwellings on the remainder of the site.. The site will also aim to provide 1,445 sqm of B1 use.",2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL07,"""LandatStationYard""",392714.182,449566.181,,0.46,Notownedbyapublicauthority,,Not permissioned,,,,,,,No,,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL08,"""FormerHighwaysDepotoffEshtonRoad""",393523.933,454503.114,,0.5,Notownedbyapublicauthority,,Not permissioned,,,,,,,No,,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL09,"""NevilleHouse,NevilleCrescent""",392935.844,454263.713,,0.42,Ownedbyapublicauthority,,Not permissioned,,,,,14,,Yes,Land allocated within Draft Local Plan,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL10,"""FredGreenandSonLtd,CanalWaterhouse,EshtonRoad""",393418.563,454543.69,,1.12,Notownedbyapublicauthority,,Not permissioned,,,,,,,Yes,,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL11,"""SystagenixFactorySite""",393842.898,454348.763,,8.21,Notownedbyapublicauthority,,Not permissioned,,,,,,,No,,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL12,"""LandatMartonRoad""",392292.78,453929.025,,0.74,Notownedbyapublicauthority,,Not permissioned,,,,,,,No,,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL13,"""GolfClubcarparkandclubhouse,RobinLane""",366934.432,469906.131,,0.67,Notownedbyapublicauthority,,Not permissioned,,,,,,,No,,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL14,"""BankHeadwestofRobinLanesouthofLakeberDrive""",366872.431,469571.295,,0.84,Notownedbyapublicauthority,,Not permissioned,,,,,,,No,,2018-01-09 00:00:00,2018-02-02 00:00:00,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL15,"""PrimaryschooleastofRobinLane,westofLowcroft""",366936.22,469312.54,,0.962,Ownedbyapublicauthority,,Pending decision,Full planning permission,,https://publicaccess.cravendc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=OZ1FM5FKGPB00,72,70,,Yes,"Land allocated within Draft Local Plan. Residential development for extra care housing comprising 64 apartments and 8 bungalows including associated parking, landscaping and formation of new access off Robin Lane.",2018-01-09 00:00:00,2018-02-02 00:00:00,
