OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR1,"Deans Yard, South Road, Baldock",525107.28,233548.95,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Baldock%20Sites.pdf,0.32,not owned by a public authority,,Not permissioned,,,,20,20,20,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR2,"Land at Icknield Way, Baldock",524255.73,234137.17,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Baldock%20Sites.pdf,0.52,not owned by a public authority,,Not permissioned,,,,26,26,26,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR5,"Former B&Q, at junction of Nightingale and Walsworth Road, Hitchin",519255.59,229763.25,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,0.68,not owned by a public authority,,Not permissioned,,,,60,60,60,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR8,"Chas Lowe, London Road, Knebworth",525122.24,220165.17,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Knebworth%20Sites.pdf,0.41,not owned by a public authority,,Not permissioned,,,,14,14,14,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR9,"Pixmore Centre, Pixmore Avenue, Letchworth",522467.85,232957.68,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,0.39,not owned by a public authority,,Not permissioned,,,,31,31,31,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR10,"Freeman House, Radburn Way, Letchworth",522819.66,232146.65,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,0.31,public authority,,Permissioned,Outline planning permission,2016-08-25,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYUZLKID974&activeTab=summary,8,,,Yes,. Outline application (all matters reserved except access) for a residential development comprising of 8 dwellings including new access from Radburn Way following demolition of existing elderly persons' home,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR11,"Foundation House, Icknield Way, Letchworth",522491.20,233389.39,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,0.78,not owned by a public authority,,Not permissioned,,,,47,47,47,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR12,"Glebe Road industrial estate, Letchworth",522294.87,233371.86,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,0.26,not owned by a public authority,,Pending decision,,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PJMN5ZLKKGW00,9,9,9,Yes,". Erection of 9 x 3 bedroom dwellings following demolition of existing industrial buildings, with all associated landscaping and ancillary works, including creation of new highway and pedestrian access.",2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR13,"Hamonte, Letchworth",523093.21,231817.53,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,1.16,not owned by a public authority,,Permissioned,Full planning permission,2017-05-26,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV2LKID807&activeTab=summary,30,,,Yes,". 3/4 storey building to provide 71 x 2-bedroom assisted living apartments together with communal facility and amenity area, provision of refuse & cycle store and 76 parking spaces for residents, staff and visitors and all associated works following demolition of existing 39 unit sheltered apartment scheme.",2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR14,"Nursery, Icknield Way, Letchwoth",521402.18,232780.77,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,0.43,not owned by a public authority,,Not permissioned,,,,8,8,8,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR15,"Site at Birds Hill, Letchworth",522401.22,232952.34,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,0.60,not owned by a public authority,,Not permissioned,,,,48,48,48,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR16,"Garages, Icknield Way, Letchworth",521232.35,232672.66,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,0.69,not owned by a public authority,,Not permissioned,,,,25,25,25,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR17,"Former Depot, Icknield Way, Letchworth",522920.34,233409.82,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,0.92,mixed ownership,,Not permissioned,,,,55,55,55,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR18,"Land at Birds Hill, Letchworth",522389.71,233037.76,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,1.07,not owned by a public authority,,Not permissioned,,,,86,86,86,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR19,"Anglian Business Park, Orchard Road, Royston",535058.36,241252.08,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Royston%20Sites.pdf,1.19,not owned by a public authority,,Not permissioned,,,,48,48,48,Yes,,2017-12-31,2018-12-31,
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR20,"Land at Lumen Road, Royston",535679.17,241148.47,https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Royston%20Sites.pdf,0.28,not owned by a public authority,,Permissioned,,2018-02-22,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV0LKID067&activeTab=summary,15,15,15,Yes,". Erection of 15 dwellings comprising 4 x two bedroom houses, 3 x three bedroom houses and 8 x two bedroom flats with associated parking, landscaping and ancillary works following demolition of existing depot building (as amended).",2017-12-31,2018-12-31,
