OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/braintree,Braintree District Council,BCBG144,"Carier Site, East Street, Braintree",576577,223137,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2.13,not owned by a public authority,,permissioned,reserved matters approval,30/11/2018,,,,yes,"Outline permission 15/01366/OUT - (granted 10th July 2017). 18/00613/REM - Application for approval of Reserved Matters for 'Access', 'Appearance', 'Landscaping', 'Layout', and 'Scale' for erection of 74 dwellings pursuant to outline planning permission",22/12/2017,22/12/2018,
http://opendatacommunities.org/id/district-council/braintree,Braintree District Council,BRS35,"The Rose and Crown, Masefield Road, Braintree",576033,221930,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,0.09,not owned by a public authority,,pending decision,full planning permission,,,,,yes,". Erection of 14no. flats, new vehicular access, basement parking and amenity areas (application pending decision 18/00195/FUL). Previous application 14/01115/FUL has expired.",22/12/2017,22/12/2018,
http://opendatacommunities.org/id/district-council/braintree,Braintree District Council,GRYE 275,"Hunnable Industrial Estate, Great Yeldham",575955,238094,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,2.19,not owned by a public authority,,permissioned,outline planning permission,09/07/2015,,,,yes,Reserve Matters pending 18/01475/REM. 14/01254/OUT - Erection of up to 60 no. dwellings and community use area,22/12/2017,22/12/2018,
http://opendatacommunities.org/id/district-council/braintree,Braintree District Council,15/01103/OUT,"Universal Garage, The Street, Hatfield Peverel",579332,211873,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,0.22,not owned by a public authority,,permissioned,outline planning permission,18/08/2016,,,,yes,". Demolish workshop and vehicle sales buildings, cease vehicle sales use and erection of 7 no. two storey terrace dwellings and 2 no. detached dwellings, formation of new vehicular access on the The Street, layout parking spaces and form private amenity areas.",22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,Braintree District Council,16/00850/FUL,"Former Courtauld Boiler Building Factory, Lane West, Halstead",581406,230316,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,0.3,not owned by a public authority,,permissioned,full planning permission,19/07/2017,,,,yes,". Change of use of existing former Courtauld boiler buildings to create 22 flats together with commercial storage, landscaping and car parking",22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,Braintree District Council,16/01525/OUT,"4 Helions Road, Steeple Bumpstead",567487,240921,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,0.84,not owned by a public authority,,permissioned,outline planning permission,12/01/2017,,,,yes,. Application for outline planning permission with all matters reserved - redevelopment of an agricultural machinery depot to residential development of 9no. three bedroom dwellings with associated works,22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,Braintree District Council,16/00661/FUL,"Garage Site, Lancaster Way, Braintree",575169,223900,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,0.14,not owned by a public authority,,permissioned,full planning permission,21/07/2016,,,,yes,. Demolition of existing garages and erection of 7 no. apartments contained within one block,22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,Braintree District Council,17/01340/FUL,"28-30 Trinity Street, Halstead",581046,230530,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,0.02,not owned by a public authority,,permissioned,full planning permission,23/11/2017,,,,yes,". Change of use of building from commercial to 6 no. one bedroom flats and a commercial unit at ground floor level, together with internal and external alterations",22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,Braintree District Council,16/00418/FUL,"Units 1 and 2 Tey Grove, Gt Domseys Farm, Domsey Chase, Feering",588790,221748,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,0.26,not owned by a public authority,,permissioned,full planning permission,10/06/2016,,,,yes,. Proposed alterations and landscaping following approval under ref 13/00005/COUPA that allowed for the conversion of vacant office building to residential use comprising 11 no. dwellings,22/12/2017,22/12/2017,
http://opendatacommunities.org/id/district-council/braintree,Braintree District Council,16/01470/FUL,"Bardfield Centre, Braintree Road, Great Bardfield",567754,230179,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,0.41,not owned by a public authority,,permissioned,full planning permission,28/04/2017,,,,yes,". The conversion of existing commercial buildings to form 8 no. residential units with associated landscaping, creation of vehicular access and demolition of Unit 13 and a storage building to facilitate amended car parking provision",22/12/2017,22/12/2017,
