OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-3264,93 Gordon Road  SE15 3RR,534795.94,176202.45,,0.01,unknown ownership,,permissioned,full planning permission,2016-10-07,,0,0,yes,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-4085,42 Harper Road  SE1 6AD,532438.36,179196.16,,0.02,unknown ownership,,permissioned,full planning permission,2017-02-24,,0,0,yes,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-3784,Rear Of 2 And 3 Calverts Building 52 Borough High Street  SE1 1XN,532546.05,180083.04,,0.04,unknown ownership,,permissioned,full planning permission,2017-03-02,,0,0,yes,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-1883,80 Peckham High Street  SE15 5ED,534185.09,176719.23,,0.0,unknown ownership,,permissioned,full planning permission,2015-07-09,,0,0,yes,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-2864,91-93 Queens Road  SE15 2EZ,534791.0,176800.61,,0.04,unknown ownership,,permissioned,full planning permission,2017-01-26,,0,0,yes,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,12-AP-4126,Decathlon And What Surrey Quays Road  SE16 2XU,535708.44,179443.22,,3.66,unknown ownership,,permissioned,outline planning permission,2013-12-20,,0,0,yes,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-2436,179 Ilderton Road  SE16 3LA,535249.75,178043.01,,0.05,unknown ownership,,permissioned,full planning permission,2016-09-19,,0,0,yes,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-5094,4-7 Sudrey Street  SE1 1PF,532131.81,179761.69,,0.02,unknown ownership,,permissioned,full planning permission,2016-07-21,,0,0,yes,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-3024,Former Lesoco Campus Ufford Street  SE1 8LE,531546.59,179912.62,,0.4,unknown ownership,,permissioned,full planning permission,2017-03-28,,0,0,yes,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-1089,6 Peckham Park Road  SE15 6TW,534427.94,177790.26,,0.02,unknown ownership,,permissioned,full planning permission,2016-06-10,,0,0,yes,,2017-12-20,2017-12-20,
