OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
Forest Heath,,,"""WarrenClose,Brandon""",,,My West Suffolk,0.39,not owned by a public authority,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
Forest Heath,,,"""LandOffGasHouseLane,Brandon""",,,My West Suffolk,0.35,not owned by a public authority,,pending decision,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
Forest Heath,,,"""Landrearof65,69,73StationRoad,Lakenheath""",,,My West Suffolk,0.81,unknown ownership,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
Forest Heath,,,"""MatthewsNurserySite,DumplingBridgeLane,Lakenheath""",,,My West Suffolk,1.86,mixed ownership,,pending decision,reserved matters approval,2015-08-06 00:00:00,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
Forest Heath,,,"""DistrictCouncilOffices,CollegeHeathRoad,Mildenhall""",,,My West Suffolk,2.01,owned by public authority,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
Forest Heath,,,"""LandAtWamilCourt,Mildenhall""",,,My West Suffolk,0.62,owned by public authority,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
Forest Heath,,,"""FormerSwimmingPoolSite,Newmarket""",,,My West Suffolk,0.26,not owned by a public authority,,permissioned,outline planning permission,2016-03-10 00:00:00,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
Forest Heath,,,"""StFelixMiddleSchoolSite,Newmarket""",,,My West Suffolk,1.39,owned by public authority,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
Forest Heath,,,"""LandOffTurnpikeRoad,RedLodge""",,,My West Suffolk,2.56,mixed ownership,,pending decision,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""BuryStEdmundsGardenCentre,BuryStEdmunds""",,,My West Suffolk,1.37,not owned by a public authority,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""GaragesAndBusDepot,CottonLane,BuryStEdmunds""",,,My West Suffolk,0.65,not owned by a public authority,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""HospitalSite,HospitalRoad,BuryStEdmunds""",,,My West Suffolk,1.59,owned by public authority,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""LandAtRamMeadow,BuryStEdmunds""",,,My West Suffolk,0.98,owned by public authority,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""SchoolYard,BuryStEdmunds""",,,My West Suffolk,0.28,mixed ownership,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""StationHill,BuryStEdmunds""",,,My West Suffolk,1.41,not owned by a public authority,,permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""TayfenRoad,BuryStEdmunds""",,,My West Suffolk,2.2,mixed ownership,,permissioned,outline planning permission,2017-12-01 00:00:00,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""WeymedSite,BuryStEdmunds""",,,My West Suffolk,0.37,not owned by a public authority,,permissioned,full planning permission,2017-08-08 00:00:00,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""AttertonAndEllisSite,Haverhill """,,,My West Suffolk,0.56,not owned by a public authority,,permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""FormerGasworks,WithersfieldRoad,Haverhill""",,,My West Suffolk,0.25,not owned by a public authority,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
St Edmundsbury,,,"""FormerWestfieldPrimarySchool,ManorRoad,Haverhill""",,,My West Suffolk,0.44,owned by public authority,,not permissioned,,,,,,yes,,2017-09-01 00:00:00,2018-12-13 00:00:00,
