OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/rushcliffe,Rushcliffe Borough Council,SHLAA127,"""Flintham Islamic Institute, Flintham""",473722,346825,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/127.pdf,3.45,not owned by a public authority,,permissioned,outline planning permission,22/09/2016,https://planningon-line.rushcliffe.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NZLCPLNLL3L00,,,yes,"""Permission 15/03060/OUT""
95 dwelling redevelopment of the Former Islamic Institute
https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NE9IFMNL08H00",11/12/2017,11/12/2017,
http://opendatacommunities.org/id/district-council/rushcliffe,Rushcliffe Borough Council,SHLAA275,"""West Bridgford Depot, West Bridgford""",459286,337134,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/275.pdf,1.7,owned by a public authority,,not permissioned,,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000CCHNLLI000,50,60,yes,"""Suggested number of dwellings from SHLAA: 50""
SHLAA assessment 50 dwellings
",11/12/2017,28/08/2018,
http://opendatacommunities.org/id/district-council/rushcliffe,Rushcliffe Borough Council,SHLAA287,"""Former Filling Station, Radcliffe Road, West Bridgford""",458369,338187,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/287.pdf,0.1,not owned by a public authority,,not permissioned,,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000H06NLLI000,6,10,yes,"""Planning permission 13/01936/FUL expired 2018""
6 self contained flats within a mixed use development
https://planningon-line.rushcliffe.gov.uk/online-applications/applicationDetails.do?keyVal=MTXV7MNL07T00&activeTab=summary",11/12/2017,28/08/2018,
http://opendatacommunities.org/id/district-council/rushcliffe,Rushcliffe Borough Council,SHLAA319,"""Land between Lady Bay Bridge and Radcliffe Road, West Bridgford""",458606,338317,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/319.pdf,0.15,not owned by a public authority,,permissioned,full planning permission,17/11/2016,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=H8V0HENL04000,,,yes,"""Planning permission 16/01118/FUL""
48 apartments within a four storey building
https://planningon-line.rushcliffe.gov.uk/online-applications/applicationDetails.do?keyVal=O6DPXLNLMSW00&activeTab=summary",11/12/2017,11/12/2017,
http://opendatacommunities.org/id/district-council/rushcliffe,Rushcliffe Borough Council,SHLAA331,"""1-27 Loughborough Road & 2-6 Bridgford Road, West Bridgford""",458309,338020,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/331.pdf,0.7,not owned by a public authority,,not permissioned,,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=I8I0DWNL04000,215,230,yes,"""Extended planning permission expired however still potential for brownfield development""
215 residential apartments
https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=I8I0DWNL04000",11/12/2017,28/08/2018,
http://opendatacommunities.org/id/district-council/rushcliffe,Rushcliffe Borough Council,SHLAA502,"""Former RAF Newton, Newton""",468900,341069,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/502.pdf,35.4,not owned by a public authority,,permissioned,outline planning permission,30/01/2014,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NMYENNNL08H00,,,yes,"""Outline planning permission 10/02105/OUT granted in 2013. Number of dwellings in permisison: up to 550. Variation of conditions that required footbidge, 50 live work units and affordable housing provision approved Sept 2018.""
up to 500 dwellings and up to 50 live work units
https://planningon-line.rushcliffe.gov.uk/online-applications/applicationDetails.do?keyVal=LEHRQZNL01000&activeTab=summary",11/12/2017,16/01/2019,
http://opendatacommunities.org/id/district-council/rushcliffe,Rushcliffe Borough Council,SHLAA802,"""15 Parkyns Street, Ruddington""",457262,332975,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/802.pdf,0.05,not owned by a public authority,,not permissioned,,22/05/2015,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0097JGNLDT000,,,yes,"""Planning permission 14/01812/FUL Expired 2018 ""
5 terraced residential properties
https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0097JGNLDT000",11/12/2017,16/01/2019,
http://opendatacommunities.org/id/district-council/rushcliffe,Rushcliffe Borough Council,SHLAA860,"""Pedigree Wholesale, The Crescent, Radcliffe on Trent""",465262,339490,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/860.pdf,0.5,not owned by a public authority,,not permissioned,,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IP83JWNLD7000,10,15,yes,"""Suggested number of dwellings from SHLAA: 15""
10-15 residential dwellings as defined in a pre application for the site
",11/12/2017,12/12/2017,
http://opendatacommunities.org/id/district-council/rushcliffe,Rushcliffe Borough Council,SHLAA916,"""56-62 Radcliffe Road, West Bridgford""",458864,338182,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/916.pdf,0.09,not owned by a public authority,,permissioned,full planning permission,31/08/2016,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0094KPNLDT000,,,yes,"""Extant Planning permission 16/01767/FUL. Application for 7 flats and 2 bungalows is pending determination""
6 apartments on land to side of existing office building
https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0094KPNLDT000",12/12/2017,16/01/2019,
http://opendatacommunities.org/id/district-council/rushcliffe,Rushcliffe Borough Council,SHLAA919,"""John Germans Drovers, 37 Gordon Road, West Bridgford""",458909,337245,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/919.pdf,0.02,not owned by a public authority,,permissioned,full planning permission,08/03/2017,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000HEANLLI000,,,yes,"""Planning permission 16/02908/FUL""
9 residential units
https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000HEANLLI000",12/12/2017,12/12/2017,
