OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-022,York Barbican Paragon Street,460848,451211,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.96,not owned by a public authority,,permissioned,full planning permission,2017-08-24T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,187,,,yes,"13/02135/FULM. Erection of 1 no. part 4/part 5 storey building comprising 175no. apartments and 1 no. 3 storey building comprising 12no. apartments with associated access, parking and landscaping",2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-013,Garage Court Site at Challoner Road,457993,449082,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.12,owned by a public authority,,permissioned,full planning permission,2014-08-08T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,8,,,yes,14/01191/FUL. Residential development to include 6no. apartments and 2no. houses with associated parking and landscaping,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-014,1-12 Kensal Rise,460937,450731,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.15,not owned by a public authority,,permissioned,full planning permission,2015-01-09T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,6,,,yes,"14/01857/FUL. Additional floor to accommodate 6no. roof top apartments with three new staircase pods and associated cycle stores, bin stores and parking to 1-12 Kensal Rise",2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-023,Del Monte Skelton Park Trading Estate Skelton,456799,455860,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2.29,not owned by a public authority,,permissioned,outline planning permission,2016-03-09T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,60,,,yes,14/01478/OUTM. Residential development for up to 60 dwellings,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-018,G1 Newbury Avenue,457830,450303,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.28,owned by a public authority,,permissioned,planning permission granted under an order,2014-10-08T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,9,,,yes,14/01517/GRG3. Erection of 9no. apartments with associated parking and landscaping following demolition of garages,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-025,"Hungate Development Site (Blocks D, F, G & H)",460784,451839,https://www.york.gov.uk/downloads/download/4172/brownfield_register,4.1,not owned by a public authority,,permissioned,outline planning permission,2006-07-18T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,683,,,yes,"15/01709/OUTM. Outline application for Blocks G and H comprising either use class C3 or C2 and flexible commercial uses. Full application for Block D (186 residential units); and Block F (101 residential units), community centre (use class D1) and multi-storey car park",2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-003,Car Parking Area Holgate Road,459499,451253,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.03,not owned by a public authority,,permissioned,full planning permission,2016-03-01T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,6,,,yes,15/02295/FUL. Erection of 3 storey block of 6 no. Apartments,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-007,Colin Hicks Motors Garage & Yard to R/O 33 Bootham,460061,452367,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.05,not owned by a public authority,,permissioned,full planning permission,2016-07-07T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,9,,,yes,15/02762/FUL. Erection of 9no. apartments and single storey detached refuse/recycling store following demolition of existing workshop/garage (B1c),2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-009,26-30 Swinegate,460384,451954,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.06,not owned by a public authority,,permissioned,full planning permission,2016-10-07T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,8,,,yes,"16/01532/FUL. Conversion of upper floors of 4-6 Church Street and 26-30 Swinegate (use Class B1a) to form 8no. apartments, bin/recycling storage at ground floor and alterations to ground floor shop front",2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-001,Mack & Lawler Builders Ltd 2a Low Ousegate,460245,451681,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.02,not owned by a public authority,,permissioned,other,2017-03-06T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,8,,,yes,16/02710/ORC. Proposed change of use from offices to flats (use class C3) under Class J Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 (resubmission),2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-024,The Cocoa Works Haxby Road,460535,453542,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2.35,not owned by a public authority,,permissioned,full planning permission,2017-09-14T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,258,,,yes,17/00284/FULM. Conversion and extension of the former Confectionery blocks to 258no. apartments; demolition of buildings and extension to accommodate concierge and community room; erection of convenience store,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-002,Pizza Hut Ltd 10 Pavement,460479,451774,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.03,not owned by a public authority,,permissioned,full planning permission,2017-06-09T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,8,,,yes,"17/00835/FUL. Change of use of first, second and third floors(use Class A3) to 8no. residential units (Use Class C3)",2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-010,The Fleeting Arms 54 Gillygate,460219,452399,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.07,not owned by a public authority,,permissioned,full planning permission,2017-10-06T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,17,,,yes,17/00580/FULM. Conversion of ground floor public house (use class A4) to retail (use class A1) with new shop front and change of use of first and second floors to student residential accommodation (18no. studio apartments) with first floor rear extension,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-017,Ryedale House 58-60 Piccadilly,460639,451481,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.24,not owned by a public authority,,permissioned,other,2016-12-23T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,73,,,yes,16/02022/ORC. Proposed change of use from offices to 73 apartments (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-021,Hudson House Toft Green,459759,451619,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.55,not owned by a public authority,,permissioned,full planning permission,2017-08-23T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,127,,,yes,"17/00576/FULM. Erection of 4 no. buildings comprising 127no. flats (C3), office (B1a) use and office or restaurant (B1 or A3)  uses following the demolition of existing office building (B1a)",2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-015,Coal Yard 11 Mansfield Street,460990,452131,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.16,not owned by a public authority,,permissioned,full planning permission,2016-11-23T00:00:00.000Z,https://www.york.gov.uk/SearchPlanningApplications,32,,,yes,15/01571/FULM. Erection of four storey block for student accommodation (84 units) following demolition of existing building,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,
