OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/east-cambridgeshire,East Cambridgeshire District Council,Site/02/08,"Police Station, 12, Bell Road, Bottisham, CAMBRIDGE, CB25 9DF",554254.5101,260699.5298,https://www.eastcambs.gov.uk/sites/default/files/Site_02_08.pdf,0.11,owned by a public authority,permissioned,full planning permission,09/03/2017,http://pa.eastcambs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFM1FRGGKPB00,yes,,,,,12/12/2017,12/12/2017,
http://opendatacommunities.org/id/district-council/east-cambridgeshire,East Cambridgeshire District Council,Site/05/06,Former D S Smith Site Reach Road Burwell Burwell CB25 0AH,"558,600.24","265,677.88",https://www.eastcambs.gov.uk/sites/default/files/Site_05_06.pdf,3.06,not owned by a public authority,permissioned,reserved matters approval,10/11/2015,http://pa.eastcambs.gov.uk/online-applications/applicationDetails.do?keyVal=NWOI9ZGGFM100&activeTab=summary,yes,,,,,12/12/2017,12/12/2017,
http://opendatacommunities.org/id/district-council/east-cambridgeshire,East Cambridgeshire District Council,Site/06/05,"1, Oak Lane, Cheveley, NEWMARKET, CB8 9RA",568338.0301,259915.1992,https://www.eastcambs.gov.uk/sites/default/files/Site_06_05.pdf,0.51,not owned by a public authority,permissioned,outline planning permission,14/09/2016,http://pa.eastcambs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O1JVLLGGIUA00,yes,,,,,12/12/2017,12/12/2017,
http://opendatacommunities.org/id/district-council/east-cambridgeshire,East Cambridgeshire District Council,Site/10/11,"The Grange, Nutholt Lane, Ely CB7 4EE","554,101.44","280,502.27",https://www.eastcambs.gov.uk/sites/default/files/Site_10_11.pdf,0.61,owned by a public authority,not permissioned,,,,yes,,,,,12/12/2017,12/12/2017,
http://opendatacommunities.org/id/district-council/east-cambridgeshire,East Cambridgeshire District Council,Site/10/12,"Paradise Leisure Centre, Newnham St, Ely CB7 4PQ","554,307.97","280,630.23",https://www.eastcambs.gov.uk/sites/default/files/Site_10_12.pdf,1,owned by a public authority,not permissioned,,,,yes,,,,,12/12/2017,12/12/2017,
http://opendatacommunities.org/id/district-council/east-cambridgeshire,East Cambridgeshire District Council,Site/10/19,"Station Gateway, Angel Drove, Ely","554,215.59","279,497.92",https://www.eastcambs.gov.uk/sites/default/files/Site_10_19.pdf,11.41,not owned by a public authority,not permissioned,,,,yes,,,,,12/12/2017,12/12/2017,
http://opendatacommunities.org/id/district-council/east-cambridgeshire,East Cambridgeshire District Council,Site/10/28,"Princess of Wales Hospital, Lynn Road, Ely CB6 1DN","554,903.85","281,897.67",https://www.eastcambs.gov.uk/sites/default/files/Site_10_28.pdf,4.03,owned by a public authority,not permissioned,,,,yes,,,,,12/12/2017,12/12/2017,
http://opendatacommunities.org/id/district-council/east-cambridgeshire,East Cambridgeshire District Council,Site/10/31,Land At Barton Road Car Park Barton Road Ely Cambridgeshire,"553,780.03","280,015.20",https://www.eastcambs.gov.uk/sites/default/files/Site_10_31.pdf,0.19,owned by a public authority,permissioned,reserved matters approval,28/12/2016,http://pa.eastcambs.gov.uk/online-applications/applicationDetails.do?keyVal=NXYI08GGGGP00&activeTab=summary,yes,,,,,12/12/2017,12/12/2017,
http://opendatacommunities.org/id/district-council/east-cambridgeshire,East Cambridgeshire District Council,Site/10/32,"Lisle Lane, Ely, Cambridgeshire, CB7 4FA","554,787.33","280,369.83",https://www.eastcambs.gov.uk/sites/default/files/Site_10_32.pdf,0.71,not owned by a public authority,permissioned,reserved matters approval,28/08/2015,http://pa.eastcambs.gov.uk/online-applications/applicationDetails.do?keyVal=NOEB8WGGHQ200&activeTab=summary,yes,,,,,12/12/2017,12/12/2017,
http://opendatacommunities.org/id/district-council/east-cambridgeshire,East Cambridgeshire District Council,Site/10/33,"Pound Store, 10, Forehill, ELY, Cambridgeshire CB7 4AF",554323.1203,280226.8967,https://www.eastcambs.gov.uk/sites/default/files/Site_10_33.pdf,0.1,not owned by a public authority,permissioned,full planning permission,10/06/2016,http://pa.eastcambs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O289UXGGJBL00,yes,,,,,12/12/2017,12/12/2017,
