OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR3,"""Grange Park Primary School, Calcott, Stirchley, Telford, Shropshire, TF3 1YQ""",370909,306755,http://www.telford.gov.uk/downloads/file/6576/br3_-_grange_park_primary_school,0.58,Owned by a public authority,,Permissioned,outline planning permission,04/10/2013,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0808,37,37,,Yes,"Prior approval permission granted for demolition of the primary school under planning application TWC/2017/0506. Outline application for the demolition of the existing school buildings and erection of up to 37 dwellings together with associated open space, landscaping and infrastructure (all matters reserved). https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0808",01/12/2016,01/12/2016,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR4,"""Sutherland Co Operative Academy, Gibbons Road, Trench, Telford, Shropshire, TF2 7JR""",369884,312880,http://www.telford.gov.uk/downloads/file/6577/br4_-_sutherland_cooperative_academy,5.29,Owned by a public authority,,Permissioned,outline planning permission,31/05/2016,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0861,123,123,,Yes,"Reserved matters application TWC/2018/0865 submitted on 18/10/2018. Demolition determination permitted development granted under TWC/2015/0208.. Outline planning permission for the erection of up to 123no. dwellings together with open space, sports pitches, landscaping and associated infrastructure, and the demolition of the existing school buildings with all matters reserved. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0861",01/12/2016,26/11/2018,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR5,"""Land at Park Road, Dawley Bank, Telford, Shropshire""",368522,308617,http://www.telford.gov.uk/downloads/file/6578/br5_-_land_at_park_road_dawley_bank,0.54,Owned by a public authority,,Permissioned,outline planning permission,23/11/2010,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2010/0502,20,20,,yes,. Outline application for 100% affordable residential development with all matters reserved for subsequent approval.. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2010/0502,01/12/2016,01/12/2016,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR6,"""Land back of Constitutional Hill, College, Masonic Building Constitution Hill, Wellington, Telford, Shropshire, TF1 3AY""",365373,311765,http://www.telford.gov.uk/downloads/file/6579/br6_-_land_back_of_constitutional_hil,0.253,Not owned by a public authority,,Permissioned,Reserved matters approval,25/05/2018,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2018/0286,4,4,,Yes,". Reserved matters application for the erection of 4no. dwellings with access including details for layout, scale, appearance, landscaping and conditions 4,6 and 7 pursuant to outline application TWC/2014/1053
Reserved matters application for the erection of 4no. dwellings with access including details for layout, scale, appearance, landscaping and conditions 4,6 and 7 pursuant to outline application TWC/2014/1053. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2018/0286",01/12/2016,26/11/2018,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR10,"""Old Park 1, Old Park Way""",368771,309180,http://www.telford.gov.uk/downloads/file/6580/br10_-_old_park_1_old_park_way,6,Owned by a public authority,,Not permissioned,,,,200,200,,,Full permission granted for importation of clean soil to test ground stability TWC/2016/1119. LDO being progressed on site and 6.0ha is the proposed residential area.,01/12/2016,01/12/2016,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR11,"""Land off Garfield Road, Mossey Green""",368460,310191,http://www.telford.gov.uk/downloads/file/6581/br11_-_land_off_garfield_road_mossey_green,1.052,Not owned by a public authority,,Permissioned,outline planning permission,04/12/2015,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2015/0369,30,30,,Yes,. Site is part of planning application TWC/2015/0369 for 45 dwellings. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2015/0369,01/12/2016,01/12/2016,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR13,"""Land East of Fence Road""",367713,307939,http://www.telford.gov.uk/downloads/file/6582/br13_-_land_east_of_fence_road,0.43,Owned by a public authority,,Not permissioned,,,,13,13,,,,01/12/2016,01/12/2016,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR14,"""Granville Site, Donnington""",371245,312589,http://www.telford.gov.uk/downloads/file/6583/br14_-_granville_donnington,15.24,Owned by a public authority,,Not permissioned,,,,350,350,,,Part of the site is a Local development Order proposed by the Council.. Part of the site is a Local development Order proposed by the Council.,01/12/2016,26/11/2018,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR15,"""Land fronting south side of Water Lane, Newport Shropshire TF10 7LD""",374557,319274,http://www.telford.gov.uk/downloads/file/6584/br15_-_land_fronting_south_side_of_water_lane,1.38,Not owned by a public authority,,pending decision,Full planning permission,,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2016/0589,67,67,,,Part of site has planning application for Erection of 9no. dwellings and 3no. Flats.. Part of site has planning application for Erection of 9no. dwellings and 3no. Flats.. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2016/0589,01/12/2016,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,Telford & Wrekin Council,BR16,"""Old Park 2, Colliersway""",368957,309468,http://www.telford.gov.uk/downloads/file/6585/br16_-_old_park_2_colliersway,6.571,Owned by a public authority,,Not permissioned,,,,78,78,,,Site allocated in the emerging Local Plan,01/12/2016,01/12/2016,
