OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS001,,-2.17635,53.652819,,1.53,Public Ownership,Not Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=2992,,,,,Permission subject to s106 agreement being signed off. A small part of the site is owned by the public sector.,17/06/2016,08/07/2016,
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS002,,-2.251179,53.694168,,0.4,Not in Public Ownership,Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3967,,,,,Planning permission 2015/0037 approved,17/06/2016,08/07/2016,
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS003,,-2.305961,53.67122,,0.21,Not in Public Ownership,Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4166,,,,,Planning permission 2015/0238 approved,17/06/2016,08/07/2016,
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS004,,-2.274792,53.70101,,0.72,Not in Public Ownership,Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3804,,,,,Underconstruction,17/06/2016,08/07/2016,
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS005,,-2.210749,53.693094,,0.19,Not in Public Ownership,Not Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=1811,,,,,Low market area,17/06/2016,08/07/2016,
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS006,,-2.195352,53.706652,,0.11,Not in Public Ownership,Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4190,,,,,Site is advertised for sale,17/06/2016,08/07/2016,
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS007,,-2.196131,53.704355,,0.5,Not in Public Ownership,Not Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=99,,,,,Low market area,17/06/2016,08/07/2016,
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS008,,-2.342265,53.695105,,0.25,Not in Public Ownership,Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=2806,,,,,,17/06/2016,08/07/2016,
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS009,,-2.231968,53.692298,,0.14,Not in Public Ownership,Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=3985,,,,,,17/06/2016,08/07/2016,
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS010,,-2.199426,53.703122,,0.05,Not in Public Ownership,Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4003,,,,,,17/06/2016,08/07/2016,
http://opendatacommunities.org/id/district-council/rossendale,Rossendale Borough Council,ROSBS011,,-2.224314,53.691377,,0.04,Not in Public Ownership,Permissioned,,,http://www.rossendale.gov.uk/site/scripts/planx_details.php?appID=4226,,,,,,17/06/2016,08/07/2016,
