OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR001,"Former Leisure Centre, Park Road, Coleshill",419785,288910,,0.32,owned by a public authority,pending decision,,,,yes,,,,An application is currently being considered by the authority for 23 dwellings on the site - PAP/2018/0030,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR002,"Former Polesworth Learning Centre, High Street, Polesworth",426363,302528,,0.62,not owned by a public authority,pending decision,,,,yes,,,,An application is currently being considered by the authority for 11 dwellings on the site - PAP/2017/0425,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR003,"Land at Spon Lane, Grendon (former Sparrowdale School and Former Recycling Centre)",427619,299548,,2.1,owned by a public authority,pending decision,,,,yes,,,,An application is currently being considered by the authority for 56 dwellings on the site - PAP/2018/0287,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR004,"Water Orton Primary School, Attleborough Lane, Water Orton",417596,290571,,2.8,owned by a public authority,not permissioned,,,,yes,,,,,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR005,"Land at Village Farm, Birmingham Road, Ansley",429594,291905,,0.6,not owned by a public authority,not permissioned,,,,yes,,,,,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR006,"Ex Police Station, Park Road, Coleshill",419674,288867,,0.58,not owned by a public authority,permissioned,full planning permission,12/10/2016,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=112999,yes,,,,"Site currently under construction, if units are not complete, could be suitable for residentilal use",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR007,"Ansley Social Club, Birmingham Road, Ansley",429981,291418,,0.31,not owned by a public authority,permissioned,outline planning permission,04/10/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=114172,yes,,,,"Variation of conditions approved in 2018, PAP/2017/0683",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR008,"Britannia Mill, Coleshill Road, Atherstone",430657,297398,,0.42,not owned by a public authority,permissioned,full planning permission,17/01/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=111425,yes,,,,"Discharge of conditions applications currently under consideration, DOC/2018/0095 and DOC/2018/0096",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR009,"Durnos Nurseries, Old Holly Lane, Atherstone",430481,298924,,3.65,not owned by a public authority,permissioned,full planning permission,,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=110855,yes,,,,"On-going dicussions between LPA and developer with regards to S106 agreements, decision pending",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR010,"Phoenix Yard, Church Street, Atherstone",430735,297927,,0.6,not owned by a public authority,permissioned,full planning permission,16/10/2007,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=81727,yes,,,,"Variation of conditions approved in 2013, PAP/2013/0405, Further application expected this year",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR011,"1-7 Church Walk, Mancetter",431852,296940,,0.29,not owned by a public authority,permissioned,full planning permission,22/08/2014,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=109502,yes,,,,"Discharge of conditions application approved in 2017, DOC/2017/0030",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR012,"Chapel End Social Club, Coleshill Road, Hartshill",432575,293331,,0.23,not owned by a public authority,permissioned,full planning permission,16/06/2015,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=110576,yes,,,,"Variation of conditions approved in 2016, PAP/2016/0551. Discharge of conditions application approved, DOC/2018/0040",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR013,"Shortwoods Day Centre, The Shortwoods, Dordon",426051,300486,,0.44,not owned by a public authority,permissioned,full planning permission,15/09/2015,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=111802,yes,,,,"Variation of conditions approved in 2017, PAP/2017/0493",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR014,"L S Court Ltd, Coventry Road, Fillongley",429024,286378,,0.94,not owned by a public authority,permissioned,full planning permission,18/04/2018,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=114973,yes,,,,,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR015,"31 Plough Hill Road, Chapel End",432261,293265,,0.47,not owned by a public authority,permissioned,outline planning permission,06/11/2013,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=99658,yes,,,,"Variation of conditions approved in 2016, PAP/2015/0699",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR016,"14 Market Street, Polesworth",426013,302170,,0.12,not owned by a public authority,permissioned,full planning permission,12/04/2018,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=115229,yes,,,,,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR017,"Rowan Centre, North Street, Atherstone",431001,297864,,0.17,not owned by a public authority,permissioned,full planning permission,21/08/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=113976,yes,,,,"Discharge of conditions approved in 2017, DOC/2017/0087",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR018,"61 Coventry Road, Coleshill",420171,288462,,0.21,not owned by a public authority,permissioned,other,05/09/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=114648,yes,,,,"Discharge of conditions pending, DOC/2016/0097",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR019,"BEC Engineering Ltd, Richmond Road, Atherstone",430705,297316,,0.11,not owned by a public authority,permissioned,reserved matters approval,12/11/2014,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=110638,yes,,,,,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR020,"Hatters Arms, Church Road, Warton",428245,303630,,0.09,not owned by a public authority,permissioned,full planning permission,17/07/2015,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=111235,yes,,,,"Discharge of conditions approved in 2015, DOC/2015/0054",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR021,"Atherstone College, Ratcliffe Road, Atherstone",431055,297909,,0.19,owned by a public authority,permissioned,outline planning permission,28/06/2016,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=112344,yes,,,,,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR022,"The Angel Inn, 24 Church Street, Atherstone",430793,297946,,0.1,not owned by a public authority,permissioned,full planning permission,07/04/2016,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=111345,yes,,,,"Discharge of conditions pending, DOC/2018/0042",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR023,"49 High Street, Polesworth",426499,302632,,0.21,not owned by a public authority,permissioned,outline planning permission,17/01/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=113473,yes,,,,,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR024,"Croft Mead Business Centre, Croft Mead, Ansley",430180,291393,,0.2,not owned by a public authority,permissioned,full planning permission,07/02/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=113504,yes,,,,,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR025,"Clinic and Welfare Centre, Coventry Road, Kingbsury",421692,296351,,0.15,not owned by a public authority,permissioned,full planning permission,07/03/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=113593,yes,,,,"Discharge of conditions and variation of conditions applications approved in 2017, DOC/2017/0060 and PAP/2017/0464, DOC/2018/0085 pending",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR026,"Bridge House, 80 Coleshill Road, Atherstone",430587,297460,,0.18,not owned by a public authority,permissioned,full planning permission,12/04/2011,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=95303,yes,,,,"Variation of conditions applications approved in 2014 and 2017, PAP/2013/0104 and PAP/2017/0343",13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR027,"Coton House, Haunch Lane, Lea Marston",420323,294108,,0.44,not owned by a public authority,permissioned,full planning permission,20/09/2018,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=114084,yes,,,,,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR028,"Corley Nurseries, Church Lane, Corley",429802,285170,,0.74,not owned by a public authority,permissioned,full planning permission,05/10/2015,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=104816,yes,,,,Numerous variation of conditions and discharge of conditions applications approved,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR029,"Kingsbury Hall, Coventry Road, Kingsbury",421432,296337,,1.18,not owned by a public authority,permissioned,full planning permission,06/05/2009,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=88623,yes,,,,Vacant Grade II* 16C Manor House currently on Historic Englands Heritage at Risk Register. Residential conversion of the building has commenced. Final repairs and reuse have yet to be achieved. A mixed use application is currently under consideration PAP/2018/0686,13/12/2018,13/12/2018,
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR030,"Corley Motors, George Street, Arley",429282,289937,,0.24,not owned by a public authority,permissioned,full planning permission,17/11/2012,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,yes,,,,"Variations and discharges of conditions applications approved in  2015 and 2018, PAP/2015/0161, PAP/2018/0212, DOC/2013/0012 and DOC/2018/0018",13/12/2018,13/12/2018,
