OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID83,"""Burgess Hill Station yard/car park, Burgess Hill""",50.95299404,-0.128579868,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,1.75,mixed ownership,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID84,"""The Oaks Centre, Junction Road, Burgess Hill""",50.95931433,-0.123413306,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,0.42,not owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID92,"""Open air market, Cyprus Road, Burgess Hill""",50.95690343,-0.129533507,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,0.4,owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID106,"""Station Goods Yard, Hassocks""",50.92314617,-0.147250312,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,1.35,not owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID375,"""National Tyre Centre, 60 Keymer Road, Hassocks""",50.92370719,-0.140113575,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,0.14,not owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,,Included within draft Neighbourhood Plan for allocation.,2017-12-12,2017-12-12,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID441,"""67-69 Railway Approach, East Grinstead""",51.12651578,-0.013917667,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,0.09,not owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID446,"""48-50 Junction Road, Burgess Hill""",50.95676812,-0.123344983,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,0.38,not owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID447,"""The Emperor Restaurant, Cyprus Road, Burgess Hill""",50.95652905,-0.130303196,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,0.05,not owned by a public authority,,permissioned,full planning permission,,https://pa.midsussex.gov.uk/online-applications/,,,yes,Planning Permission Reference: DM/17/4575,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID470,"""Wealden House, Lewes Road, Ashurst Wood""",51.11328569,0.016104075,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,1.6,not owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID480,"""Courtmeadow School, Hanlye Lane, Cuckfield""",51.01560315,-0.129510066,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,0.64,owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID510,"""Imberhorne Lane car park, Imberhorne Lane, East Grinstead""",51.1362551,-0.034126584,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,0.18,owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID544,"""Western side of Victoria Road, Burgess Hill""",50.95558592,-0.149563135,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,4.4,mixed ownership,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID559,"""East Grinstead Delivery Office, 76 London Road, East Grinstead""",51.12563585,-0.009768126,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,0.15,not owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID597,"""Land rear of Devon Villas, Western Road, Haywards Heath""",50.99666596,-0.094644434,https://www.midsussex.gov.uk/planning-building/evidence-supporting-documents/,0.25,not owned by a public authority,,not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,,,,2017-12-13,2017-12-13,
