OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/003,"""Beaufort Walk, Gorwell   Barnstaple EX32 7JD""",256715,133598,https://www.northdevon.gov.uk/media/378044/bfl-bar-003-beaufort-walk-1-1250.pdf,0.41,Not owned by a Public Authority,,Pending Decision,Permission in principle,,,32,,Yes,"""Gross 32 residential units net 16.""",02/08/2017,02/08/2017,
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/GEO/012,"""Bay View Farm, Croyde Road Croyde  Braunton EX33 1PN""",244288,138770,https://www.northdevon.gov.uk/media/378081/bfl-geo-012-bay-view-caravan-park-croyde-1-1250.pdf,0.25,Not owned by a Public Authority,,Not permissioned,,,,3,6,,"""Car parking / reception area and traditional stone barn attached to existing camping and caravan site.""",02/08/2017,02/08/2017,
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/GEO/017,"""Fairleigh, Crowborough Road Georgeham  Braunton EX33 1JZ""",124688,139380,https://www.northdevon.gov.uk/media/378082/bfl-geo-017-fairleigh-crowborough-road-georgeham-1-1250.pdf,0.37,Not owned by a Public Authority,,Permissioned,Full planning permission,19/04/2017,,8,10,,"""Gross 8 residential units net 6.

63390 : ERECTION OF TWO DWELLINGS (ADDITIONAL TO 8 APPROVED DWELLING UNDER PLANNING PERMISSION 59996). Pending Decision.""",02/08/2017,02/08/2017,
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/018,"""The Tile Centre, 113 Boutport Street   Barnstaple EX31 1TD""",255877,133396,https://www.northdevon.gov.uk/media/378046/bfl-bar-018-113-boutport-street-1-750.pdf,0.03,Not owned by a Public Authority,,Permissioned,Full planning permission,13/10/2014,,6,,Yes,,02/08/2017,02/08/2017,
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/MOR/019,"""Land adjacent Woolacombe Station Road, Mortehoe   Ilfracombe EX34 7HN""",248395,143856,https://www.northdevon.gov.uk/media/378062/bfl-mor-019-land-adj-woolacombe-station-road-1-1250.pdf,0.21,Not owned by a Public Authority,,Permissioned,Reserved matters approval,21/06/2017,,4,,Yes,"""59371 : ERECTION OF FOUR NEW DWELLINGS (AMENDED PLANS & CONTAMINATION REPORT) (ADDITIONAL INFORMATION). Approved 24/01/17.

Part of site for 6 dwellings has been built. The remaining 4 dwellings have stalled.

55668 : THE PROVISION OF TWO INTERMEDIATE RENT HOUSES (AFFORDABLE) & THE PROVISION OF FOUR OPEN MARKET HOUSES TOGETHER WITH FORMATION OF ACCESS AND CAR PARKING (AMENDED DESCRIPTION & PLANS). Approved 17/09/15""",02/08/2017,02/08/2017,
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/MOR/021,"""The Rocks Hotel, Beach Road Woolacombe  Ilfracombe EX34 7BT""",245979,143806,https://www.northdevon.gov.uk/media/378094/bfl-mor-021-the-rocks-hotel-woolacombe-1-750.pdf,0.06,Not owned by a Public Authority,,Permissioned,Full planning permission,14/04/2015,,5,,Yes,"""Gross 7 residential units net 5.""",02/08/2017,02/08/2017,
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/022,"""John Fowler Holidays, Ilfracombe Holiday Park Marlborough Road  Ilfracombe EX34 8PF""",252529,146664,https://www.northdevon.gov.uk/media/378083/bfl-ilf-022-former-john-fowler-holiday-park-ilfracombe-1-2500.pdf,3.14,Not owned by a Public Authority,,Permissioned,Outline planning permission,10/06/2016,,60,80,Yes,,02/08/2017,02/08/2017,
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/LAN/027,"""Westacott Heights, Whiddon Valley   BARNSTAPLE EX32 7NF""",258538,132991,https://www.northdevon.gov.uk/media/378093/bfl-lan-027-westacott-heights-whiddon-valley-1-2500.pdf,0.6,Not owned by a Public Authority,,Not permissioned,,,,18,21,,"""This site forms part of the strategic urban extension at Westacott in the emerging Local Plan (BAR01). Redevelopment of this brownfield site must not prejudice the comprehensive delivery of BAR01.""",02/08/2017,02/08/2017,
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/FRE/028,"""Land at Yelland Quay, Yelland   BARNSTAPLE EX31 3EZ""",248605,132274,https://www.northdevon.gov.uk/media/378052/bfl-fre-028-land-at-yelland-quay-1-3500.pdf,11.9,Not owned by a Public Authority,,Pending Decision,,,,250,280,,"""Site is allocated for approximately 250 dwellings in the emerging Local Plan (FRE02).""",02/08/2017,02/08/2017,
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/MOR/029,"""Panorama, Rockfield Road Woolacombe  Ilfracombe EX34 7DH""",245525,144172,https://www.northdevon.gov.uk/media/378095/bfl-mor-029-panorama-rockfield-road-woolacombe-1-750.pdf,0.54,Not owned by a Public Authority,,Permissioned,Full planning permission,11/08/2016,,5,,Yes,"""Gross 5 residential units net 4.

56934 : DEMOLITION OF ONE DWELLING & ERECTION OF FIVE FLATS TOGETHER  WITH ASSOCIATED WORKS. Approved 02/06/14

54876 : EXTENSION OF TIME LIMIT FOR IMPLEMENTATION OF PLANNING PERMISSION 50819 DEMOLITION OF BUNGALOW & ERECTION OF 5 APARTMENTS TOGETHER WITH  FORMATION OF PARKING AREA. Approved 21/12/12

50819 : EXTENSION OF TIME LIMIT FOR IMPLEMENTATION OF PLANNING PERMISSION 45947 FOR DEMOLITION OF BUNGALOW & ERECTION OF 5 APARTMENTS WITH PARKING AREA. Approved 22/09/10

45947 : DEMOLITION OF BUNGALOW & ERECTION OF 5 APARTMENTS TOGETHER WITH  FORMATION OF PARKING AREA (AMENDMENT TO PLANNING PERMISSION  41949). Approved 31/03/08

41949 : DEMOLITION OF BUNGALOW & ERECTION OF 5 APARTMENTS TOGETHER WITH  FORMATION OF PARKING AREA (AMENDMENT TO PLANNING PERMISSION 40183) (AMENDED PLANS). Approved 08/09/06

40183 : DEMOLITION OF BUNGALOW & ERECTION OF 4 APARTMENTS TOGETHER WITH FORMATION OF PARKING AREA (AMENDED PLANS & DESCRIPTION). Approved 03/01/06""",02/08/2017,02/08/2017,
