OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR001,Land at Chester Walk Car Park,394765,222567,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=001&scale=512,0.15,owned by a public authority,,not permissioned,,,,,,yes,,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR002,"""Premiere Products, Bouncers Lane""",396916,223124,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=002&scale=1024,2.17,not owned by a public authority,,permissioned,outline planning permission,,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OPZI30EL08300|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=8500116PC,,,yes,Only part of site permissioned remaining site Allocated in Pre-Submission Cheltenham Plan,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR003,Land at Lansdown Road (Gloucestershire Constabulary Headquarters),393435,221653,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=003&scale=1024,1,unknown ownership,,permissioned,full planning permission,,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OLGHJAELGZK00,,,yes,Allocated in Pre-Submission Cheltenham Plan,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR004,"""102, 106 Prestbury Road""",395844,223333,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=004&scale=1024,0.8,not owned by a public authority,,permissioned,full planning permission,,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OSEEP6ELI9V00|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=J1M5RMEL59000,,,yes,Allocated in Pre-Submission Cheltenham Plan,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR005,"""96, 100, 104 Prestbury Road""",395816,223237,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=005&scale=1024,0.49,not owned by a public authority,,not permissioned,,,,,,yes,,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR006,Land at Prestbury Road,395801,223065,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=006&scale=1024,0.23,not owned by a public authority,,not permissioned,,,,,,yes,,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR007,Springbank Shopping Centre,392045,223970,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=007&scale=1024,0.51,not owned by a public authority,,permissioned,full planning permission,22/03/2017,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OIMMTWELGIZ00,,,yes,Allocated in Pre-Submission Cheltenham Plan,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR008,Land and buildings at Coronation Square,392229,222648,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=008&scale=1024,1.48,not owned by a public authority,,not permissioned,,,,,,,Allocated in Pre-Submission Cheltenham Plan,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR009,"""Axiom, 57 Winchcombe Street""",395185,222582,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=009&scale=1024,0.07,not owned by a public authority,,permissioned,full planning permission,10/03/2016,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OPZN68EL08300,,,yes,"The is a flat, vacant/derelict, town centre site, previously in use as a Community Arts and Music venue.  The site is within the Central Conservation Area and Core Commercial Area and is surrounded by a mix of retail, restaurant, employment and residential uses.",31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR010,"""Tebbit House, 51 Winchcombe Street""",395178,222564,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=010&scale=1024,0.04,not owned by a public authority,,permissioned,full planning permission,19/12/2013,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=O55YYLEL08300|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=M463GMEL0B100,,,yes,"Site has planning permission, construction not started April 2017",31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR011,"""Land rear of Nuffield Hospital, Hatherley Lane""",391114,221383,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=011&scale=1024,0.48,not owned by a public authority,,permissioned,outline planning permission,08/11/2016,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NPZGHEELJUU00,,,yes,"Site has planning permission, construction not started April 2017",31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/cheltenham,Cheltenham Borough Council,BFR012,"""Rivershill House, St Georges Road""",394287,222300,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=012&scale=1024,0.41,not owned by a public authority,,permissioned,full planning permission,07/03/2017,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OSNNZ3ELIC800,,,yes,"Flat site with vacant office building in a central urban location, predominantly surrounded by residential. The site is within the Core Commercial Area and Central Conservation Area.",31/12/2017,31/12/2017,
