OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR1,,435217,561244,,0.7,Not in Public Ownership,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR2,,435399,561349,,0.14,Unknown,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR3,,435773,561478,,0.24,Public Ownership,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR4,,438250,562839,,0.6,Not in Public Ownership,Not Permissioned,,,,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR5,,432899,562693,,0.08,Not in Public Ownership,Permissioned,,,ST/1145/15/LAA,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR6,,430743,564383,,7.5,Public Ownership,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR7,,430794,564801,,2.7,Not in Public Ownership,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR8,,432096,564985,,0.5,Unknown,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR9,,431579,564436,,3.1,Public Ownership,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR10,,430403,563508,,10.4,Not in Public Ownership,Not Permissioned,,,,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR11,,430601,564160,,0.07,Unknown,Not Permissioned,,,,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR12,,436679,566499,,0.03,Unknown,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR13,,434344,563237,,0.6,Unknown,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR14,,433047,564809,,0.4,Public Ownership,Not Permissioned,,,,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR15,,432955,564941,,0.5,Public Ownership,Not Permissioned,,,,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR16,,437022,564822,,0.4,Unknown,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR17,,435046,564429,,0.2,Not in Public Ownership,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR18,,435867,564357,,0.1,Public Ownership,Not Permissioned,,,,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR19,,435985,564008,,0.14,Unknown,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR20,,435482,563841,,0.1,Public Ownership,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR21,,436022,564028,,0.11,Public Ownership,Not Permissioned,,,,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR22,,439249,565125,,0.5,Unknown,Not Permissioned,,,,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR23,,440696,563288,,0.18,Unknown,Not Permissioned,,,Allocated for housing development in the LDF,,,,,Link to site on a map,30/06/2016,30/06/2016,
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR24,,440637,562066,,0.6,Public Ownership,Not Permissioned,,,,,,,,Link to site on a map,30/06/2016,30/06/2016,
