OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0005,"''Beaconsfield Garden Centre, London Road, Beaconsfield''",493562.26,189817.8739,http://www.southbucks.gov.uk/planning/brownfieldregister,2.50,not owned by a public authority,,permissioned,outline planning permission,27-Apr-16,,,,Yes,,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0032,"''Land North of M40 & South of Hedgerley Lane, including Harrias House''",495002.87,189499.0932,http://www.southbucks.gov.uk/planning/brownfieldregister,4.90,not owned by a public authority,,not permissioned,,,,5,11,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0034,"''73 High Street and Land to Rear, Burnham''",493094.10,182550.624,http://www.southbucks.gov.uk/planning/brownfieldregister,0.23,not owned by a public authority,,not permissioned,,,,12,15,Yes,,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0043,"''Thorney Business Park, Thorney Lane South''",503397.29,180096.9394,http://www.southbucks.gov.uk/planning/brownfieldregister,42.95,not owned by a public authority,,not permissioned,,,,130,320,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0055,"''Wilton Park Land Parcel 1, Wilton Park''",495923.57,190323.3818,http://www.southbucks.gov.uk/planning/brownfieldregister,36.89,not owned by a public authority,,not permissioned,,,,350,350,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0133,"''Greenacres, 199 Station Road, Beaconsfield''",494374.75,190531.648,http://www.southbucks.gov.uk/planning/brownfieldregister,0.20,not owned by a public authority,,permissioned,full planning permission,22-Oct-12,,,,Yes,,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0166,"''Land at Meadow Cottage Saltmarshe and Longridge, Bangors Road South, Iver''",503516.96,181475.7016,http://www.southbucks.gov.uk/planning/brownfieldregister,0.95,not owned by a public authority,,permissioned,outline planning permission,28-Jun-13,,,,Yes,,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0197,"''Chopra Manor, Crown Lane, Farnham Royal''",495492.26,183100.7903,http://www.southbucks.gov.uk/planning/brownfieldregister,0.15,not owned by a public authority,,permissioned,full planning permission,22-Jun-15,,,,Yes,,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0206,"''Northfield, 40 Penn Road, Beaconsfield''",493729.89,191553.4499,http://www.southbucks.gov.uk/planning/brownfieldregister,0.16,not owned by a public authority,,permissioned,full planning permission,18-Nov-16,,,,Yes,,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0285,"''4a The Broadway, Farnham Common, ''",496070.95,184907.3685,http://www.southbucks.gov.uk/planning/brownfieldregister,0.03,not owned by a public authority,,not permissioned,,,,6,8,Yes,,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0320,"''Bulstrode, Oxford Road, Gerrards Cross, ''",498526.45,188344.1916,http://www.southbucks.gov.uk/planning/brownfieldregister,13.55,not owned by a public authority,,not permissioned,,,,8,11,Yes,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0339,"''53 Huntercombe Lane, Burnham, ''",493048.05,181451.4913,http://www.southbucks.gov.uk/planning/brownfieldregister,0.08,not owned by a public authority,,not permissioned,,,,5,10,Yes,,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0387,"''77 Stomp Road, Burnham''",492939.30,181819.707,http://www.southbucks.gov.uk/planning/brownfieldregister,0.27,not owned by a public authority,,permissioned,full planning permission,,,,,Yes,,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0389,"''Phil Whitaker Cars, Beaconsfield Road''",496142.30,184775.6054,http://www.southbucks.gov.uk/planning/brownfieldregister,0.22,not owned by a public authority,,not permissioned,,29-Sep-17,,11,20,Yes,,,,
http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0391,"''Old Slade Farm, 41 Old Slade Lane, Iver''",503517.24,178728.6018,http://www.southbucks.gov.uk/planning/brownfieldregister,1.28,not owned by a public authority,,permissioned,full planning permission,10-Feb-15,,,,Yes,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,,,
