OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/dacorum,,BLR/001,West Herts College site and Civic Zone Marlowes,51.75559885,-0.473836391,https://goo.gl/,5.7,owned by a public authority,,permissioned,full planning permission,17/03/2017,http://www.dacorum.gov.uk/brownfield-land-register,500,,yes,"Part permissioned as applications only received for parts of the site - i.e. West Herts College, Forum, Land around Forum. Outline planning permission granted for latter on 29/06/15. Full planning permission granted for Forum on 10/02/15",31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/002,Hemel Hempstead Hospital site Hillfield Road,51.75073602,-0.467756483,https://goo.gl/,11.71,owned by a public authority,,not permissioned,,,http://www.dacorum.gov.uk/brownfield-land-register,400,,yes,Application has expired,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/003,Paradise/Wood Lane Hemel Hempstead,51.74889125,-0.468340507,https://goo.gl/,3,mixed ownership,,not permissioned,,,,75,,yes,4/00987/17/MFA withdrawn at last second,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/004,Hemel Hempstead Station Gateway Station Road,51.74241128,-0.488750981,https://goo.gl/,4.32,mixed ownership,,not permissioned,,,,140,,yes,,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/005,Gossoms End / Billet Lane Berkhamsted,51.76569627,-0.579269352,https://goo.gl/,0.63,not owned by a public authority,,permissioned,full planning permission,25/06/2018,http://www.dacorum.gov.uk/brownfield-land-register,32,,yes,,31/12/2017,14/10/2019,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/006,Berkhamsted Civic Centre and land to rear of High Street Berkhamsted,51.75948607,-0.564728633,https://goo.gl/,0.4,owned by a public authority,,not permissioned,,,http://www.dacorum.gov.uk/brownfield-land-register,23,,yes,Application has expired,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/007,Market Square Hemel Hempstead,51.75260503,-0.473184068,https://goo.gl/,0.5,owned by a public authority,,not permissioned,,,,5,,yes,,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/008,Land rear of 186-202 Belswains Lane,51.73203233,-0.456080826,https://goo.gl/,0.32,not owned by a public authority,,not permissioned,,,,10,,yes,,31/12/2017,16/08/2018,???
http://opendatacommunities.org/id/district-council/dacorum,,BLR/009,National Grid land 339-353 London Road Hemel Hempstead,51.74091641,-0.480212078,https://goo.gl/,4.32,not owned by a public authority,,not permissioned,,,http://www.dacorum.gov.uk/brownfield-land-register,350,,yes,,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/010,Ebberns Road Hemel Hempstead,51.73849247,-0.465289003,https://goo.gl/,1,not owned by a public authority,,permissioned,full planning permission,12/04/2016,http://www.dacorum.gov.uk/brownfield-land-register,30,,yes,Part permissioned as application not received for remaining part of site. Full Permission granted for Drew House and the Factory on 21/08/15,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/011,Former Hewden Hire site Two Waters Road Hemel Hempstead,51.74095016,-0.473794603,https://goo.gl/,0.3,not owned by a public authority,,permissioned,full planning permission,27/08/2019,http://www.dacorum.gov.uk/brownfield-land-register,39,,yes,,31/12/2017,14/10/2019,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/012,Leverstock Green Tennis Club Grasmere Close Hemel Hempstead,51.74529217,-0.438129878,https://goo.gl/,1.16,not owned by a public authority,,not permissioned,,,,25,,yes,4/00518/15/PRE,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/013,233 London Road Hemel Hempstead,51.73888652,-0.47206825,https://goo.gl/,0.11,not owned by a public authority,,not permissioned,,,http://www.dacorum.gov.uk/brownfield-land-register,10,,yes,Application has expired,31/12/2017,31/12/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/014,Apsley Paper Trail land London Road,51.7338959,-0.462418196,https://goo.gl/,0.31,owned by a public authority,,not permissioned,,,,31,,yes,4/00675/14/PRE,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,DBC/015,The Point (former petrol filling station) Two Waters Road Hemel Hempstead,51.74555097,-0.472857213,https://goo.gl/,0.15,owned by a public authority,,not permissioned,,,,25,,yes,4/02158/13/PRE,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/016,Former Martindale School Boxted Road Hemel Hempstead,51.76075142,-0.498281545,https://goo.gl/,1.41,owned by a public authority,,permissioned,full planning permission,16/10/2017,http://www.dacorum.gov.uk/brownfield-land-register,65,,yes,Full application resolved to be granted subject to s106,31/12/2017,14/10/2019,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/017,Frogmore Road Hemel Hempstead,51.73814976,-0.466589606,https://goo.gl/,2.93,not owned by a public authority,,not permissioned,,,http://www.dacorum.gov.uk/brownfield-land-register,100,,yes,4/03226/16/PRE,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/018,Corner of High Street / Swing Gate Lane Berkhamsted,51.7574193,-0.556028506,https://goo.gl/,0.1,owned by a public authority,,permissioned,full planning permission,29/06/2015,http://www.dacorum.gov.uk/brownfield-land-register,11,,yes,,31/12/2017,16/08/2018,???
http://opendatacommunities.org/id/district-council/dacorum,,BLR/019,Western Road Tring,51.79205221,-0.668470337,https://goo.gl/,0.47,not owned by a public authority,,not permissioned,,,,25,,yes,,31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/020,Depot land Langdon Street Tring,51.79192804,-0.66386312,https://goo.gl/,0.22,not owned by a public authority,,permissioned,full planning permission,18/05/2016,http://www.dacorum.gov.uk/brownfield-land-register,10,,yes,,31/12/2017,16/08/2018,???
http://opendatacommunities.org/id/district-council/dacorum,,BLR/021,Watling Street (rear of Hicks Road/High Street) Markyate,51.83658719,-0.458571996,https://goo.gl/,0.31,not owned by a public authority,,permissioned,full planning permission,02/11/2015,http://www.dacorum.gov.uk/brownfield-land-register,9,,yes,,31/12/2017,14/10/2019,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/022,Garden Scene Nursery Chapel Croft Chipperfield,51.70739067,-0.491148546,https://goo.gl/,0.81,not owned by a public authority,,permissioned,full planning permission,29/07/2019,http://www.dacorum.gov.uk/brownfield-land-register,15,,yes,4/00780/14/PRE 4/02659/06/PRE 4/00369/93/4 refer to simmonds nursery,31/12/2017,14/10/2019,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/023,Bourne End Mills Bourne End Lane,51.74295745,-0.526102047,https://goo.gl/,3.98,not owned by a public authority,,permissioned,reserved matters approval,17/07/2017,http://www.dacorum.gov.uk/brownfield-land-register,45,,yes,Hybrid application granted outline / part full permission on 9/03/16,31/12/2017,16/08/2018,???
http://opendatacommunities.org/id/district-council/dacorum,,BLR/024,St Mary's Convent Green End Road Boxmoor,51.74706522,-0.491941821,https://goo.gl/,0.81,not owned by a public authority,,permissioned,full planning permission,13/06/2016,http://www.dacorum.gov.uk/brownfield-land-register,20,,yes,LBC granted 13/06/16,31/12/2017,16/08/2018,???
http://opendatacommunities.org/id/district-council/dacorum,,BLR/025,Former Sappi Nash Mills,51.72869804,-0.451430478,https://goo.gl/,6.67,not owned by a public authority,,permissioned,full planning permission,19/10/2015,http://www.dacorum.gov.uk/brownfield-land-register,38,,yes,"Part permissioned as applications not recived for part of site to south of Red Lion Lane. CoU of Blocks I and K granted 2/04/13. 450 dwellings plus care home, community use, A3, B1 and Day Nursery, etc granted 12/05/10",31/12/2017,16/08/2018,
http://opendatacommunities.org/id/district-council/dacorum,,BLR/026,"St Francis De Sales
Preparatory School
Aylesbury Road",51.8314748,-0.699308714,https://goo.gl/,0.69,not owned by a public authority,,permissioned,full planning permission,09/03/2018,http://www.dacorum.gov.uk/brownfield-land-register,40,,yes,Query whether this constitutes previously developed land,31/12/2017,14/10/2019,???
