OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,28,"Alma Street,
Wednesbury",399750,295120,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.52,,,,Other,2012,,19,,,,,30/06/2016,13/12/2018,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,265,"Old Cross Street,
Tipton",395367,292416,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.48,,,,Other,2012,,14,,,,Planning app expired,30/06/2016,13/12/2018,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,317,"Phoenix Street / Irvan Avenue
West Bromwich",398882,292006,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2.88,,,,Full,2018,,132,,,,DC/18/62186,15/01/2020,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,440,"Orchard Street,
Burnt Tree,
Tipton",395880,290720,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.28,,,,Other,2012,,30,,,,,30/06/2016,13/12/2018,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,585,"Birmingham Road,
Oldbury",399350,289440,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.39,Not in Public Ownership,,,Other,2012,,36,,,,,30/06/2016,13/12/2018,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,585,"Birmingham Road,
Oldbury",399350,289440,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.47,,,,Full,2012,,5,,,,DC/13/55827,30/06/2016,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,764,"Hawes Lane,
Rowley Regis",396850,287460,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.56,Public Ownership,,,Other,2012,,20,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,768,"Reservoir Road,
Rowley Regis",397503,287500,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.76,,,,Other,2012,,30,,,,DC/19/63414,30/06/2016,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,856,"Cradley Road / Bannister Road,
Cradley Heath",394700,286530,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.52,,,,Reserved Matters,26.01.2016,,12,,,,2 units under construction,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,1152,"Land adj to Blue Ball Public House
Peartree Lane
Cradley Heath",395340,286086,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.15,,,,Outline,26.09.2017,,31,,,,DC/17/60896,13/12/2018,,
