OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR1 - Blakelock Road,"Blakelock Road, Blakelock Rd, Foggy Furze Ward",449672,531412,BR1,0.6,owned by a public authority,not permissioned,,,,yes,10.0,15.0,,Former colleague buildings.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR2 - Brenda Road East,"Brenda Road East, Brenda Rd, Seaton Ward",451279,529405,BR2,4.72,not owned by a public authority,not permissioned,,,,yes,100.0,140.0,,A mix of industrial buildings a hardstanding. Land is included in a minded to grant permission which is still awaiting the s106 to be signed.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR3 - Britmag Central,"Britmag Central, Old Cemetery Rd, Headland&Harbour",451395,534803,BR3,3.6,not owned by a public authority,permissioned,reserved matters approval,2016-12-22,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,yes,,,,Former industrial site which was remediated. No building work on site yet.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR4 - Britmag North,"Britmag North, Old Cemetery Rd, De Bruce Ward",450313,535386,BR4,21.0,not owned by a public authority,permissioned,reserved matters approval,2014-12-18,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=102944,yes,,,,Former industrial site which was remediated. Persimmon developing site. Circa 80 dwellings completed.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR5 - Britmag South,"Britmag South, Old Cemetery Rd, Headland&Harbour",451626,534652,BR5,1.2,not owned by a public authority,permissioned,reserved matters approval,2016-12-22,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,yes,,,,Former industrial site which was remediated.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR6 - Carr & Hopps,"Carr & Hopps, Hartlane/Jobson St, Victoria ward",450320,533006,BR6,2.2,not owned by a public authority,permissioned,other,2016-08-15,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=113611,yes,,,,HMR scheme - only included in case current works stalled. Site nearing completion.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR7 - Close Farm Cottage,"Close Farm Cottage, Wolviston, Rural West Ward",442884,528946,BR7,3.01,not owned by a public authority,permissioned,full planning permission,2012-10-26,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=95894,yes,,,,Conversion of old farm buildings. Work ongoing.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR8 - Former Brierton Road Site,"FormerBriertonRoadSite, Brierton Lane, Manor House",449185,530464,BR8,1.39,owned by a public authority,not permissioned,,,,yes,100.0,110.0,,Previously had permission for 109 houses but application has expired. Recent interest in site.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,"BR9 - Former Fairground Site, Seaton Carew","Former Fairground Site, Seaton Carew, Seaton Ward",452707,529410,BR9,0.49,owned by a public authority,not permissioned,,,,yes,15.0,30.0,,Possibly suitable for mixed use scheme or apartment development however also potentially being considered for other uses,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR10 - Former King Oswy Public House,"Former King Oswy Public House, KingOswy Dr,DeBruce",449431,535357,BR10,0.25,not owned by a public authority,permissioned,full planning permission,2017-05-15,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=117039,yes,,,,Former pub site. Development started but has stalled.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR11 - Former Mas Agraa Palace,"Former Mas Agraa Palace, Lynn St, Headland&Harbour",451351,532489,BR11,0.45,owned by a public authority,not permissioned,,,,yes,6.0,9.0,,Previously had permission which has expired.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR12 - Garden Centre & Amenity Block,"GardenCentre&AmenityBlock,TanfieldRd, Foggy Furze",450340,530642,BR12,0.47,owned by a public authority,not permissioned,,,,yes,8.0,12.0,,Former garden centre.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR13 - Hartlepool Hospital,"Hartlepool Hospital, Holdforth Rd, De Bruce Ward",449994,534507,BR13,3.38,not owned by a public authority,not permissioned,,,,yes,80.0,100.0,,Vacant land at hospital site. Previously had permission but expired.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR14 - Inspirations Coffee House,"InspirationsCoffeeHouse, Tanfield RD, Foggy Furze",450280,530634,BR14,0.41,owned by a public authority,not permissioned,,,,yes,6.0,10.0,,Former coffee shop and council offices,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR16 - Marina Slake Terrace_Blocks 28 32 31,"MarinaBlocks28 32 31, SlakeTerraceHeadland&Harbour",451743,532995,BR16,0.4,not owned by a public authority,permissioned,full planning permission,2003-11-11,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=18762,yes,,,,3 apartment blocks on brownfield site at south east corner of Marina,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR17 - North Farm,"North Farm, Elwick, Rural West Ward",445703,532462,BR17,0.73,not owned by a public authority,permissioned,full planning permission,2016-04-06,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=103970,yes,,,,Conversion of old farm buildings - land owner looking to incorporate into wider development with allocation in the Local Plan,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR18 - Oxford Road,"Oxford Road, Oxford Rd, Foggy Furze Ward",450616,531382,BR18,0.74,not owned by a public authority,not permissioned,,,,yes,15.0,25.0,,Site with commercial buildings which owner put forward in SHLAA,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR20 - Seaton Coach Park,Seaton Coach Park,452744,529351,BR20,1.25,owned by a public authority,not permissioned,,,,yes,30.0,50.0,,Car Park at Seaton Carew. Improvements to car park currently being considered.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR21 - South of Maritime Avenue,"SouthofMaritimeAv, MaritimeAv, Headland&HabourWard",451665,532266,BR21,5.11,not owned by a public authority,permissioned,full planning permission,2003-11-11,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=18762,yes,,,,Brownfield vacant site to south of Marina.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR22 - Surtees Street,"Surtees Street, Headland&Harbour Ward",451418,532487,BR22,0.6,owned by a public authority,not permissioned,,,,yes,15.0,20.0,,Former Focus Building,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR23 - The Woodcutter Pub,"The Woodcutter Pub, Kingsley Av, Rift House Ward",449732,531052,BR23,0.29,not owned by a public authority,permissioned,full planning permission,2015-02-03,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=99687,yes,,,,14 new dwellings on former pub site. Development has commenced on part of site.,2017-12-17,2018-12-10,
http://opendatacommunities.org/id/unitary-authority/hartlepool,Hartlepool Borough Coucil,BR24 - Trincomalee Wharf,"Trincomalee Wharf, Maritime Av, Headland&Harbour",451384,532973,BR24,0.64,not owned by a public authority,not permissioned,,,,yes,20.0,50.0,,Waterfront site. If apartments were built could accomodate a greater number than town houses.,2017-12-17,2018-12-10,
