OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR1,Short Street Community Infants School,52.78757868,-1.62943723,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.53,Owned by a public authority,,Permissioned,Full Planning Permission,03/08/2018,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,Yes,"Site included in the Housing Permissions  - Not yet commenced - Suitable Brownfield Site taken from the SHLAA (SHLAA 26)
Demolition of school buildings and erection of 21 affordable dwellings including details of access
",29/09/2017,30/09/2018,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR2,Coors Middle Yard,52.8098491,-1.630464918,http://www.eaststaffsbc.gov.uk/planning/planning-policy,9.08,Not owned by a public authority,,Not Permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,Yes,"Suitable Brownfield Site taken from the SHLAA  (SHLAA 71) and also Allocated in the Adopted Local Plan 2012-2031

",29/09/2017,29/09/2017,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR3,Coors High Street,52.80425698,-1.627397206,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2.91,Not owned by a public authority,,Not Permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,Yes,"Site Allocated in the Adopted Local Plan 2012-2031

",29/09/2017,29/09/2017,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR4,Bargates,52.80605018,-1.625898534,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2.64,Owned by a public authority,,Pending decision,Full Planning Permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,Yes,"Site Allocated in the Adopted Local Plan 2012-2031 - Application submitted December 2017, awaiitng determination
Erection of 140 dwellings comprising 72 sheltered apartments, 24 private apartments and 44 houses
",29/09/2017,30/09/2018,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR5,Branston Depot,52.79032402,-1.654429672,http://www.eaststaffsbc.gov.uk/planning/planning-policy,19.27,Not owned by a public authority,,Pending decision,Outline Planning Permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,,"Site Allocated in the Adopted Local Plan 2012-2031 - Resolution to approve 27/08/2013 subject to S106 legal agreement
Outline planning application for up to 483 dwellings (excluding conversion)
",29/09/2017,29/09/2017,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR6,Derby Road Burton,52.8166277,-1.630615314,http://www.eaststaffsbc.gov.uk/planning/planning-policy,8.09,Not owned by a public authority,,Not Permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,Yes,"Site Allocated in the Adopted Local Plan 2012-2031

",29/09/2017,29/09/2017,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR7,JCB Pinfold Street,52.89620477,-1.865325487,http://www.eaststaffsbc.gov.uk/planning/planning-policy,1.94,Not owned by a public authority,,Pending decision,Outline Planning Permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,Yes,"Site Allocated in the Adopted Local Plan 2012-2031 - Residential Part of the Site Not Started, Retail Part complete (Outline Planning permission granted 09/08/2013, since expired, New Outline submitted 06.11.2017)
Outline application for the erection of up to 148 dwellings
",29/09/2017,30/09/2018,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR8,Brookside Business Park,52.8981559,-1.857961045,http://www.eaststaffsbc.gov.uk/planning/planning-policy,4.4,Not owned by a public authority,,Pending decision,Outline Planning Permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,,"Site Allocated in the Adopted Local Plan 2012-2031 - Resolution to Approve � 22/09/2015  subject to S106 legal agreement
Outline application for a mixed use development for up to 90 residential dwellings
",29/09/2017,29/09/2017,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR9,Churnet Farm Rocester,52.95067906,-1.842429583,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.52,Not owned by a public authority,,Not Permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,Yes,"Site Allocated in the Adopted Local Plan 2012-2031  (only part of the allocated site is Brownfield so the site area has been amended to reflect this) - Applications totalling 90 units submitted in May 2017 to the LPA.
Erection of 70 new dwellings and demolition of all existing buildings and erection of 20 dwellings
",29/09/2017,29/09/2017,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR10,Former Alumasc Grundy Ltd Hawkins Lane,52.81143121,-1.633344501,http://www.eaststaffsbc.gov.uk/planning/planning-policy,4.1,Not owned by a public authority,,Permissioned,Full Planning Permission,18/06/2018,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,Yes,"Site historically a SHLAA site, removed as was being retained for employment use (i.e.: Tesco Store). Residential application for 203 units approved 18/06/2018 - not yet commenced
Erection of 203 dwellings, comprising 87no. affordable dwellings,
",29/09/2017,30/09/2018,
