OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,1,TIPNER WEST,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-001.pdf,6.56,mixed ownership,,Not permissioned,,,,650,,,yes,"""Part of City Deal"". ""Proposed for up to 650 dwelling mixed-use as part of larger development scheme for City Deal""",30/07/2016,18/12/2017,
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,2,TIPNER FIRING RANGE,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-002.pdf,15.46,owned by a public authority,,Not permissioned,,,,600,,,yes,"""Part of City Deal"". ""Proposed for up to 600 dwelling mixed-use as part of larger development scheme for City Deal""",31/07/2016,18/12/2017,
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,3,LAND OFF AND BETWEEN M275 SOUTH OF TIPNER LAKE INCLUDING GREYHOUND STADIUM TWYFORD AVENUE,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-003.pdf,11.29,owned by a public authority,,Permissioned,Outline planning permission,30/03/2012,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L7GM7TMO5G000,600,,,yes,". ""Outline planning permission granted for up to 600 homes, 615sqm commercial floor space and sea wall. Permission granted for Park & Ride facility.""",01/08/2016,18/12/2017,
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,4,PORT SOLENT HMS EXCELLENT,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-004.pdf,25.34,mixed ownership,,Not permissioned,,,,500,,,yes,"""The site has considerable contaminated land issues through industrial use of the land, landfill and land reclamation. Therefore, before any development can take place the council will need to be satisfied that an  appropriate scheme for remediation of the site is in place to deal with the historic land contamination."". ""Allocated in Core Strategy (2011-2027) for approx. 500 homes.  Also part of City Deal """,02/08/2016,18/12/2017,
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,12,"CITY CENTRE IDENTIFIED PERMISSIONS (EUROPA HOUSE, HAVANT STREET)",,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-012.pdf,0.26,unknown ownership,,Permissioned,Full planning permission,18/06/2015,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NJCF4FMOI3V00,200,,,yes,"""Subject to conditions"". ""Change of use from office (Class B1) to halls of residence (Class C1) at levels 6-18 of Europa House and the annex building to form 262 study bedrooms with communal facilities""",05/08/2016,18/12/2017,
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,14,TRAFALGAR WHARF,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-014.pdf,3.23,not owned by a public authority,,Pending decision,,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=MSUUZTMO5G000,160,,,yes,"""The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination."". ""Resolution to grant permission for 163 units. Allocated for residential development in Portsmouth City Plan 2001-2011""",06/08/2016,18/12/2017,
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,16,DRAYTON DAIRY,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-016.pdf,2.52,owned by a public authority,,Permissioned,Other,20/09/2017,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OL60SKMOJTS00,100,,,yes,"""Resolution to grant permission subject to S106."". ""Outline application for the construction of up to 108 dwellings""",07/08/2016,18/12/2017,
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,27,QINETIQ - FRASER BATTERY,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-027.pdf,5.45,not owned by a public authority,,Not permissioned,,,,130,,,yes,". ""Previous planning application withdrawn for 131 residential dwellings. Recent refused planning application for access road to accommodate residential development""",14/08/2016,18/12/2017,
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,32,42-56 GKN AUTOPARTS LTD MIDDLE STREET,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-032.pdf,0.11,not owned by a public authority,,Permissioned,Full planning permission,10/02/2015,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=MXWFV2MOGHQ00,60,,,yes,"""Subject to conditions"". ""Construction of 4-storey building to form 66 unit student halls of residence (within Class C1) and three commercial units to ground floor for purposes within Use Class B1 after demolition of existing building""",17/08/2016,18/12/2017,
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,34,QUEENS HOTEL,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-034.pdf,0.84,not owned by a public authority,,Permissioned,Full planning permission,15/03/2012,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=LDTP2UMO02T00,30,,,yes,"""Subject to conditions"". ""Construction of eight-storey building comprising 38 apartments above extended landscapes podium level and associated car parking facilities""",19/08/2016,18/12/2017,
http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,45,THE ROYAL BEACH HOTEL (EAST WING)  ST HELENS PARADE,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-045.pdf,0.11,unknown ownership,,Permissioned,Full planning permission,18/07/2013,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=KYYKV6MO04R00,40,,,yes,". ""Conversion of east wing to form 9 maisonettes and 31 flats including construction of mansard roof to form additional floor and external alterations""",26/08/2016,18/12/2017,
