OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,13/00747/FUL,Three Barrels Winklebury Centre Basingstoke,461186.9375,152463.7085,,0.059338,not owned by a public authority,,permissioned,full planning permission,20140211,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=MO0ZDBCRAT000&activeTab=summary,,5,5,yes,Small site granted permission (13/00747/FUL) in Feburary 2014. Currently under construction and considered deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,13/02321/FUL,Main Hall Park Prewett Northbrook Crescent Basingstoke,461524.185,153887.385,,0.253897,not owned by a public authority,,permissioned,full planning permission,20150320,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=MVYE55CRAT000&activeTab=summary,,19,19,yes,"Planning permission was granted for a net gain of 19 units in March 2015 (13/02321/FUL) . The site is under construction and the developer has confirmed, through the site monitoring consultation, that the remaining units will be delivered in 2018/19.  A planning application was been submitted to provide an additional 9 units in the hall (17/00565/FUL), but this has been withdrawn. The site is deliverable within five years.",2017-12-31,2019-12-23,
http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,14/03214/FUL,Cranbourne House The Harrow Way,462905.444,150390.697,,0.056245,not owned by a public authority,,permissioned,full planning permission,20150728,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NDWLC6CRL0M00&activeTab=summary,,7,7,yes,Small site granted permission (14/03214/FUL) in July 2015. The site is considered deliverable within five years.,2018-12-31,2019-12-23,2019-12-23
http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,14/03880/FUL,The Railway Inn Station Road,446328.8265,148862.0925,,0.138729,not owned by a public authority,,permissioned,full planning permission,20150707,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NGU8J8CRFND00&activeTab=summary,,5,5,yes,Small site granted permission for 5 dwellings in July 2015 (14/03880/FUL).  No starts recorded on site at 1 April 2018 but site considered deliverable within five years.,2018-12-31,2019-12-23,2019-12-23
http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,15/00975/FUL,Leamington Court Andover Road Newfound,457844.525,151294.46,,0.496163,not owned by a public authority,,permissioned,full planning permission,20160513,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NLGY47CRJBL00&activeTab=summary,,13,13,yes,Planning permission was granted in May 2016 for the conversion of offices to 7 units and erection of 6 further units on site (15/00975/FUL). Site is under construction. At 1 April 2019 there were 5 dwellings outstanding. The site is deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,15/03029/OUT,Land between Elmdene and Fairholm Aldermaston Road Pamber End,461044.0825,158624.7425,,1.0251370000000002,not owned by a public authority,,permissioned,outline planning permission,20160525,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NTLFAVCRMW700&activeTab=summary,,12,12,yes,Outline planning permission was granted for 12 units in Feburary 2016 (15/03029/OUT).  A reserved matters application was submitted in December 2018 which is pending consideration (18/03729/RES). The site is deliverable within five years.,2019-05-14,2019-12-23,
http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,15/03170/FUL,Wella (Gb) Wella Road Basingstoke,462726.149,150766.2405,,0.668655,not owned by a public authority,,permissioned,full planning permission,20161223,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NUB80JCRFS600&activeTab=summary,,70,70,yes,A prior notification was approved for the conversion of the building to residential use (14/02433/GPDOFF) encompassing 12 units. A new application for  70 units on the site (15/03170/FUL) was granted permission in December 2016. The site has been cleared to enable development to take place and start on site was recorded in recorded 2017.  The site is deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,15/04469/RES,Queen Marys College Land Adjacent To Cliddesden Road Basingstoke,463871.9505,151155.1275,,0.22859699999999997,unknown ownership,,permissioned,reserved matters approval,20160715,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NZI3KXCRKV200&activeTab=summary,,6,6,yes,Outline planning permission grated under reference BDB/74060 in July 2016.  Reserved matters approval graned July 2017 (15/04469/RES). As at the 1 April 2018 construction was yet to start. Site considered deliverable within five years.,2017-12-31,2019-12-23,2019-12-23
http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,15/04506/FUL,Royal British Legion  The Street Bramley,465110.126,159273.6485,,0.522844,not owned by a public authority,,permissioned,full planning permission,20161111,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NZPT71CRL0V00&activeTab=summary,,9,9,yes,Small site granted permission (15/04506/FUL) in November 2016. No start on site has been recorded at 1 April 2019 but the site considered deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,15/04534/FUL,Brickells Yard  Oakley Lane Oakley,457834.612,150722.4375,,0.266285,not owned by a public authority,,permissioned,full planning permission,20160909,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NZT4PMCR0AQ00&activeTab=summary,,10,10,yes,An full application (15/04534/FUL) for 10 units was granted in September 2016.  The site is under cosntruction and completions are expected in 2019/20.  It is considered that the site is deliverable within five years.,2017-12-31,2019-12-23,
