OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR011,"Coton's van Hire / Millfields House, Lichfield Road",419529.0805,304216.6392,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR011.pdf,0.66,not owned by a public authority,,not permissioned,,,,12,,,,Site allocation in TBC LP 2006-2031,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR039,Co-op filling station,420437.1182,303575.9215,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR039.pdf,0.32,not owned by a public authority,,not permissioned,,,,12,,,,Site allocation in LP 2006-2031,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR007,Station Car Park off B5404,421747.4755,301572.2151,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR007.pdf,0.23,not owned by a public authority,,not permissioned,,,,9,,,,,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR010,"Jewsons, Saxon Drive",421226.7352,304260.1482,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR010.pdf,0.51,not owned by a public authority,,not permissioned,,,,32,,,,,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR005,"Arriva Bus Depot, Aldergate",420739.3994,304224.6679,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR005.pdf,0.39,not owned by a public authority,,not permissioned,,,,40,,,,Site allocation in TBC LP 2006-2031,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR001,"Phoenix Special Purpose Machines, Hospital Street",420601.8216,304264.9466,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR001.pdf,0.31,not owned by a public authority,,not permissioned,,,,11,,,,Site allocation in TBC LP 2006-2031,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR008,"Hyundai Garage, Lichfield Street",420247.8641,304111.7081,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR008.pdf,0.24,not owned by a public authority,,not permissioned,,,,12,,,,,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR004,"Norris Bros, Lichfield Street",420453.5466,304097.9445,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR004.pdf,0.2,not owned by a public authority,,not permissioned,,,,20,,,,Site allocation in TBC LP 2006-2031,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR002,Land off Cottage Farm Road,421687.2836,301492.1761,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR002.pdf,1.5,not owned by a public authority,,not permissioned,,,,48,,,,Site allocation in TBC LP 2006-2031,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR009,Factory north of B5404,422092.4994,301439.5611,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR009.pdf,0.17,not owned by a public authority,,not permissioned,,,,7,,,,,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR003,Derelict buildings south of B5404,421630.5321,301545.7765,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR003.pdf,0.17,not owned by a public authority,,not permissioned,,,,6,,,,Site allocation in TBC LP 2006-2031.  Lapsed planning permission 0551/2007,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR006,Northern Part of Beauchamp Employment Area,421972.5374,301533.2967,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR006.pdf,1.04,not owned by a public authority,,not permissioned,,,,34,,,,Site allocation in TBC LP 2006-2031,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR012,Amington Pub,421916.6518,303904.9306,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR012.pdf,0.39,not owned by a public authority,,not permissioned,,,,14,,,,,08/12/2017,08/12/2017,
http://opendatacommunities.org/doc/district-council/tamworth,Tamworth Borough Council,BR013,Car Park off Park Farm Road,421317.3573,302400.5379,https://www.tamworth.gov.uk/sites/default/files/planning_docs/brownfield_register/BR013.pdf,0.42,owned by a public authority,,not permissioned,,,,34,,,,Site allocation in TBC LP 2006-2031,08/12/2017,08/12/2017,
