OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,28,"Alma Street,
Wednesbury",399750,295120,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.52,,,,Other,2012,,19,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,265,"Old Cross Street,
Tipton",395367,292416,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.48,,,,Full,29.09.2014,,14,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,354,"Park Lane West ( South Staffs Depot ),
Tipton",395690,291650,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2.95,,,,Other,2012,,103,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,440,"Orchard Street,
Burnt Tree,
Tipton",395880,290720,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.28,,,,Other,2012,,30,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,463,"Dudley Road East (Brades Hall),
Brades Hall,
Oldbury",397929,290821,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,1.85,,,,Full,07.10.2016,,58,,,43 units completed 15 under construction,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,585,"Birmingham Road,
Oldbury",399350,289440,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.68,Not in Public Ownership,,,Full,21.06.2013,,41,,,3 complete 2 under construction.,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,764,"Hawes Lane,
Rowley Regis",396850,287460,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.56,Public Ownership,,,Other,2012,,20,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,768,"Reservoir Road,
Rowley Regis",397503,287500,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.76,,,,Other,2012,,30,,,Part SMBC and part private,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,856,"Cradley Road / Bannister Road,
Cradley Heath",394700,286530,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,0.52,,,,Reserved Matters,26.01.2016,,12,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,1170,"Beever Road,
Great Bridge",397587,293183,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,1.01,,,,Other,2012,,35,,,,30/06/2016,30/06/2016,
