OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,1,Ebbsfleet Central including car parks and land east of International Way,561344,174076,https://www.dartford.gov.uk/__data/assets/pdf_file/0004/436513/01-Ebbsfleet-Central-Brownfiled-Land.pdf,31.92,not owned by a public authority,,permissioned,outline planning permission,01-Nov-03,,1000,,,yes,"Land to the north of the site is former municipal landfill. This area of the site will be unsuitable for residential use due to landfill gas emissions and ground stabilisation issues.. Development of upto 789,550sq.m gross floorspace comprising employment, residential, hotel and leisure uses supporting retail & community facilities & provision of car parking, open space, roads & infrastructure.",,17-Dec-18,
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,4,"Rear of Two Brewers, 33 Lowfield Street, Dartford, Kent, DA1 1EW",554135,173902,https://www.dartford.gov.uk/__data/assets/pdf_file/0007/436516/04-Rear-of-Two-Brewers-Brownfiled-Land.pdf,0.02,not owned by a public authority,,permissioned,full planning permission,26-May-15,,5,,,yes,"Site is adjacent to the Listed Two Brewers Pub, which is to be retained.. Demolition of the existing single storey rear extensions and erection of a five storey building to the rear of the existing building to provide 1 No. three bedroom,  6 No. one bedroom, and 4 No. two bedroom flats (11 units in total), car parking spaces, and additional floor space for the use of the existing public house",,17-Dec-18,
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,5,"St Marys Church Hall, Church Hill, Stone, Kent, DA9 9BP",557472,174822,https://www.dartford.gov.uk/__data/assets/pdf_file/0008/436517/05-St-Marys-Church-Hall-Brownfiled-Land.pdf,0.1,not owned by a public authority,,permissioned,reserved matters approval,09-Nov-18,,5,,,yes,". Submission of reserved matters relating to access, appearance, landscaping, layout and scale pursuant to condition 1 of outline planning permission DA/14/01805/OUT for demolition of existing hall and erection of 4 x 3 bedroom and 2 x 2 bedroom apartments with communal parking, storage and amenit",,17-Dec-18,
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,8,"Land Adjacent To The Rear Of 1-12 Cressener Place, Burnham Road, Dartford, Kent",553785,174697,https://www.dartford.gov.uk/__data/assets/pdf_file/0010/436519/08-Cressener-Place-Brownfiled-Land.pdf,0.14,not owned by a public authority,,permissioned,full planning permission,16-Dec-16,,5,,,yes,. Erection of a terrace of 5 No. 2 bedroom two storey houses with parking and amenity space,,17-Dec-18,
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,10,"Steam Crane Wharf, Lower Hythe Street, Dartford, Kent",554264,174671,https://www.dartford.gov.uk/__data/assets/pdf_file/0003/436521/10-Steam-Crane-Wharf-Brownfiled-Land.pdf,0.48,not owned by a public authority,,not permissioned,,,,19,,,,Vacant site.. No - flood risk issues and HSE consultation zones unlikely to be mitigated.,,17-Dec-18,
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,14,"Land East Of Lowfield Street, Dartford, Kent",554157,173772,https://www.dartford.gov.uk/__data/assets/pdf_file/0004/436522/14-Land-East-of-Lowfield-Street-Brownfiled-Land.pdf,2.52,not owned by a public authority,,permissioned,full planning permission,07-Sep-17,,100,,,yes,". Development comprising (a) detailed permission for the demolition of existing buildings, refurbishment of No. 26 Lowfield Street and the construction of 188 dwellings, retail units, office, café/micro-brewery, detailed landscape strategy, car parking, new internal access roads, sustainable urban drainage systems; and associated infrastructure and earthworks (b) outline permission, with all matters reserved except access, for the demolition of existing buildings and the erection of up to 360 dwellings, flexibility for the following Use Classes:- A1 (retail), A2 (financial and professional services), A3 (restaurants and cafes) and D1 (non-residential institutions) fronting Lowfield Street, new internal access roads, car parking, sustainable urban drainage systems; and associated landscaping, infrastructure and earthworks.",,17-Dec-18,
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,15,"Former Croxton and Garry Site (North of London Road), Tiltman Avenue
Swanscombe
Kent",559671,175023,https://www.dartford.gov.uk/__data/assets/pdf_file/0010/436555/15-Former-Croxton-and-Garry-Brownfiled-Land.pdf,2.57,not owned by a public authority,,pending decision,outline planning permission,,,150,,,yes,"Application is currently in with Ebbsfleet Development Coorporation (EDC). Outline planning application for residential development of up to 220 dwellings including new vehicular access to Tiltman Avenue, creation of a development platform and associated works.",,17-Dec-18,
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,17,"Station Approach, Dartford, Kent, DA1 1BP",554281,174340,https://www.dartford.gov.uk/__data/assets/pdf_file/0006/436524/17-Station-Approach-Brownfiled-Land.pdf,1.9,mixed ownership,,not permissioned,,,,70,,,yes,. Mixed use development site adjacent to Dartford Train Station. Yes - limited constraints and potential for mitigation through site design.,,17-Dec-18,
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,18,"Thames Europort (Dartford International Ferry Terminal), Clipper Boulevard, Dartford, Kent",557415,175358,https://www.dartford.gov.uk/__data/assets/pdf_file/0011/436556/18-Thames-Europort-Brownfiled-Land.pdf,17.93,not owned by a public authority,,not permissioned,,,,600,,,yes,"Site owner to consider options regarding future release of the site  in consultation with the Council, Port of London Authority and other interested parties.. Mixed use site. Yes - mitigation of constraints likely.",,17-Dec-18,
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,19,"Glentworth Club Site, 154 Lowfield St, Dartford DA1 1JB",554166,173603,https://www.dartford.gov.uk/__data/assets/pdf_file/0007/436525/19-Glentworth-Club-Brownfiled-Land.pdf,0.55,not owned by a public authority,,not permissioned,,,,10,,,yes,Social Club is seeking to release the site for residential development and relocate. Housebuilder has indicated a willingness to aquire site for residential development.. Residential development site (part of the wider Lowfield Street regeneration).,,17-Dec-18,
