OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/purbeck,Purbeck District Council,BR/03/001,"""Former Bere Regis primary school, Rye Hill, Bere Regis""",384705.31,94267.69,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.3,owned by a public authority,,not permissioned,,,,,,yes,Only part of site brownfield - school building SHLAA 6/03/1336,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/purbeck,Purbeck District Council,BR/11/002,"""Binnegar Hall, East Stoke, Wareham""",388393.67,87161.11,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,1.66,not owned by a public authority,,permissioned,full planning permission,01/07/2016,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43598,,,yes,SHLAA 6/11/1337,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/purbeck,Purbeck District Council,BR/11/003,"""Kemps Country House Hotel, East Stoke, Wareham""",388001.45,87104.66,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.1,not owned by a public authority,,permissioned,full planning permission,03/09/2015,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43391,,,yes,Other application number 6/2015/0005,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/purbeck,Purbeck District Council,BR/15/004,"""Bere Farm, Lytchett Minster""",394225.38,93439.42,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.51,not owned by a public authority,,not permissioned,,,,,,yes,SHLAA 6/15/1373,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/purbeck,Purbeck District Council,BR/15/005,"""32 Poole Road, Upton""",398434.53,93079.17,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.06,not owned by a public authority,,permissioned,full planning permission,28/07/2016,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=44577,,,yes,Only part of site brownfield|whole site includes garden development,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/purbeck,Purbeck District Council,BR/20/006,"""Former Police Station Premises, Argyle Road and Kings Road West, Swanage""",402573.29,78832.46,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.03,not owned by a public authority,,permissioned,,22/12/2016,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=45183,,,yes,,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/purbeck,Purbeck District Council,BR/20/007,"""Cauldron Barn caravan site, Swanage""",402461.35,79644.7,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.39,not owned by a public authority,,not permissioned,,,,,,yes,SHLAA 6/20/1332,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/purbeck,Purbeck District Council,BR/20/008,"""former grammar school, Northbrook Road, Swanage""",402633.97,80086.49,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.93,not owned by a public authority,,permissioned,,,,,,yes,Only part of the former school site is brownfield -the majority is that which was orginally set aside as a site for Swanage School.,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/purbeck,Purbeck District Council,BR/20/009,"""1 The Pier Head, High St, Swanage""",403378.45,78646.7,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.16,not owned by a public authority,,permissioned,full planning permission,31/07/2015,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43215,,,yes,Other application numbers 6/2014/0166|6/2011/0812,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/purbeck,Purbeck District Council,BR/23/010,"""Wareham Autopoint, North Street, Wareham""",392150.98,87756.22,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.12,not owned by a public authority,,not permissioned,,,,,,yes,,31/12/2017,31/12/2017,
