OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL02,GreenLane,-1.893679,53.980846,,4.36,Notownedbyapublicauthority,Not permissioned,,,,No,,,,,2018-01-09,2018-02-02,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL03,LandatCollegeFarm,-1.992397,53.933254,,0.616,Notownedbyapublicauthority,Permissioned,Full planning permission,2017-06-06,https://publicaccess.cravendc.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZYYFKJV947,Yes,,,,Planning permission has not yet been implemented.,2018-01-09,2018-02-02,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL04,RichardThornton'sCEPrimarySchool,-2.540095,54.145002,,0.73,Notownedbyapublicauthority,Not permissioned,,,,Yes,15,,,Land allocated within Draft Local Plan,2018-01-09,2018-02-02,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL05,KeasdenWaterTreatmentWorks,-2.424813,54.059099,,0.37,Notownedbyapublicauthority,Not permissioned,,,,No,,,,,2018-01-09,2018-02-02,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL06,StationWorksnorthofCononleyLane,-2.011574,53.918424,,2.16,Notownedbyapublicauthority,Pending decision,Full planning permission,,https://publicaccess.cravendc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=ZZZZYZFKJV814,Yes,93,,,Land allocated within Draft Local Plan,2018-01-09,2018-02-02,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL07,LandatStationYard,-2.11248,53.942153,,0.46,Notownedbyapublicauthority,Not permissioned,,,,No,,,,,2018-01-09,2018-02-02,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL08,FormerHighwaysDepotoffEshtonRoad,-2.100251,53.986536,,0.5,Notownedbyapublicauthority,Not permissioned,,,,No,,,,,2018-01-09,2018-02-02,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL09,"NevilleHouse,NevilleCrescent",-2.109214,53.984376,,0.42,Ownedbyapublicauthority,Not permissioned,,,,Yes,14,,,Land allocated within Draft Local Plan,2018-01-09,2018-02-02,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL10,"FredGreenandSonLtd,CanalWaterhouse,EshtonRoad",-2.101859,53.986899,,1.12,Notownedbyapublicauthority,Not permissioned,,,,Yes,,,,,2018-01-09,2018-02-02,
http://opendatacommunities.org/id/district-council/craven,CravenDistrictCouncil,BRL11,SystagenixFactorySite,-2.095383,53.985153,,8.21,Notownedbyapublicauthority,Not permissioned,,,,No,,,,,2018-01-09,2018-02-02,
