OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR1,Short Street Community Infants School,-1.629437,52.787579,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.53,owned by a public authority,,permissioned,full planning permission,2018-08-03,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Site included in the Housing Permissions  - Not yet commenced - Suitable Brownfield Site taken from the SHLAA (SHLAA 26),2017-09-29,2018-09-30,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR2,Coors Middle Yard,-1.630465,52.809849,http://www.eaststaffsbc.gov.uk/planning/planning-policy,9.08,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Suitable Brownfield Site taken from the SHLAA  (SHLAA 71) and also Allocated in the Adopted Local Plan 2012-2031,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR3,Coors High Street,-1.627397,52.804257,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2.91,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Site Allocated in the Adopted Local Plan 2012-2031,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR4,Bargates,-1.625899,52.80605,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2.64,owned by a public authority,,pending decision,full planning permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,"Site Allocated in the Adopted Local Plan 2012-2031 - Application submitted December 2017, awaiitng determination",2017-09-29,2018-09-30,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR5,Branston Depot,-1.65443,52.790324,http://www.eaststaffsbc.gov.uk/planning/planning-policy,19.27,not owned by a public authority,,pending decision,outline planning permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,,Site Allocated in the Adopted Local Plan 2012-2031 - Resolution to approve 27/08/2013 subject to S106 legal agreement,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR6,Derby Road Burton,-1.630615,52.816628,http://www.eaststaffsbc.gov.uk/planning/planning-policy,8.09,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Site Allocated in the Adopted Local Plan 2012-2031,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR7,JCB Pinfold Street,-1.865325,52.896205,http://www.eaststaffsbc.gov.uk/planning/planning-policy,1.94,not owned by a public authority,,pending decision,outline planning permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,"Site Allocated in the Adopted Local Plan 2012-2031 - Residential Part of the Site Not Started, Retail Part complete (Outline Planning permission granted 09/08/2013, since expired, New Outline submitted 06.11.2017)",2017-09-29,2018-09-30,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR8,Brookside Business Park,-1.857961,52.898156,http://www.eaststaffsbc.gov.uk/planning/planning-policy,4.4,not owned by a public authority,,pending decision,outline planning permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,,Site Allocated in the Adopted Local Plan 2012-2031 - Resolution to Approve � 22/09/2015  subject to S106 legal agreement,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR9,Churnet Farm Rocester,-1.84243,52.950679,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.52,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Site Allocated in the Adopted Local Plan 2012-2031  (only part of the allocated site is Brownfield so the site area has been amended to reflect this) - Applications totalling 90 units submitted in May 2017 to the LPA.,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR10,Former Alumasc Grundy Ltd Hawkins Lane,-1.633345,52.811431,http://www.eaststaffsbc.gov.uk/planning/planning-policy,4.1,not owned by a public authority,,permissioned,full planning permission,2018-06-18,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,"Site historically a SHLAA site, removed as was being retained for employment use (i.e.: Tesco Store). Residential application for 203 units approved 18/06/2018 - not yet commenced",2017-09-29,2018-09-30,
