OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/broxbourne,,BR01,"High Road Broxbourne, Broxbourne, EN10 7DD, Broxbourne School",-5.002568,54.685449,,6.093,owned by a public authority,,permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR02,"Churchgate, Cheshunt, EN8 9ED, Former St Marys High School Site",-0.053365,51.704633,,3.055,not owned by a public authority,,permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR03,"Park Lane Paradise, Cheshunt, EN7 6TD, Cheshunt Park Farm",-5.032888,54.666694,,2.238,not owned by a public authority,,permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR04,"Land rear of 45-47 high Street, Cheshunt, EN8 0BS, Land rear of 45-47 High Street",-0.036569,51.709812,,0.083,not owned by a public authority,,permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR05,"Rosedale Way, Cheshunt, Waltham Cross, Hertfordshire, EN7 6HR, Fourfields",-5.048675,54.663744,,0.522,owned by a public authority,,permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR06,"6 Windmill Lane, Cheshunt, EN8 9AA, Wolsey Hall",-5.069064,54.679898,,0.158,owned by a public authority,,permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR07,"Delamare Road, Cheshunt, Cheshunt Lakeside",-5.063678,54.684197,,12.46,not owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR08,"Bishops College, Churchgate, Cheshunt, EN8 9XG, Broxbourne Borough Council Offices and Car Park",-5.067554,54.671808,,1.911,owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR09,"Theobalds Lane, Cheshunt, Hertfordshire, EN8 8RU, Cheshunt Football Club",-5.082967,54.674986,,5.304,owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR10,"577-579 Goffs Lane, Goffs Oak, EN7 5HJ, South of Goffs Lane/Manning Ground",-5.057745,54.649462,,1.883,not owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR11,"104 Cuffley Hill, Goffs Oak, EN7 5EY, CG Edwards",-5.053771,54.641345,,1.208,not owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR12,"Rye Road, Hoddesdon, EN11, Turnford Surfacing Site",-4.952312,54.705196,,0.579,not owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR13,"Lord Street, Hoddesdon, EN11 8NL, Rosehill Bowls Club",-4.967868,54.687761,,0.302,not owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR14,"Essex Road, Hoddesdon, EN11 0BX, Oaklands Yard",-0.003161,51.763356,,0.908,not owned by a public authority,,permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR15,"Land rear of 76 High Street, Hoddesdon, EN11 8ET, Land rear of 76 High Street",-4.970666,54.694822,,0.231,not owned by a public authority,,permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR16,"Fourways House, Ware Road, Hoddesdon, EN11 9RS, Speakerbus Ltd",-4.959314,54.694956,,0.33,not owned by a public authority,,permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR17,"Amwell Street, Hoddesdon, EN11 8TS, 19 Amwell Street and Scania House",-4.964369,54.694257,,0.386,not owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR18,"Police Station, High Street, Hoddesdon, EN11 8BJ, Former Hoddesdon Police Station",-4.978803,54.692968,,0.321,owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR19,"16 Westfield Road, Hoddesdon, EN11 8QX, Westfield Primary School",-4.960994,54.689692,,1.272,,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR20,"Waltham Cross, Northern High Street/Land Off Sturlas Way",-5.09407,54.679603,,2.641,not owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR21,"Station Road and Lea Road, Waltham Abbey, EN9 1AN, Hazlemere Marina",-5.098474,54.693408,,1.262,not owned by a public authority,,permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR22,"High Street, Waltham Cross, EN8 7BG, Theobalds Grove Station Cark Park",-5.087546,54.678699,,0.354,owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR23,"88-102 High Street, Waltham Cross, EN8 7BX, Waltham Cross Gala Bingo Site",-5.099748,54.68041,,0.217,not owned by a public authority,,not permissioned,,,,,,,,,,
http://opendatacommunities.org/id/district-council/broxbourne,,BR24,"69 Crossbrook Street, Cheshunt, EN8 8LU, 69 Crossbrook Street",-0.034892,51.694389,,0.063,not owned by a public authority,,permissioned,,,,,,,,,,
