OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/swindon,s0080,-1.78069,51.5541,0.56,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0081,-1.78003,51.5837,0.17,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0082,-1.74496,51.5506,0.17,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0083,-1.84054,51.548,1.25,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0086,-1.7669,51.5854,0.21,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0087,-1.78135,51.5973,0.23,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0088,-1.7506,51.564,5.16,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0090,-1.77411,51.5487,0.18,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0091,-1.7265,51.5571,9.31,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0100,-1.78379,51.5594,1.27,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0101,-1.78738,51.5596,0.14,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0102,-1.78204,51.5637,4.34,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0111,-1.72666,51.5861,5.09,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0112,-1.72878,51.5871,3.17,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0113,-1.79059,51.5231,0.08,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,s0115,-1.7928,51.526,0.11,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,S0316,-1.76769,51.5833,2.61,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,S0319,-1.78682,51.5621,0.03,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,S0324,-1.75607,51.588,0.23,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,S0325,-1.77754,51.5731,0.09,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,S0326,-1.77029,51.5432,0.66,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,S0327,-1.77896,51.5575,0.31,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,S0328,-1.78918,51.5596,0.03,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,S0329,-1.76041,51.5716,1.27,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,S0330,-1.78348,51.5589,0.06,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/swindon,S0331,-1.78601,51.5651,0.42,,,2017-12-21,2017-12-21,
