OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
,BRK1,0.180367,51.570636,0.31,2018-12-31,2018-12-31,
,BRK10,0.177348,51.580243,0.63,2018-12-31,2018-12-31,
,BRK11,0.175975,51.581419,0.81,2018-12-31,2018-12-31,
,BRK2,0.174322,51.583068,0.32,2018-12-31,2018-12-31,
,BRK3,0.173229,51.570798,6.06,2018-12-31,2018-12-31,
,BRK4,0.181507,51.569636,2.88,2018-12-31,2018-12-31,
,BRK5,0.176077,51.568636,1.13,2018-12-31,2018-12-31,
,BRK6,0.175034,51.581967,0.28,2018-12-31,2018-12-31,
,BRK7,0.173573,51.584305,0.31,2018-12-31,2018-12-31,
,BRK8,0.164654,51.574632,0.17,2018-12-31,2018-12-31,
,BRK9,0.169939,51.569849,1.43,2018-12-31,2018-12-31,
,CRA1,0.270832,51.568289,0.48,2018-12-31,2018-12-31,
,CRA2,0.256874,51.575772,0.44,2018-12-31,2018-12-31,
,EMPK2,0.234916,51.581822,0.43,2018-12-31,2018-12-31,
,EPK1,0.199221,51.548962,0.74,2018-12-31,2018-12-31,
,GOO1,0.218319,51.607829,0.28,2018-12-31,2018-12-31,
,GOO2,0.214245,51.60645,0.31,2018-12-31,2018-12-31,
,GOO3,0.229686,51.60649,1.01,2018-12-31,2018-12-31,
,GOO4,0.219106,51.612248,0.28,2018-12-31,2018-12-31,
,GOO5,0.223831,51.616116,0.38,2018-12-31,2018-12-31,
,GOO6,0.230017,51.613237,3.67,2018-12-31,2018-12-31,
,HAC1,0.200106,51.549233,0.64,2018-12-31,2018-12-31,
,HEA1,0.215788,51.609073,0.54,2018-12-31,2018-12-31,
,HPK3,0.199481,51.609047,1.65,2018-12-31,2018-12-31,
,HPK4,0.177172,51.613987,0.85,2018-12-31,2018-12-31,
,HYL1,0.193777,51.566476,1.09,2018-12-31,2018-12-31,
,HYL2,0.187325,51.566278,0.58,2018-12-31,2018-12-31,
,HYL3,0.198328,51.565445,0.04,2018-12-31,2018-12-31,
,MAW1,0.155579,51.593278,0.36,2018-12-31,2018-12-31,
,PET1,0.174557,51.592264,0.25,2018-12-31,2018-12-31,
,PET2,0.193458,51.585551,1.21,2018-12-31,2018-12-31,
,PET3,0.178064,51.599744,0.11,2018-12-31,2018-12-31,
,R&W2,0.189582,51.517957,0.75,2018-12-31,2018-12-31,
,ROM1,0.186291,51.575004,0.12,2018-12-31,2018-12-31,
,ROM10,0.188118,51.5839,0.71,2018-12-31,2018-12-31,
,ROM11,0.176752,51.574393,4.29,2018-12-31,2018-12-31,
,ROM12,0.178648,51.578236,0.94,2018-12-31,2018-12-31,
,ROM13,0.173578,51.57444,0.46,2018-12-31,2018-12-31,
,ROM14,0.186677,51.570708,0.34,2018-12-31,2018-12-31,
,ROM15,0.186274,51.575553,0.01,2018-12-31,2018-12-31,
,ROM16,0.189245,51.575498,0.13,2018-12-31,2018-12-31,
,ROM17,0.187199,51.575284,0.04,2018-12-31,2018-12-31,
,ROM18,0.195234,51.582086,0.18,2018-12-31,2018-12-31,
,ROM19,0.184855,51.575148,0.02,2018-12-31,2018-12-31,
,ROM2,0.185566,51.575836,0.06,2018-12-31,2018-12-31,
,ROM21,0.185566,51.575836,0.06,2018-12-31,2018-12-31,
,ROM22,0.184429,51.569571,2.88,2018-12-31,2018-12-31,
,ROM3,0.178862,51.579603,0.27,2018-12-31,2018-12-31,
,ROM4,0.178213,51.579021,0.99,2018-12-31,2018-12-31,
,ROM5,0.180977,51.572522,3.13,2018-12-31,2018-12-31,
,ROM7,0.178261,51.577006,0.32,2018-12-31,2018-12-31,
,ROM9,0.182675,51.574235,2.24,2018-12-31,2018-12-31,
,SQH1,0.212635,51.582954,2.29,2018-12-31,2018-12-31,
,STA1,0.206793,51.556844,0.96,2018-12-31,2018-12-31,
,STA2,0.225361,51.557496,0.51,2018-12-31,2018-12-31,
,STA3,0.239644,51.558503,0.94,2018-12-31,2018-12-31,
,STHH10,0.179329,51.523846,0.94,2018-12-31,2018-12-31,
,STHH11,0.181202,51.523655,0.78,2018-12-31,2018-12-31,
,STHH13,0.167059,51.526269,0.19,2018-12-31,2018-12-31,
,STHH14,0.176624,51.524342,0.53,2018-12-31,2018-12-31,
,STHH15,0.175258,51.523522,2.04,2018-12-31,2018-12-31,
,STHH16,0.192557,51.522549,7.9,2018-12-31,2018-12-31,
,STHH17,0.184916,51.521648,2.36,2018-12-31,2018-12-31,
,STHH2,0.185803,51.522405,0.78,2018-12-31,2018-12-31,
,STHH3,0.172857,51.523896,3.31,2018-12-31,2018-12-31,
,STHH4,0.172602,51.525213,0.46,2018-12-31,2018-12-31,
,STHH5,0.168325,51.526035,0.38,2018-12-31,2018-12-31,
,STHH6,0.170725,51.525598,1.13,2018-12-31,2018-12-31,
,STHH7,0.182412,51.521663,4.02,2018-12-31,2018-12-31,
,STHH9,0.178069,51.523152,1.86,2018-12-31,2018-12-31,
,UPM1,0.299984,51.542587,2.14,2018-12-31,2018-12-31,
,UPM2,0.258489,51.557108,1.31,2018-12-31,2018-12-31,
