OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/horsham,SA511,3600850.318,3141857.262,0.09,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA554,3601612.834,3141666.213,0.9,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA198,3599784.594,3157048.32,0.03,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA285,3601470.203,3158331.294,0.5,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA530,3600371.855,3158560.083,0.11,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA529,3590899.797,3160634.894,0.37,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA550,3588793.063,3142011.028,0.15,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA137,3597413.687,3158094.404,0.9,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA138,3601849.539,3157709.269,0.17,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA139,3601400.093,3157601.09,0.29,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA144,3601158.73,3157875.378,4.5,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA146,3601804.619,3157409.493,0.8,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA655,511863,131263,0.29,2018-31-12,2018-31-12
http://opendatacommunities.org/id/district-council/horsham,SA012,510343,115075,4.8,2018-31-12,2018-31-12
http://opendatacommunities.org/id/district-council/horsham,SA032,3590771.518,3152753.764,0.26,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA659,3598016.859,3157799.941,0.1,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA660,3598046.503,3157715.096,0.07,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA495,3604848.266,3159824.098,0.3,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA143,3599480.242,3156829.498,0.58,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA200,3599656.476,3156723.309,0.03,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA436,3600263.665,3156845.321,0.23,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA449,3600167.621,3156803.153,0.05,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA453,3599363.767,3156579.856,0.04,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA490,3599930.994,3156747.663,0.9,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA577,3600109.772,3156599.254,0.14,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA664,3599351.129,3156966.829,0.15,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA672,3600025.466,3156732.909,1.3,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA199,3600772.544,3157109.364,0.2,2017-31-12,2018-31-12
http://opendatacommunities.org/id/district-council/horsham,SA448,3600705.949,3157167.613,0.61,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA478,3600615.189,3155975.53,0.4,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA525,3600200.015,3156411.339,0.12,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA535,3600191.889,3156276.647,0.1,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA557,3600360.008,3156254.193,0.16,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA661,3600444.296,3156768.183,0.8,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA605,3600900.977,3158890.448,0.12,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA591,3598320.647,3154347.9,0.5,2017-31-12,2018-31-12
http://opendatacommunities.org/id/district-council/horsham,SA518,3589643.092,3142626.953,2.5,2017-31-12,2017-31-12
http://opendatacommunities.org/id/district-council/horsham,SA673,3588554.081,3141791.158,0.1,2017-31-12,2018-31-12
