OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/shepway,,"Land Rear Church And Dwight, Caesars Way, Folkestone, Kent",1.144608,51.094505,,,owned by a public authority,,,,,,77,,,,,,
http://opendatacommunities.org/id/district-council/shepway,,"Land Adjoining Fairlight Terrace, Lydd Road, New Romney, Kent, TN28 8HE",0.931869,50.985518,,0.425,not owned by a public authority,,,,,,21,,,,,,
http://opendatacommunities.org/id/district-council/shepway,,"11 Littlestone Road, Littlestone, Kent, TN28 8LN",,,,,not owned by a public authority,,,,,,11,,,,,,
http://opendatacommunities.org/id/district-council/shepway,,"Two Bells Inn, 58 Canterbury Road, Folkestone, Kent, CT19 5NJ",1.18468,51.087708,,0.05,not owned by a public authority,,,,,,12,,,,,,
http://opendatacommunities.org/id/district-council/shepway,,"Charlier House, 8-12 Stade Street, Hythe, Kent, CT21 6BE",1.081687,51.069611,,0.13,not owned by a public authority,,,,,,6,,,,,,
http://opendatacommunities.org/id/district-council/shepway,,"12-14 Princess Street, Folkestone, Kent, CT19 6EB",,,,0.03,not owned by a public authority,,,,,,8,,,,,,
http://opendatacommunities.org/id/district-council/shepway,,"The Leas Club, The Leas, Folkestone, Kent, CT19 2DP",1.176797,51.077506,,0.25,not owned by a public authority,,,,,,68,,,,,,
http://opendatacommunities.org/id/district-council/shepway,,"72 Cheriton High Street, Folkestone, Kent, CT19 4HF",,,,0.158,not owned by a public authority,,,,,,12,,,,,,
http://opendatacommunities.org/id/district-council/shepway,,"52-54 Guildhall Street, Folkestone, Kent, CT20 1EE",,,,0.035,not owned by a public authority,,,,,,14,,,,,,
http://opendatacommunities.org/id/district-council/shepway,,"Folkestone Constitutional Club, 43-45 Guildhall Street, Folkestone, Kent CT20 1EF",1.178382,51.081259,,0.034,not owned by a public authority,,,,,,8,,,,,,
