OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 8,-0.758112,51.295747,0.25,2018-12-10,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 9,-0.754257,51.295626,0.08,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 15,-0.756948,51.289449,5.96,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 102,-0.766873,51.248701,0.06,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 110,-0.758689,51.247194,0.07,2017-12-11,2017-12-11,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 284,-0.744322,51.294935,0.14,2017-12-11,2017-12-11,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 304,-0.763784,51.245809,0.06,2018-12-10,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 320,-0.778693,51.295227,0.10,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 409,-0.766668,51.249382,0.01,2018-12-10,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 516,-0.784350,51.292831,4.26,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 518,-0.755248,51.287606,2.04,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 548,-0.773331,51.244003,0.26,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 550,-0.767655,51.307898,0.10,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 554,-0.762928,51.249388,1.77,2017-12-11,2017-12-11,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 557,-0.794925,51.298686,0.64,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 563,-0.767287,51.248229,0.08,2017-12-11,2017-12-11,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 572,-0.764007,51.267933,8.50,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 575,-0.747004,51.232196,0.28,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 577,-0.765166,51.248773,0.93,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 580,-0.760813,51.246533,0.21,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 582,-0.761983,51.247768,0.19,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 583,-0.752783,51.292337,0.09,2017-12-11,2017-12-11,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 584,-0.752028,51.293713,0.07,2017-12-11,2017-12-11,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 590,-0.760458,51.292229,1.73,2017-12-11,2017-12-11,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 596,-0.753661,51.286906,1.09,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 597,-0.745854,51.253918,0.43,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 598,-0.742699,51.256096,2.65,2017-12-11,2017-12-11,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 603,-0.753588,51.294369,0.08,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 604,-0.765420,51.248380,0.15,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 605,-0.763447,51.249807,0.07,2017-12-11,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 607,-0.754955,51.311181,0.35,2017-12-11,2017-12-11,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 610,-0.766230,51.248640,0.10,2018-12-10,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 612,-0.767416,51.318938,0.33,2018-12-10,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 616,-0.756887,51.249180,0.54,2018-12-10,2018-12-10,
http://opendatacommunities.org/id/district-council/rushmoor,SHELAA ID: 618,-0.755085,51.292577,0.55,2018-12-10,2018-12-10,
