OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR1,"48 Alexandra Street, Southend-On-Sea, Essex, SS1 1BJ",0.710936,51.535399,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.053,not owned by a public authority,permissioned,full planning permission,2016-03-03,,yes,9,9,,,2017-03-31,2017-03-31,
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR4,"Car Park Centurion Close, Shoeburyness, Essex, SS3 9UT",0.794553,51.539237,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.42,owned by a public authority,permissioned,full planning permission,2017-03-01,,yes,9,9,,,2017-03-31,2017-03-31,
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR5,"Chartwell House Chartwell Square (Plaza Centre), Southend-On-Sea, Essex, SS2 5SP",0.712511,51.540552,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.189,not owned by a public authority,permissioned,planning permission granted under an order,2016-01-05,,yes,108,108,,,2017-03-31,2017-03-31,
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR6,"Part Of Former Keddies Building And Maitland House Chichester Road, Southend-On-Sea, Essex, SS1 2JY",0.713596,51.53916,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.276,not owned by a public authority,permissioned,full planning permission,2011-06-30,,yes,98,98,,,2017-03-31,2017-03-31,
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR7,"8 (Central House) Clifftown Road, Southend-On-Sea, Essex, SS1 1AB",0.712727,51.537148,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.296,not owned by a public authority,permissioned,planning permission granted under an order,2014-09-05,,yes,28,28,,,2017-03-31,2017-03-31,
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR8,"6 (The Britannia) Eastern Esplanade, Southend-On-Sea, Essex, SS1 2ER",0.725024,51.532483,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.049,not owned by a public authority,permissioned,full planning permission,2017-03-02,,yes,9,9,,,2017-03-31,2017-03-31,
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR9,"57 - 59 (The Sarah Moore Public House) Elm Road, Leigh-on-Sea, Essex, SS9 1SP",0.654016,51.544067,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.066,not owned by a public authority,permissioned,full planning permission,2017-01-24,,yes,6,6,,,2017-03-31,2017-03-31,
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR10,"9 Elmer Approach, Southend-On-Sea, Essex, SS1 1NE",0.712014,51.538495,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.197,not owned by a public authority,permissioned,planning permission granted under an order,2017-02-07,,yes,140,140,,,2017-03-31,2017-03-31,
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR11,"Venture House (First Floor) Essex Street, Southend-On-Sea, Essex, SS1 2NY",0.715698,51.540541,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.009,not owned by a public authority,permissioned,planning permission granted under an order,2016-09-13,,yes,1,1,,,2017-03-31,2017-03-31,
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR12,"Venture House (Ground Floor) Essex Street, Southend-On-Sea, Essex, SS1 2NY",0.715698,51.540541,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.009,not owned by a public authority,permissioned,planning permission granted under an order,2016-09-13,,yes,1,1,,,2017-03-31,2017-03-31,
http://opendatacommunities.org/id/unitary-authority/southend,Southend Borough Council,BR13,"152 (First And Second Floor) Hamlet Court Road, Westcliff-on-Sea, Essex, SS0 7LJ",0.6957,51.540643,http://www.southend.gov.uk/downloads/200160/local_planning_framework,0.051,not owned by a public authority,permissioned,planning permission granted under an order,2016-12-14,,yes,6,6,,,2017-03-31,2017-03-31,
