OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/fareham,37,457739.2,109674.9,2.2,,,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,86,456876.7,106250.9,0.18,9,20,2019-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,87,457124.4,106139.2,0.17,34,34,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,158,458275.6,106140.9,0.08,,,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,198,458037.6,106411.9,3.35,100,100,2019-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,203,461706,105594.3,0.25,26,26,2019-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,211,457010.3,106304.1,1.58,120,120,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,212,456892.6,106334.3,1.05,94,94,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,1058,455298.3,107272.3,0.43,13,13,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,1076,457766.4,104630.6,0.2,8,8,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,1203,449388.8,109469.5,4.66,50,50,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,1325,457212.4,106192.2,0.24,49,49,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,1425,458000.2,106093.3,1.48,100,100,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,2826,458366,106416.4,0.42,0,0,2018-01-08,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,2851,451283.7,107302.9,0.27,13,13,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,2956,457155.8,106184.3,0.11,11,11,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,2969,457820.8,107454.8,0.6,13,13,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3063,457597.5,106355.4,0.17,12,12,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3070,457598,106303,0.22,45,45,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3088,449187.7,105332.3,2.46,100,100,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3116,452014,110741.7,0.92,15,15,2019-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3120,455068.1,104331.5,0.72,9,9,2019-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3142,451702.9,108677.3,0.09,15,15,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3144,455550.8,106873.3,0.15,5,5,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3145,457437.9,106252.7,0.17,8,8,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3146,451555.1,108395.7,0.12,9,9,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3149,455738.4,107070.4,0.15,7,7,2017-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3204,450730.7,107988.8,0.09,6,6,2019-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3206,450153.7,107942.4,0.09,9,9,2019-12-01,2019-12-19,
http://opendatacommunities.org/id/district-council/fareham,3209,457665.7,105629.5,0.09,5,5,2019-12-01,2019-12-19,
