OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR1,Short Street Community Infants School,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.5,owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Suitable Brownfield Site taken from the SHLAA (SHLAA 26),2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR2,Coors Middle Yard,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,9.08,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Suitable Brownfield Site taken from the SHLAA  (SHLAA 71) and also Allocated in the Adopted Local Plan 2012-2031,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR3,Coors High Street,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2.91,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Site Allocated in the Adopted Local Plan 2012-2031,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR4,Bargates,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2.64,owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Site Allocated in the Adopted Local Plan 2012-2031 - Application due to be submitted summer 2017,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR5,Branston Depot,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,19.27,not owned by a public authority,,pending decision,outline planning permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,,"Site Allocated in the Adopted Local Plan 2012-2031 - Resolution to approve 27/08/2013 subject to S106 legal agreement
Outline planning application for up to 483 dwellings (excluding conversion)",2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR6,Derby Road Burton,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,8.09,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Site Allocated in the Adopted Local Plan 2012-2031,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR7,JCB Pinfold Street,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,6.75,not owned by a public authority,,permissioned,other,2014-10-03,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,"Site Allocated in the Adopted Local Plan 2012-2031 - Residential Part of the Site Not Started, Retail Part complete (Outline Planning permission granted 09/08/2013)
Application under Section 73 of the Town and Country Planning Act 1990 for an outline application for a mixed use development including the erection of a maximum of 257 dwellings",2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR8,Brookside Business Park,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,4.4,not owned by a public authority,,pending decision,outline planning permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,,"Site Allocated in the Adopted Local Plan 2012-2031 - Resolution to Approve – 22/09/2015  subject to S106 legal agreement
Outline application for a mixed use development for up to 90 residential dwellings",2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR9,Churnet Farm Rocester,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.52,not owned by a public authority,,not permissioned,other,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,"Site Allocated in the Adopted Local Plan 2012-2031  (only part of the allocated site is Brownfield so the site area has been amended to reflect this) - Applications totalling 90 units submitted in May 2017 to the LPA.
Erection of 70 new dwellings and demolition of all existing buildings and erection of 20 dwellings",2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR10,Former Alumasc Grundy Ltd Hawkins Lane,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,4.25,not owned by a public authority,,pending decision,full planning permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,"Site historically a SHLAA site, removed as was being retained for employment use (i.e.: Tesco Store). Residential application with LPA awaiting determination (P/2016/01847)
Erection of 204 dwellings, comprising 100 no. affordable dwellings",2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR11,Land to the rear of 2 Harbury Street,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.37,not owned by a public authority,,pending decision,outline planning permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,"Site historically a SHLAA site - Resolution to Approve – 17/01/2017  subject to S106 legal agreement
Outline application for the erection of up to 14 dwellings",2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR12,Imex Business Park,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,2.21,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,Site historically a SHLAA site - Site not fully occupied,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR13,Mead Works 137-139 Horninglow Street,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.26,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,yes,"Site historically a SHLAA site - Site vacant, Extention to time limit application for dwellings never implemented (Full Application approved 19/01/2010 - PA/00560/068/CLF)
Erection of 12 dwellings",2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR14,Goat Maltings,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.19,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,,"Site historically a SHLAA site - Site vacant (PA/07932/027 - 2006 Application for the conversion of the Goat Maltings to 60 apartments , never implemented)
Conversion of the Goat Maltings building to form 60 apartments",2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR15,Burton Beer Mats,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.28,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,,Site historically a SHLAA site - Site vacant,2017-09-29,2017-09-29,
http://opendatacommunities.org/id/district-council/east-staffordshire,ESBC-BR16,Derby Street Auction Rooms,,,http://www.eaststaffsbc.gov.uk/planning/planning-policy,0.22,not owned by a public authority,,not permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,,,"Site historically a SHLAA site - Site vacant (P/2011/00272/MB - 2011 Application for the erection of a 61 bedroomed residential nursing home (Class C2) , never implemented)",2017-09-29,2017-09-29,
