OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0001,320284.28,468815.02,0.39,2017-12-14,2017-12-14,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0002,321734.21,470219.32,1.45,2017-12-14,2017-12-14,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0004,319619.3,470739.52,0.26,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0020,321416.44,477869.08,1.58,2017-12-18,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0027,322909.3,474173.66,0.03,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0022,321001.36,471392.26,0.42,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0024,320858.08,470100.14,2.35,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0021,320107.65,469219.53,0.08,2017-12-18,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0003,319887.33,468406.95,0.98,2017-12-14,2017-12-20,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0005,319655.54,468332.12,0.12,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0006,319299.94,470549.84,2.82,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0011,319879.14,469782.19,0.5,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0012,320652.16,468620.41,25.28,2017-12-15,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0014,317992.49,468973.55,5.93,2017-12-18,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0017,320355.03,469395.76,1.49,2017-12-18,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0019,323650.84,474322.65,1.44,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0023,321483.67,470085.32,0.29,2017-12-18,2017-12-20,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0025,320295.8,470960.47,0.84,2017-12-18,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0026,319743.07,469484.72,0.02,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0007,321256.45,477381.52,1.14,2017-12-15,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0015,319405.06,471261.27,1.16,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0016,319658.32,472273.05,2.75,2017-12-18,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0018,318136.43,469265.32,0.53,2017-12-18,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0013,318010.33,469181.14,0.5,2017-12-18,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0008,318929.13,469386.36,2.3,2017-12-15,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0009,319255.98,470957.58,6.71,2017-12-15,2017-12-19,
http://opendatacommunities.org/id/district-council/barrow-in-furness,BFLR/2017/0010,321708.94,468771.31,9.03,2017-12-15,2017-12-19,
