OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/district-council/swale,Swale Borough Council,BF/023,"Swan Quay, Belvedere Road, Faversham",601607.16,161656.53,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,0.3,not owned by a public authority,not permissioned,,,,,10,To be determined by planning application,,The site forms part of the Faversham Creek Neighbourhood Plan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-20,
http://opendatacommunities.org/doc/district-council/swale,Swale Borough Council,BF/136,"The Foundry, Rushenden Road, Queenborough",591139.0,171994.0,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,0.37,not owned by a public authority,not permissioned,,,,yes,37,To be determined by planning application,yes,The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-20,
http://opendatacommunities.org/doc/district-council/swale,Swale Borough Council,BF/167,"Former Nicholls Transport site, Lydbrook Close, Sittingbourne",589481.0,163724.0,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,1.7,not owned by a public authority,pending decision,outline planning permission,,17/503888/OUT,yes,70,To be determined by planning application,yes,The site has an application currently pending consideration.,2018-03-20,2018-03-20,
http://opendatacommunities.org/doc/district-council/swale,Swale Borough Council,BF/237,"152 Staplehurst Road, Sittingbourne",589452.0,164191.0,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,1.8,not owned by a public authority,not permissioned,,,,,75,To be determined by planning application,yes,The site is allcoated within the  adopted Local Plan.,2018-03-20,2018-03-20,
http://opendatacommunities.org/doc/district-council/swale,Swale Borough Council,BF/256,"West Street, Queenborough",590730.0,172104.0,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,1.45,not owned by a public authority,not permissioned,,,,,80,To be determined by planning application,yes,The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-20,
http://opendatacommunities.org/doc/district-council/swale,Swale Borough Council,BF/257,"Faversham Industrial Estate, Graveney Road, Faversham",602826.0,161125.0,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,2.9,not owned by a public authority,permissioned,full planning permission,2017-12-20,16/508643/FULL,yes,105,105,yes,The site was recently granted planning permission and works are expected to commence imminently.,2018-03-20,2018-03-20,
http://opendatacommunities.org/doc/district-council/swale,Swale Borough Council,BF/258,"Land West of Rushenden Road, Queenborough",590977.0,172061.0,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,13.31,owned by a public authority,not permissioned,,,,yes,379,To be determined by planning application,yes,The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-20,
http://opendatacommunities.org/doc/district-council/swale,Swale Borough Council,BF/265,"Bell Centre, Bell Road, Sittingbourne",590919.0,163508.0,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,0.9,not owned by a public authority,pending decision,full planning permission,,16/506946/FULL,yes,120,165,,The site has an application currently pending consideration.,2018-03-20,2018-03-20,
http://opendatacommunities.org/doc/district-council/swale,Swale Borough Council,BF/275,"Provender Mill, New Creek Road, Faversham",601970.0,161967.0,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,0.95,not owned by a public authority,not permissioned,,,,yes,10,To be determined by planning application,yes,The site forms part of the Faversham Creek Neighbourhood Plan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-20,
http://opendatacommunities.org/doc/district-council/swale,Swale Borough Council,BF/281,"Land South of Queenborough Creek, Queenborough",590977.0,172061.0,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,7.0,mixed ownership,not permissioned,,,,,380,To be determined by planning application,yes,The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-20,
