OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/sevenoaks,BFR08,"Otford Builders Merchants, High Street, Otford",0.185606,51.313572,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,0.46,not owned by a public authority,,not permissioned,,,,7,,,"The site lies within the Kent Downs AONB and partially within the
Conservation Area. Given the existing use of this site, a residential
development could contribute towards improving the character of the
AONB.
Additional information on site layout and massing is required alongside
an assessment of the impact on the conservation area and listed
building.
As the site is in existing employment use it would need to be
demonstrated that the use is no longer suitable, feasible or viable and
that there is no reasonable prospect of the continued business use in
the longer term.",2017-11-01,2018-12-01,
http://opendatacommunities.org/id/district-council/sevenoaks,BFR12,"Sevenoaks Community Centre, Otford Road, Sevenoaks",0.193387,51.29018,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,0.89,not owned by a public authority,,not permissioned,,,,75,,yes,"Overall the site is considered able to accommodate a mixed use
development including community facilities as part of a wider
development scheme being considered by the Sevenoaks Northern
Masterplan as part of the Sevenoaks Town Neighbourhood
Development Plan.
Site of Special Scientific Interest Impact Risk Zone for 10 residential units
or more.",2017-11-01,2018-12-01,
http://opendatacommunities.org/id/district-council/sevenoaks,BFR13,"5 Crownfields, Sevenoaks",0.189157,51.269385,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,0.3,not owned by a public authority,,not permissioned,,,,20,20,yes,,2017-11-01,2018-12-01,
http://opendatacommunities.org/id/district-council/sevenoaks,BFR14,"Sevenoaks Town Council Offices, Bradbourne Vale Road, Sevenoaks",0.18893,51.286639,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,0.32,not owned by a public authority,,not permissioned,,,,16,16,yes,"As the site is in existing employment use it would need to be
demonstrated that the use is no longer suitable, feasible or viable and that there is no reasonable prospect of the continued business use in the longer term.",2017-11-01,2018-12-01,
http://opendatacommunities.org/id/district-council/sevenoaks,BFR15,"Sevenoaks Adult Education Centre, Bradbourne Road, Sevenoaks",0.190291,51.282989,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,0.6,not owned by a public authority,,not permissioned,,,,30,30,,Any development proposal must address the loss of education facilities.,2017-11-01,2018-12-01,
http://opendatacommunities.org/id/district-council/sevenoaks,BFR16,"The Woodlands, Hilda May Avenue, Swanley",0.170856,51.399893,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,0.44,not owned by a public authority,,not permissioned,,,,22,,yes,"Located within Swanley urban confines the site is considered sustainable. The existing access onto Hilda May Avenue could be utilised, subject to the landowner’s consent. A small section of the site is allocated as open space which forms an important part of the green infrastructure network. The loss of this use is not supported and would need to be clearly demonstrated. Overall the site is considered able to accommodate development.",2017-11-01,2018-12-01,
http://opendatacommunities.org/id/district-council/sevenoaks,BFR17,"Land between Granville Road and Farleycroft, Westerham",0.064703,51.267087,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,0.21,not owned by a public authority,,not permissioned,,,,10,10,,,2017-11-01,2018-12-01,
http://opendatacommunities.org/id/district-council/sevenoaks,BFR19,"Chauchers of Sevenoaks, London Road, Dunton Green",0.160056,51.300593,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,0.23,not owned by a public authority,,not permissioned,,,,9,9,yes,"As the site is in existing employment use it would need to be
demonstrated that the use is no longer suitable, feasible or viable and that there is no reasonable prospect of the continued business use in the longer term.",2017-11-01,2018-12-01,
http://opendatacommunities.org/id/district-council/sevenoaks,BFR20,"Fawkham Business Park, Fawkham Road, Fawkham",0.294293,51.39692,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,0.78,not owned by a public authority,,not permissioned,,,,31,,yes,"As the site is in existing employment use it would need to be
demonstrated that the use is no longer suitable, feasible or viable and
that there is no reasonable prospect of the continued business use in
the longer term.",2017-11-01,2018-12-01,
http://opendatacommunities.org/id/district-council/sevenoaks,BFR23,"Chelsfield Depot, Shacklands Road, Badgers Mount",0.150203,51.335335,https://www.sevenoaks.gov.uk/downloads/file/1926/sup017a_site_appraisals_-_sites_included_in_the_local_plan,3.35,not owned by a public authority,,not permissioned,,,,100,,yes,"As the site is in existing employment use it would need to be
demonstrated that the use is no longer suitable, feasible or viable and
that there is no reasonable prospect of the continued business use in
the longer term.
Surrounded by ancient woodland therefore a buffer would need to be
included within the design and layout.",2017-11-01,2018-12-01,
