OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/district-council/west-norfolk,1,561781,319498,4.13,31/10/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,2,561702,319679,0.49,31/10/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,3,561928,319193,3.8,31/10/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,4,562157,319082,0.19,13/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,5,561293,320125,2.58,31/10/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,6,573018,295001,0.51,31/10/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,7,570414,300095,1.16,31/10/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,8,554440,314166,3.35,31/10/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,9,552821,293746,0.25,31/10/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,10,573296,319285,1.15,31/10/2017,19/11/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,11,560244,303416,0.11,04/11/2017,19/11/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,12,576473,337787,2.69,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,13,561445,303830,0.35,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,14,560597,302969,3.34,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,15,302506,561162,302506,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,16,572412,319501,0.15,15/11/2017,08/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,17,567216,340061,0.64,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,18,561975,320616,0.08,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,19,561972,320017,0.23,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,20,562144,321182,2.4,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,21,561699,320035,0.48,15/11/2017,19/11/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,22,562759,319480,0.81,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,23,562309,319354,0.15,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,24,562304,319650,0.34,15/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,25,554359,320148,2.3,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,26,549181,313159,0.96,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,27,571609,299200,0.47,16/11/2017,19/11/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,28,584934,328424,1.23,16/11/2017,19/11/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,29,572351,319441,0.35,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,30,571530,322653,0.18,16/11/2017,19/11/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,31,5712126,325270,0.75,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,32,567251,340793,0.12,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,33,567127,340648,0.15,06/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,34,562188,320861,0.26,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,35,561913,319771,0.07,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,36,562137,320174,0.26,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,37,562206,320287,0.71,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,38,562104,320135,0.34,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,39,561802,320163,0.35,16/11/2017,19/11/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,40,564588,324195,0.25,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,41,567699,333911,0.44,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,42,552245,319847,0.68,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,43,559682,310535,0.25,16/11/2017,19/11/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,44,560880,303173,0.88,16/11/2017,19/11/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,45,561602,320055,0.44,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,46,562170,318495,44.62,16/11/2017,05/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,47,576781,332517,0.7225,08/10/2018,08/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,48,577813,343933,0.3045,08/10/2018,08/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,49,576868,337962,0.35,08/10/2018,08/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,50,567847,337736,0.175,08/10/2018,08/10/2018,
http://opendatacommunities.org/doc/district-council/west-norfolk,51,564107,320486,0.33,08/10/2018,08/10/2018,
