OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/forest-of-dean,49,361702.80,201774.12,0.12,5,5,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,52,360513.36,206137.28,0.12,5,5,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,42,360625.33,205962.07,0.19,5,7,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,2,360199.84,205743.03,0.93,14,25,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,4,365195.77,214020.16,0.09,8,10,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,0,365480.79,365480.79,0.19,5,5,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,14,365546.97,212854.43,0.41,5,8,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,46,364812.51,215625.79,0.43,12,17,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,7,365018.11,213860.46,0.53,15,20,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,10,365084.68,214272.02,0.71,17,21,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,15,365016.12,211389.24,0.86,20,30,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,6,365079.07,213899.23,0.96,30,40,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,9,365075.69,214436.52,1.37,35,45,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,5,365182.92,213940.97,2.91,90,120,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,40,364599.61,215601.20,6.80,150,195,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,17,357442.68,210653.60,0.02,8,8,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,18,357607.01,210785.93,0.04,8,12,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,53,357411.61,210682.09,0.12,6,10,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,19,357494.56,210570.57,0.20,7,12,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,54,357402.12,210734.73,0.23,12,20,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,16,357856.70,212553.31,0.24,7,7,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,55,357966.76,209851.78,0.83,15,20,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,20,358242.04,212609.64,0.98,40,80,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,21,364457.1,216950.20,0.79,7,12,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,44,366792.78,213569.25,0.67,16,20,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,22,368871.40,218921.99,0.15,5,5,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,23,368731.65,219047.64,0.66,6,10,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,47,360213.10,216301.18,0.39,10,12,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,26,358915.51,217427.57,0.98,10,10,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,24,359715.08,216350.71,1.55,30,45,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,25,358730.96,217491.76,7.75,25,45,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,45,363502.39,203019.66,0.19,5,8,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,43,363019.34,203016.95,0.29,10,15,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,31,366273.52,218617.52,0.43,12,12,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,29,363411.62,201948.02,1.04,5,20,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,27,364468.67,204028.28,1.08,6,21,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,30,364583.50,201406.71,4.82,20,30,2017-10-31,2017-10-31,
,32,366431.01,218550.14,0.31,15,31,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,33,366503.34,218940.94,1.74,40,50,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,34,372138.81,225811.17,0.16,9,9,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,35,372275.05,372275.05,0.26,20,25,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,56,371981.92,226270.41,0.52,20,40,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,36,368983.68,211587.91,0.35,20,25,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,37,362449.82,206100.60,0.33,5,5,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,38,353966.71,194510.63,0.09,7,7,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,57,354605.49,193574.09,0.13,5,10,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,48,354547.17,193949.61,0.84,24,28,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,41,358351.37,208174.74,0.48,12,15,2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,39,362059.51,206086.96,3.47,30,35,2017-10-31,2017-10-31,
