OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/purbeck,BR/03/001,"Former Bere Regis primary school, Rye Hill, Bere Regis",,,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.3,owned by a public authority,,not permissioned,,,,,,yes,Only part of site brownfield - school building SHLAA 6/03/1336,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/11/002,"Binnegar Hall, East Stoke, Wareham",,,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,1.66,not owned by a public authority,,permissioned,full planning permission,2016-07-01,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43598,,,yes,"SHLAA 6/11/1337
""Alterations, extensions and changes of use of existing buildings to Class C3 residential use - 23 dwellings - 9 houses and 14 flats/maisonettes""",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/11/003,"Kemps Country House Hotel, East Stoke, Wareham",,,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.1,not owned by a public authority,,permissioned,full planning permission,2015-09-03,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43391,,,yes,"Other application number 6/2015/0005
""Change of use of Kemps Country House to 6 dwellings with associated alteration works, extension to the coach house, parking and landscaping.""",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/15/004,"Bere Farm, Lytchett Minster",,,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.51,not owned by a public authority,,not permissioned,,,,,,yes,SHLAA 6/15/1373,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/15/005,"32 Poole Road, Upton",,,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.06,not owned by a public authority,,permissioned,full planning permission,2016-07-28,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=44577,,,yes,"Only part of site brownfield|whole site includes garden development
""Demolish existing buildings and erect 3 flats and 7 seven town houses with associated parking; alter existing vehicular access. Part of site brownfield.""",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/20/006,"Former Police Station Premises, Argyle Road and Kings Road West, Swanage",,,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.03,not owned by a public authority,,permissioned,,2016-12-22,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=45183,,,yes,Alterations and extensions to former police station to facilitate conversion to 6 dwellings,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/20/007,"Cauldron Barn caravan site, Swanage",,,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.39,not owned by a public authority,,not permissioned,,,,,,yes,SHLAA 6/20/1332,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/20/008,"former grammar school, Northbrook Road, Swanage",,,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.93,not owned by a public authority,,permissioned,,,,,,yes,Only part of the former school site is brownfield -the majority is that which was orginally set aside as a site for Swanage School.,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/20/009,"1 The Pier Head, High St, Swanage",,,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.16,not owned by a public authority,,permissioned,full planning permission,2015-07-31,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43215,,,yes,"Other application numbers 6/2014/0166|6/2011/0812
""Demolition Pier Head Building and associated out buildings, erect two new buildings to form eight flats, restaurant, pizza oven, ice cream parlour and gallery.  Landscape site and form new vehicular parking in basement""",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/23/010,"Wareham Autopoint, North Street, Wareham",,,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,0.12,not owned by a public authority,,not permissioned,,,,,,yes,,2017-12-31,2017-12-31,
