OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-001,"53 - 57 Sandside, Scarborough",-0.387427,54.284113,https://tinyurl.com/ya8rgrxf,0.04,not owned by a public authority,permissioned,full planning permission,2007-05-31,,yes,,,,07/00366/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-002,"Former St Thomas Hospital, 11 Foreshore Road, Scarborough",-0.395287,54.283011,https://tinyurl.com/y7rmwntr,0.19,not owned by a public authority,permissioned,full planning permission,2008-03-31,,yes,,,,08/00193/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-003,"Former St Johns Church, Globe Street, Scarborough",-0.395221,54.283956,https://tinyurl.com/yapdfb6n,0.03,not owned by a public authority,permissioned,full planning permission,2010-10-07,,yes,,,,10/00521/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-004,"Churchills, 1 Montpellier Terrace, Weaponness",-0.400709,54.274744,https://tinyurl.com/y72gdlhr,0.04,not owned by a public authority,permissioned,full planning permission,2015-08-18,,yes,,,,15/01265/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-006,"First Floor, 11-25 Northway, Scarborough",-0.405525,54.280884,https://tinyurl.com/y88hm88w,0.06,not owned by a public authority,permissioned,other,2016-11-01,,yes,,,,16/01872/P3O,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-007,"Lysander Hotel, 22 Weydale Avenue, Scarborough",-0.415162,54.292732,https://tinyurl.com/y8f9r3y8,0.08,not owned by a public authority,permissioned,full planning permission,2016-12-23,,yes,,,,16/02335/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-008,"Housing Advice Resource Centre, 22 Victoria Road, Scarborough",-0.405106,54.282973,https://tinyurl.com/y83uyc5c,0.01,not owned by a public authority,permissioned,other,2017-02-20,,yes,,,,17/00052/P3O,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-009,"First Floor Above 1 - 9, 27 - 37 Northway And 81 Westborough, Scarborough",-0.406369,54.2813,https://tinyurl.com/ybgaykhs,0.08,not owned by a public authority,permissioned,other,2017-02-20,,yes,,,,17/00038/P3O,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-011,"The Breece, West Street, Scarborough",-0.401834,54.273842,https://tinyurl.com/y7gd6fom,0.05,not owned by a public authority,permissioned,full planning permission,,,yes,,,,17/00293/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-012,"LPG Depot, Church Hill, Reighton",-0.268613,54.158407,https://tinyurl.com/ybqeymbz,0.68,not owned by a public authority,permissioned,reserved matters approval,2016-02-18,,yes,,,,15/02420/RM,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-013,"Land Adjacent 25 Holbeck Hill, Weaponness, Scarborough",-0.394273,54.266461,https://tinyurl.com/yagga45a,0.14,not owned by a public authority,permissioned,full planning permission,2007-10-18,,yes,,,,07/01207/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-014,"94 Filey Road, Weaponness, Scarborough",-0.392839,54.263845,https://tinyurl.com/yd52nzuc,0.18,not owned by a public authority,permissioned,full planning permission,2008-12-03,,yes,,,,08/01544/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-017,"35 - 37 Roscoe Street, Scarborough",-0.411774,54.279753,https://tinyurl.com/ybysdp6j,0.02,not owned by a public authority,permissioned,full planning permission,2015-04-21,,yes,,,,15/00354/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-018,"Spring Bank Yard, Spring Bank, Scarborough",-0.416333,54.272595,https://tinyurl.com/y7nhwuo2,0.06,not owned by a public authority,permissioned,full planning permission,2015-06-23,,yes,,,,14/02512/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-019,"The Sands Development Site, Burniston Road, Scarborough",-0.409098,54.292607,https://tinyurl.com/ybybd2p8,1.1,owned by a public authority,permissioned,reserved matters approval,2016-10-10,,yes,,,,16/00922/RM,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-020,"24 Vernon Road, Scarborough",-0.400072,54.280084,https://tinyurl.com/ycdskqco,0.08,not owned by a public authority,permissioned,full planning permission,2016-11-29,,yes,,,,15/02636/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-022,"Bagdale Garage, Bagdale, Whitby",-0.619381,54.484327,https://tinyurl.com/ybtsk87x,0.14,not owned by a public authority,permissioned,reserved matters approval,2003-08-07,,yes,,,,03/01230/RM,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-023,"Universal Garage Co Ltd, Silver Street, Whitby",-0.616602,54.488016,https://tinyurl.com/ychksawg,0.14,not owned by a public authority,permissioned,full planning permission,2008-02-05,,yes,,,,07/01949/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-024,"Argyle Garage, Argyle Road, Whitby",-0.625737,54.489971,https://tinyurl.com/yd33v8wd,0.14,not owned by a public authority,permissioned,full planning permission,2016-09-16,,yes,,,,16/00426/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-026,"GT Garages, Columbus Ravine, Scarborough",-0.410554,54.284293,https://tinyurl.com/yajdjj8f,0.34,not owned by a public authority,permissioned,outline planning permission,2017-06-06,,yes,,,,,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-027,"Old Laundrette, Laundry Road, Filey",-0.28992,54.212202,https://tinyurl.com/yacr2osx,0.18,not owned by a public authority,not permissioned,,,,,,,,,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-028,"Land at Carlton Road, Filey",-0.294131,54.211255,https://tinyurl.com/yantmuky,0.2,not owned by a public authority,not permissioned,,,,,,,,,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-029,"Land at Cleveland Road, Scarborough",-0.412059,54.282327,https://tinyurl.com/y6us6dxk,0.5,not owned by a public authority,not permissioned,,,,,,,,,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-030,"Land at Melrose Street, Scarborough",-0.409328,54.284242,https://tinyurl.com/ybdqm8ov,0.6,not owned by a public authority,permissioned,outline planning permission,,,,,,,14/02177/OL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-032,"14-15 Queen Street, Scarborough",-0.399002,54.283908,https://tinyurl.com/y7yvmvbx,0.03,not owned by a public authority,permissioned,full planning permission,,,yes,,,,07/01990/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-033,"Warehouse adjacent to 19/20 Albemarle Crescent, Scarborough",-0.403342,54.282113,https://tinyurl.com/y7q53rnc,0.09,not owned by a public authority,permissioned,full planning permission,,,yes,,,,10/02272/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-034,"Filey Road Sports Club, Scarborough",-0.399484,54.26591,https://tinyurl.com/y8fkd2wd,2.41,owned by a public authority,not permissioned,,,,yes,,,,,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-035,"Electricity Building, Filey Road, Gristhorpe (Phase 2)",-0.330221,54.220587,https://tinyurl.com/ybkfgmns,1.61,not owned by a public authority,not permissioned,,,,yes,,,,,2017-12-18,2018-01-21,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-036,"Hylands, Filey Road, Scarborough",-0.392419,54.264774,https://tinyurl.com/ycaf4zgs,0.77,not owned by a public authority,permissioned,full planning permission,,,yes,,,,16/01217/FL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-037,"Green Gables Hotel, West Bank, Scarborough",-0.418473,54.273657,https://tinyurl.com/yblf798w,0.32,not owned by a public authority,permissioned,outline planning permission,,,yes,,,,14/01122/OL,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,Scarborough Borough Council,BR-038,"Marlborough Street, Scarborough",-0.399048,54.286299,https://tinyurl.com/yblbmzos,0.06,not owned by a public authority,not permissioned,,,,yes,,,,,2017-12-18,2017-12-18,
